,Proximity_to_Hole_from_Sand_RANK THIS WEEK,Proximity_to_Hole_from_Sand_RANK LAST WEEK,Proximity_to_Hole_from_Sand_PLAYER NAME,Proximity_to_Hole_from_Sand_ROUNDS,Proximity_to_Hole_from_Sand_AVG DTP,Proximity_to_Hole_from_Sand_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Sand_# OF SHOTS,Proximity_to_Hole_from_Sand_SCRAMBLING RANK
39,T39,T39,Richard Lee,80,"8' 5""",875.5830000000001,104,32
40,T39,T39,Charl Schwartzel,64,"8' 5""",759.8330000000001,90,21
41,T42,T42,Scott Brown,100,"8' 6""",1011.6669999999999,119,86
42,T42,T42,George McNeill,79,"8' 6""",935.4169999999999,110,97
43,T42,T42,Bryce Molder,77,"8' 6""",857.25,101,44
44,T45,T45,Sangmoon Bae,76,"8' 7""",864.1669999999999,101,112
45,T45,T45,Bronson La'Cassie,51,"8' 7""",572.6669999999999,67,48
46,T45,T45,Scott Langley,95,"8' 7""",985.0830000000001,115,21
47,T45,T45,Rory McIlroy,66,"8' 7""",735.9169999999999,86,88
48,T45,T45,Brendon Todd,108,"8' 7""",1181.333,137,7
49,T50,T50,Jonathan Byrd,76,"8' 8""",982.1669999999999,113,99
50,T50,T50,Luke Guthrie,85,"8' 8""",966.75,112,29
51,T50,T50,Ryo Ishikawa,75,"8' 8""",735.1669999999999,85,152
52,T50,T50,Phil Mickelson,71,"8' 8""",919.0830000000001,106,20
53,T50,T50,Rory Sabbatini,82,"8' 8""",972.0,112,142
54,T55,T55,Paul Casey,56,"8' 9""",576.3330000000001,66,128
55,T55,T55,John Huh,87,"8' 9""",885.8330000000001,101,107
56,T57,T57,Charley Hoffman,93,"8' 10""",851.0830000000001,96,64
57,T57,T57,Marc Leishman,81,"8' 10""",1046.25,118,115
58,T57,T57,Ben Martin,80,"8' 10""",830.5,94,75
59,T60,T60,Robert Allenby,83,"8' 11""",971.5830000000001,109,52
60,T60,T60,Harris English,95,"8' 11""",816.6669999999999,92,110
61,T60,T60,Brian Harman,111,"8' 11""",1195.75,134,60
62,T60,T60,Morgan Hoffmann,103,"8' 11""",1165.25,131,106
63,T60,T60,Zach Johnson,97,"8' 11""",1060.75,119,36
64,T60,T60,Russell Knox,92,"8' 11""",1004.6669999999999,113,8
65,T60,T60,"Ted Potter, Jr.",68,"8' 11""",807.9169999999999,91,11
66,T60,T60,Jordan Spieth,102,"8' 11""",1287.333,145,13
67,T60,T60,Brendan Steele,89,"8' 11""",892.4169999999999,100,67
68,T69,T69,Keegan Bradley,89,"9' 0""",826.3330000000001,92,14
69,T69,T69,Kevin Chappell,100,"9' 0""",1075.833,120,114
70,T69,T69,Ben Crane,81,"9' 0""",1099.167,122,75
71,T69,T69,Brad Fritsch,50,"9' 0""",591.5830000000001,66,54
72,T69,T69,Jason Kokrak,65,"9' 0""",853.1669999999999,95,59
73,T69,T69,Danny Lee,84,"9' 0""",910.4169999999999,101,105
74,T69,T69,Hunter Mahan,88,"9' 0""",1122.667,125,148
75,T69,T69,Ryan Palmer,85,"9' 0""",1056.0,117,95
76,T69,T69,Brian Stuard,91,"9' 0""",998.4169999999999,111,41
77,T78,T78,Hideki Matsuyama,82,"9' 1""",972.6669999999999,107,41
78,T78,T78,Boo Weekley,73,"9' 1""",772.75,85,160
79,T80,T80,Greg Chalmers,85,"9' 2""",1274.75,139,65
80,T80,T80,Spencer Levin,59,"9' 2""",739.5830000000001,81,55
81,T82,T82,Lucas Glover,68,"9' 3""",544.6669999999999,59,176
82,T82,T82,Billy Hurley III,86,"9' 3""",894.3330000000001,97,26
83,T82,T82,Martin Laird,66,"9' 3""",756.8330000000001,82,157
84,T82,T82,D.H. Lee,54,"9' 3""",873.1669999999999,94,86
85,T82,T82,Sean O'Hair,77,"9' 3""",1170.917,127,63
86,T82,T82,Josh Teater,90,"9' 3""",1001.8330000000001,108,102
87,T88,T88,Stuart Appleby,92,"9' 4""",1395.8329999999999,149,34
88,T88,T88,Ricky Barnes,92,"9' 4""",1149.5,123,19
89,T88,T88,Erik Compton,88,"9' 4""",1080.417,116,83
90,T88,T88,Ken Duke,80,"9' 4""",873.6669999999999,94,109
91,T88,T88,Ernie Els,85,"9' 4""",1298.75,139,26
92,T88,T88,Trevor Immelman,84,"9' 4""",1025.833,110,150
93,T88,T88,Freddie Jacobson,91,"9' 4""",1233.75,132,28
94,T88,T88,Jerry Kelly,80,"9' 4""",983.5,105,16
95,T88,T88,Adam Scott,68,"9' 4""",873.8330000000001,94,37
96,T88,T88,Heath Slocum,71,"9' 4""",765.9169999999999,82,24
97,T88,T88,Michael Thompson,74,"9' 4""",865.25,93,90
98,T88,T88,Tyrone Van Aswegen,79,"9' 4""",904.3330000000001,97,94
99,T100,T100,Matt Jones,83,"9' 5""",1044.833,111,133
100,T100,T100,D.A. Points,75,"9' 5""",885.5830000000001,94,156
101,T102,T102,Chad Collins,78,"9' 6""",1049.5,110,60
102,T102,T102,Matt Every,85,"9' 6""",1117.083,118,82
103,T102,T102,Cameron Tringale,111,"9' 6""",1385.4170000000001,146,70
104,T105,T105,Charles Howell III,106,"9' 7""",1134.667,118,30
105,T105,T105,Chris Kirk,105,"9' 7""",1316.8329999999999,137,9
106,T107,T107,Stewart Cink,91,"9' 8""",944.1669999999999,98,142
107,T107,T107,Brice Garnett,92,"9' 8""",1183.333,122,62
108,T107,T107,James Hahn,82,"9' 8""",1039.583,108,145
109,T107,T107,Carl Pettersson,91,"9' 8""",1368.75,141,113
110,T107,T107,Henrik Stenson,56,"9' 8""",616.3330000000001,64,171
111,T107,T107,Nicholas Thompson,85,"9' 8""",1054.333,109,164
112,T107,T107,Jimmy Walker,98,"9' 8""",1159.5,120,91
113,T114,T114,Justin Hicks,103,"9' 9""",1055.083,108,146
114,T114,T114,Martin Kaymer,65,"9' 9""",810.5830000000001,83,158
115,T114,T114,Lee Westwood,57,"9' 9""",703.0,72,127
116,T117,T117,James Driscoll,71,"9' 10""",1005.6669999999999,102,141
117,T117,T117,Graeme McDowell,66,"9' 10""",607.3330000000001,62,39
118,T117,T117,Troy Merritt,62,"9' 10""",757.0830000000001,77,130
119,T120,T120,Graham DeLaet,80,"9' 11""",792.6669999999999,80,85
120,T120,T120,John Senden,99,"9' 11""",1168.583,118,49
121,T122,T122,Rickie Fowler,91,"10' 0""",958.0,96,17
122,T122,T122,Kyle Stanley,87,"10' 0""",1164.583,116,167
123,T122,T122,Nick Watney,80,"10' 0""",619.25,62,132
124,T122,T122,Y.E. Yang,79,"10' 0""",1138.083,114,122
125,T126,T126,David Lingmerth,80,"10' 1""",1021.0,101,151
126,T126,T126,William McGirt,96,"10' 1""",1462.6670000000001,145,79
127,T126,T126,Andres Romero,81,"10' 1""",1229.417,122,52
128,T129,T129,Russell Henley,92,"10' 2""",1124.0,111,170
129,T129,T129,Will MacKenzie,82,"10' 2""",1097.833,108,134
130,T129,T129,Ryan Moore,86,"10' 2""",835.5830000000001,82,103
131,T129,T129,Scott Stallings,77,"10' 2""",979.1669999999999,96,154
132,T133,T133,Woody Austin,63,"10' 3""",786.4169999999999,77,146
133,T133,T133,Brooks Koepka,56,"10' 3""",521.9169999999999,51,108
134,T133,T133,Geoff Ogilvy,84,"10' 3""",1231.417,120,137
135,T133,T133,Jeff Overton,80,"10' 3""",982.25,96,39
136,T133,T133,Kevin Stadler,90,"10' 3""",954.9169999999999,93,159
137,T138,T138,Jason Bohn,81,"10' 4""",1219.083,118,131
138,T138,T138,Jhonattan Vegas,77,"10' 4""",848.5,82,72
139,T140,T140,Brendon de Jonge,109,"10' 5""",1630.9170000000001,156,117
140,T140,T140,Jamie Lovemark,64,"10' 5""",853.4169999999999,82,129
141,T140,T140,Bubba Watson,76,"10' 5""",846.75,81,74
142,T143,T143,David Hearn,97,"10' 6""",1270.833,121,35
143,T143,T143,Robert Streb,75,"10' 6""",983.3330000000001,94,80
144,T143,T143,Gary Woodland,93,"10' 6""",1305.333,124,50
145,T146,T146,Robert Garrigus,80,"10' 7""",1076.333,102,116
146,T146,T146,Billy Horschel,92,"10' 7""",891.6669999999999,84,144
147,T146,T146,Davis Love III,74,"10' 7""",908.8330000000001,86,140
148,149,149,Chesson Hadley,84,"10' 8""",1229.333,115,153
149,T150,T150,Jim Renner,61,"10' 9""",924.4169999999999,86,177
150,T150,T150,David Toms,64,"10' 9""",753.1669999999999,70,23
151,T150,T150,Johnson Wagner,69,"10' 9""",797.0830000000001,74,92
152,T153,T153,Ben Curtis,77,"10' 10""",1039.25,96,126
153,T153,T153,Dustin Johnson,58,"10' 10""",782.0830000000001,72,57
154,T155,T155,Derek Ernst,80,"11' 0""",783.5830000000001,71,173
155,T155,T155,Tommy Gainey,73,"11' 0""",1112.917,101,174
156,T157,T157,Wes Roach,67,"11' 1""",767.25,69,103
157,T157,T157,Bo Van Pelt,83,"11' 1""",1122.5,101,101
158,159,159,Daniel Summerhays,98,"11' 3""",1514.8329999999999,135,96
159,T160,T160,Andrew Loupe,65,"11' 4""",993.75,88,139
160,T160,T160,Kevin Streelman,79,"11' 4""",1022.6669999999999,90,155
161,162,162,Kevin Kisner,85,"11' 5""",1004.25,88,122
162,T163,T163,Hudson Swafford,75,"11' 9""",844.75,72,169
163,T163,T163,Kevin Tway,64,"11' 9""",683.25,58,162
164,T165,T165,Charlie Beljan,76,"11' 10""",1098.083,93,162
165,T165,T165,Jim Herman,62,"11' 10""",829.75,70,149
166,167,167,Jeff Maggert,54,"11' 11""",785.0830000000001,66,93
167,168,168,Andrew Svoboda,77,"12' 0""",791.8330000000001,66,77
168,169,169,Willy Wilcox,51,"12' 3""",561.75,46,81
169,170,170,Ángel Cabrera,69,"12' 5""",1168.417,94,161
170,T171,T171,John Merrick,87,"12' 6""",1212.667,97,175
171,T171,T171,John Rollins,84,"12' 6""",1187.417,95,165
172,173,173,Chad Campbell,57,"12' 8""",631.6669999999999,50,51
173,174,174,Pat Perez,84,"12' 9""",1131.333,89,46
174,175,175,John Peterson,62,"12' 11""",1048.25,81,134
175,176,176,J.J. Henry,91,"13' 4""",958.9169999999999,72,121
176,177,177,Louis Oosthuizen,50,"14' 0""",615.4169999999999,44,172
