,Proximity_to_Hole_from__10_yards_RANK THIS WEEK,Proximity_to_Hole_from__10_yards_RANK LAST WEEK,Proximity_to_Hole_from__10_yards_PLAYER NAME,Proximity_to_Hole_from__10_yards_ROUNDS,Proximity_to_Hole_from__10_yards_AVG DTP,Proximity_to_Hole_from__10_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from__10_yards_# OF SHOTS,Proximity_to_Hole_from__10_yards_SCRAMBLING RANK
70,T67,T67,Ben Crane,81,"3' 5""",407.667,119,75
71,T67,T67,Brian Davis,93,"3' 5""",518.4169999999999,150,25
72,T67,T67,Billy Hurley III,86,"3' 5""",362.0,106,26
73,T67,T67,Matt Kuchar,91,"3' 5""",331.833,97,12
74,T67,T67,Hunter Mahan,88,"3' 5""",381.25,112,148
75,T67,T67,Ben Martin,80,"3' 5""",323.83299999999997,94,75
76,T67,T67,Troy Merritt,62,"3' 5""",322.25,94,130
77,T67,T67,Bryce Molder,77,"3' 5""",324.83299999999997,95,44
78,T67,T67,Sean O'Hair,77,"3' 5""",360.75,106,63
79,T67,T67,Webb Simpson,87,"3' 5""",329.333,97,77
80,T67,T67,Cameron Tringale,111,"3' 5""",390.5,114,70
81,T67,T67,Y.E. Yang,79,"3' 5""",312.25,91,122
82,T83,T83,Sangmoon Bae,76,"3' 6""",350.083,100,112
83,T83,T83,Erik Compton,88,"3' 6""",413.0,118,83
84,T83,T83,Harris English,95,"3' 6""",368.167,104,110
85,T83,T83,Luke Guthrie,85,"3' 6""",407.0,115,29
86,T83,T83,Justin Leonard,75,"3' 6""",345.333,99,6
87,T83,T83,Jeff Maggert,54,"3' 6""",241.167,69,93
88,T83,T83,Pat Perez,84,"3' 6""",452.583,128,46
89,T83,T83,"Ted Potter, Jr.",68,"3' 6""",329.5,95,11
90,T83,T83,John Rollins,84,"3' 6""",308.58299999999997,89,165
91,T83,T83,Vijay Singh,83,"3' 6""",449.917,129,73
92,T83,T83,Robert Streb,75,"3' 6""",395.583,112,80
93,T83,T83,Nicholas Thompson,85,"3' 6""",377.167,108,164
94,T95,T95,Ricky Barnes,92,"3' 7""",401.75,113,19
95,T95,T95,James Driscoll,71,"3' 7""",279.08299999999997,78,141
96,T95,T95,Sergio Garcia,61,"3' 7""",223.583,63,2
97,T95,T95,Lucas Glover,68,"3' 7""",244.333,68,176
98,T95,T95,Bill Haas,107,"3' 7""",415.5,117,43
99,T95,T95,Jason Kokrak,65,"3' 7""",330.0,93,59
100,T95,T95,Scott Langley,95,"3' 7""",380.917,107,21
101,T95,T95,Spencer Levin,59,"3' 7""",262.25,74,55
102,T95,T95,Phil Mickelson,71,"3' 7""",320.75,90,20
103,T95,T95,Seung-Yul Noh,92,"3' 7""",360.417,101,45
104,T95,T95,Josh Teater,90,"3' 7""",395.833,111,102
105,T95,T95,Bo Van Pelt,83,"3' 7""",330.75,93,101
106,T107,T107,Jason Dufner,57,"3' 8""",252.75,69,166
107,T107,T107,Rickie Fowler,91,"3' 8""",421.083,114,17
108,T107,T107,Chesson Hadley,84,"3' 8""",437.417,118,153
109,T107,T107,James Hahn,82,"3' 8""",406.167,111,145
110,T107,T107,Davis Love III,74,"3' 8""",410.25,111,140
111,T107,T107,D.A. Points,75,"3' 8""",302.5,83,156
112,T107,T107,John Senden,99,"3' 8""",433.917,119,49
113,T107,T107,Scott Stallings,77,"3' 8""",463.417,125,154
114,T107,T107,Shawn Stefani,60,"3' 8""",317.33299999999997,87,67
115,T116,T116,Woody Austin,63,"3' 9""",374.5,99,146
116,T116,T116,Stewart Cink,91,"3' 9""",486.417,129,142
117,T116,T116,Graham DeLaet,80,"3' 9""",339.75,91,85
118,T116,T116,Freddie Jacobson,91,"3' 9""",491.75,130,28
119,T116,T116,D.H. Lee,54,"3' 9""",271.08299999999997,72,86
120,T116,T116,Rory McIlroy,66,"3' 9""",300.41700000000003,81,88
121,T116,T116,Michael Putnam,106,"3' 9""",566.25,151,122
122,T116,T116,Heath Slocum,71,"3' 9""",303.25,80,24
123,T116,T116,Brendan Steele,89,"3' 9""",402.417,107,67
124,T116,T116,Andrew Svoboda,77,"3' 9""",362.833,96,77
125,T126,T126,Paul Casey,56,"3' 10""",321.33299999999997,84,128
126,T126,T126,Derek Ernst,80,"3' 10""",420.167,109,173
127,T126,T126,Tommy Gainey,73,"3' 10""",387.083,101,174
128,T126,T126,Justin Hicks,103,"3' 10""",431.25,113,146
129,T126,T126,Charley Hoffman,93,"3' 10""",470.75,123,64
130,T126,T126,Ryo Ishikawa,75,"3' 10""",367.333,96,152
131,T126,T126,Richard Lee,80,"3' 10""",390.417,101,32
132,T126,T126,Jamie Lovemark,64,"3' 10""",299.83299999999997,78,129
133,T126,T126,Graeme McDowell,66,"3' 10""",255.0,67,39
134,T126,T126,John Merrick,87,"3' 10""",471.333,122,175
135,T126,T126,Carl Pettersson,91,"3' 10""",502.333,132,113
136,T126,T126,Jim Renner,61,"3' 10""",342.417,90,177
137,T126,T126,Adam Scott,68,"3' 10""",315.25,83,37
138,T126,T126,Brandt Snedeker,89,"3' 10""",366.5,96,66
139,T126,T126,David Toms,64,"3' 10""",297.83299999999997,78,23
140,T126,T126,Jimmy Walker,98,"3' 10""",385.083,100,91
141,T142,T142,Aaron Baddeley,74,"3' 11""",361.083,92,47
142,T142,T142,Jonas Blixt,64,"3' 11""",261.41700000000003,67,84
143,T142,T142,Steven Bowditch,93,"3' 11""",496.25,126,120
144,T142,T142,Kevin Chappell,100,"3' 11""",618.1669999999999,157,114
145,T142,T142,Ken Duke,80,"3' 11""",435.0,112,109
146,T142,T142,Brice Garnett,92,"3' 11""",463.75,118,62
147,T142,T142,David Lingmerth,80,"3' 11""",489.5,126,151
148,T142,T142,Wes Roach,67,"3' 11""",347.833,88,103
149,T142,T142,Michael Thompson,74,"3' 11""",325.58299999999997,83,90
150,T151,T151,Stuart Appleby,92,"4' 0""",494.167,124,34
151,T151,T151,David Hearn,97,"4' 0""",444.25,110,35
152,T151,T151,Billy Horschel,92,"4' 0""",356.667,90,144
153,T151,T151,Martin Laird,66,"4' 0""",340.0,85,157
154,T151,T151,Marc Leishman,81,"4' 0""",510.667,127,115
155,T151,T151,Louis Oosthuizen,50,"4' 0""",214.917,54,172
156,T151,T151,Ryan Palmer,85,"4' 0""",453.5,114,95
157,T151,T151,Andres Romero,81,"4' 0""",475.667,119,52
158,T151,T151,Rory Sabbatini,82,"4' 0""",388.833,97,142
159,T151,T151,Brian Stuard,91,"4' 0""",531.0,134,41
160,T161,T161,Morgan Hoffmann,103,"4' 1""",580.1669999999999,142,106
161,T161,T161,John Huh,87,"4' 1""",451.25,111,107
162,T161,T161,Trevor Immelman,84,"4' 1""",339.833,84,150
163,T161,T161,Dustin Johnson,58,"4' 1""",288.16700000000003,70,57
164,T161,T161,Mark Wilson,69,"4' 1""",348.5,86,138
165,T166,T166,Ángel Cabrera,69,"4' 2""",479.583,114,161
166,T166,T166,Martin Kaymer,65,"4' 2""",350.75,85,158
167,T166,T166,Brooks Koepka,56,"4' 2""",289.41700000000003,70,108
168,T166,T166,Danny Lee,84,"4' 2""",488.75,118,105
169,T166,T166,Ryan Moore,86,"4' 2""",449.083,107,103
170,T171,T171,Will MacKenzie,82,"4' 3""",546.5,129,134
171,T171,T171,Kyle Stanley,87,"4' 3""",551.9169999999999,131,167
172,173,173,Russell Knox,92,"4' 4""",555.8330000000001,128,8
173,174,174,Hideki Matsuyama,82,"4' 6""",526.1669999999999,118,41
174,T175,T175,Robert Allenby,83,"4' 7""",451.583,98,52
175,T175,T175,Russell Henley,92,"4' 7""",520.3330000000001,113,170
176,177,177,Hudson Swafford,75,"4' 9""",379.75,80,169
