,Proximity_to_Hole_from__10_yards_RANK THIS WEEK,Proximity_to_Hole_from__10_yards_RANK LAST WEEK,Proximity_to_Hole_from__10_yards_PLAYER NAME,Proximity_to_Hole_from__10_yards_ROUNDS,Proximity_to_Hole_from__10_yards_AVG DTP,Proximity_to_Hole_from__10_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from__10_yards_# OF SHOTS,Proximity_to_Hole_from__10_yards_SCRAMBLING RANK
0,1,1,Jerry Kelly,80,"2' 6""",237.083,96,16
1,2,2,Chris Stroud,88,"2' 7""",305.75,117,18
2,T3,T3,J.J. Henry,91,"2' 8""",231.333,87,121
3,T3,T3,Troy Matteson,62,"2' 8""",210.75,79,168
4,T5,T5,Ben Curtis,77,"2' 9""",242.75,89,126
5,T5,T5,Charles Howell III,106,"2' 9""",398.333,144,30
6,T5,T5,Camilo Villegas,95,"2' 9""",314.66700000000003,115,125
7,T8,T8,Robert Garrigus,80,"2' 10""",355.667,125,116
8,T8,T8,Kevin Kisner,85,"2' 10""",301.08299999999997,105,122
9,T8,T8,Kevin Stadler,90,"2' 10""",252.333,88,159
10,T8,T8,Daniel Summerhays,98,"2' 10""",350.833,123,96
11,T8,T8,Tyrone Van Aswegen,79,"2' 10""",262.58299999999997,93,94
12,T13,T13,Brad Fritsch,50,"2' 11""",159.417,55,54
13,T13,T13,Brian Gay,81,"2' 11""",324.5,110,3
14,T13,T13,Zach Johnson,97,"2' 11""",384.583,133,36
15,T13,T13,William McGirt,96,"2' 11""",387.417,131,79
16,T13,T13,Kevin Na,94,"2' 11""",365.583,127,4
17,T13,T13,Ian Poulter,57,"2' 11""",210.417,72,98
18,T19,T19,Bud Cauley,56,"3' 0""",203.917,68,57
19,T19,T19,Bronson La'Cassie,51,"3' 0""",160.583,53,48
20,T19,T19,Kevin Tway,64,"3' 0""",158.917,53,162
21,T19,T19,Nick Watney,80,"3' 0""",275.83299999999997,93,132
22,T19,T19,Charlie Wi,72,"3' 0""",293.25,97,15
23,T24,T24,Jason Bohn,81,"3' 1""",361.0,117,131
24,T24,T24,Keegan Bradley,89,"3' 1""",353.417,116,14
25,T24,T24,Jason Day,54,"3' 1""",171.833,56,5
26,T24,T24,Ernie Els,85,"3' 1""",321.0,103,26
27,T24,T24,Andrew Loupe,65,"3' 1""",253.333,83,139
28,T24,T24,George McNeill,79,"3' 1""",342.417,110,97
29,T24,T24,Geoff Ogilvy,84,"3' 1""",334.667,109,137
30,T24,T24,Patrick Reed,92,"3' 1""",290.41700000000003,95,69
31,T24,T24,Justin Rose,70,"3' 1""",301.16700000000003,97,31
32,T24,T24,Jordan Spieth,102,"3' 1""",450.583,148,13
33,T24,T24,Willy Wilcox,51,"3' 1""",211.833,69,81
34,T35,T35,Charlie Beljan,76,"3' 2""",325.83299999999997,103,162
35,T35,T35,Chad Campbell,57,"3' 2""",167.167,53,51
36,T35,T35,Luke Donald,57,"3' 2""",210.167,66,38
37,T35,T35,Martin Flores,85,"3' 2""",298.25,94,111
38,T35,T35,J.B. Holmes,86,"3' 2""",444.167,139,89
39,T35,T35,Charl Schwartzel,64,"3' 2""",257.58299999999997,82,21
40,T35,T35,Henrik Stenson,56,"3' 2""",177.083,56,171
41,T35,T35,Jhonattan Vegas,77,"3' 2""",310.75,98,72
42,T35,T35,Johnson Wagner,69,"3' 2""",283.75,89,92
43,T35,T35,Boo Weekley,73,"3' 2""",257.25,81,160
44,T45,T45,Briny Baird,50,"3' 3""",201.083,62,118
45,T45,T45,Scott Brown,100,"3' 3""",438.917,136,86
46,T45,T45,Jonathan Byrd,76,"3' 3""",351.667,108,99
47,T45,T45,Roberto Castro,76,"3' 3""",367.417,113,136
48,T45,T45,Brendon de Jonge,109,"3' 3""",505.25,156,117
49,T45,T45,Jim Furyk,84,"3' 3""",324.91700000000003,100,1
50,T45,T45,Retief Goosen,94,"3' 3""",381.167,118,33
51,T45,T45,Brian Harman,111,"3' 3""",560.6669999999999,174,60
52,T45,T45,Matt Jones,83,"3' 3""",333.917,104,133
53,T45,T45,Chris Kirk,105,"3' 3""",446.25,138,9
54,T45,T45,Jeff Overton,80,"3' 3""",354.417,108,39
55,T45,T45,Mike Weir,69,"3' 3""",260.0,80,56
56,T45,T45,Gary Woodland,93,"3' 3""",376.417,116,50
57,T58,T58,Matt Every,85,"3' 4""",374.083,111,82
58,T58,T58,Gonzalo Fernandez-Castaño,83,"3' 4""",388.5,116,100
59,T58,T58,Jim Herman,62,"3' 4""",280.41700000000003,84,149
60,T58,T58,John Peterson,62,"3' 4""",389.5,118,134
61,T58,T58,Kevin Streelman,79,"3' 4""",328.333,99,155
62,T58,T58,Brendon Todd,108,"3' 4""",501.5,152,7
63,T58,T58,Bubba Watson,76,"3' 4""",292.5,87,74
64,T58,T58,Lee Westwood,57,"3' 4""",240.667,72,127
65,T58,T58,Tim Wilkinson,86,"3' 4""",367.583,110,10
66,T67,T67,Greg Chalmers,85,"3' 5""",376.333,110,65
67,T67,T67,K.J. Choi,80,"3' 5""",358.417,104,119
68,T67,T67,Tim Clark,75,"3' 5""",293.91700000000003,86,70
69,T67,T67,Chad Collins,78,"3' 5""",285.66700000000003,84,60
