,Last_5_Events_-_Scoring_RANK THIS WEEK,Last_5_Events_-_Scoring_RANK LAST WEEK,Last_5_Events_-_Scoring_PLAYER NAME,Last_5_Events_-_Scoring_EVENTS,Last_5_Events_-_Scoring_RATING
0,1,1,Craig Stadler,1,9.4
1,2,T2,Dean Wilson,1,9.2
2,T3,4,Tommy Armour III,2,9.1
3,T3,T2,Vijay Singh,4,9.1
4,T5,T5,Matt Gogel,3,9.0
5,T5,T20,Davis Love III,3,9.0
6,T5,T5,Shigeki Maruyama,4,9.0
7,T8,T7,Michael Clark II,2,8.9
8,T8,T7,Frank Lickliter II,2,8.9
9,T10,T9,Stuart Appleby,5,8.8
10,T10,T9,Michael Bradley,1,8.8
11,T10,T9,Chris Downes,1,8.8
12,T10,T9,Mathias Grönberg,1,8.8
13,T10,T9,Paul Lawrie,2,8.8
14,T10,T9,John Morgan,1,8.8
15,T10,T9,Greg Norman,1,8.8
16,T17,T16,Dudley Hart,1,8.7
17,T17,T16,Geoff Ogilvy,4,8.7
18,T17,T16,Paul Stankowski,3,8.7
19,T20,T20,Jeff Brehaut,4,8.6
20,T20,T20,Barry Cheesman,1,8.6
21,T20,T20,Russ Cochran,2,8.6
22,T20,T20,Fred Couples,3,8.6
23,T20,T20,Retief Goosen,5,8.6
24,T20,T20,Per-Ulrik Johansson,1,8.6
25,T20,T20,Kent Jones,4,8.6
26,T20,T20,Jonathan Kaye,4,8.6
27,T20,T20,Scott McCarron,3,8.6
28,T20,T16,Tiger Woods,4,8.6
29,T30,T30,Robert Allenby,4,8.5
30,T30,T30,Cameron Beckman,3,8.5
31,T30,T30,Mark Calcavecchia,2,8.5
32,T30,T30,Paul Casey,2,8.5
33,T30,T30,James McLean,1,8.5
34,T30,T30,Brenden Pappas,4,8.5
35,T30,T30,Chris Smith,2,8.5
36,T30,T30,Kevin Sutherland,3,8.5
37,T38,T38,Tim Clark,4,8.4
38,T38,T38,Marco Dawson,1,8.4
