,Last_15_Events_-_Power_RANK THIS WEEK,Last_15_Events_-_Power_RANK LAST WEEK,Last_15_Events_-_Power_PLAYER NAME,Last_15_Events_-_Power_EVENTS,Last_15_Events_-_Power_RATING
0,1,1,Hank Kuehne,8,10.0
1,2,2,John Daly,3,9.9
2,T3,T3,Ricky Barnes,1,9.8
3,T3,T3,Nick Watney,1,9.8
4,5,5,Darren Clarke,8,9.4
5,T6,T6,Barry Cheesman,1,9.3
6,T6,T6,Tag Ridings,1,9.3
7,T6,T6,Vijay Singh,11,9.3
8,T9,T9,James McLean,4,9.2
9,T9,T9,Phil Mickelson,8,9.2
10,T11,T12,"Joe Acosta, Jr.",1,9.1
11,T11,T9,Davis Love III,9,9.1
12,T11,T12,Brenden Pappas,7,9.1
13,T14,T14,Ernie Els,9,9.0
14,T14,T14,Deane Pappas,8,9.0
15,T14,T14,Ty Tryon,3,9.0
16,T17,T17,Chris Downes,1,8.9
17,T17,T17,"Jim Gallagher, Jr.",2,8.9
18,T17,T17,Sergio Garcia,4,8.9
19,T17,T17,Charles Warren,1,8.9
20,T17,T21,Tiger Woods,10,8.9
21,T22,T21,Todd Barranger,2,8.8
22,T22,T21,Mathew Goggin,7,8.8
23,T22,T21,Retief Goosen,9,8.8
24,T22,T21,Jon Mills,1,8.8
25,T22,T21,Tyler Swanson,1,8.8
26,T27,T27,Woody Austin,6,8.7
27,T27,T27,Jason Caron,2,8.7
28,T27,T27,Jason Gore,6,8.7
29,T27,T27,Adam Scott,8,8.7
30,T31,T31,Carlos Franco,7,8.6
31,T31,T31,Derek Gillespie,1,8.6
32,T31,T31,Mathias Grönberg,1,8.6
33,T31,T31,Mark Hensby,1,8.6
34,T31,T31,Dennis Paulson,9,8.6
35,T36,T36,Mike Heinen,8,8.5
36,T36,T36,Andrew Magee,11,8.5
37,T36,T36,Kenny Perry,10,8.5
38,T39,T39,Harrison Frazar,9,8.4
39,T39,T39,Raphael Jacquelin,1,8.4
40,T39,T39,Geoff Ogilvy,6,8.4
41,T39,T39,Rory Sabbatini,10,8.4
42,T39,T39,Patrick Sheehan,8,8.4
43,T44,T44,Stuart Appleby,9,8.3
44,T44,T44,Jonathan Byrd,12,8.3
