,PGA_Championship_Points_RANK THIS WEEK,PGA_Championship_Points_RANK LAST WEEK,PGA_Championship_Points_PLAYER NAME,PGA_Championship_Points_EVENTS,PGA_Championship_Points_POINTS
0,1,1,Tiger Woods,6,2819600
1,2,2,Vijay Singh,8,1844583
2,3,3,Charles Howell III,9,1714092
3,4,4,Fred Funk,9,1329543
4,5,5,David Toms,8,1302363
5,6,6,Rich Beem,7,1294644
6,7,7,Robert Allenby,10,1294068
7,8,8,Craig Parry,7,1229374
8,9,9,Chris Riley,8,1175292
9,10,10,John Rollins,11,1146591
10,11,11,Jeff Sluman,9,971306
11,12,12,Phil Tataurangi,6,968736
12,13,13,Loren Roberts,8,947712
13,14,14,Jonathan Byrd,9,934330
14,15,15,Retief Goosen,5,860150
15,16,16,Justin Leonard,7,838500
16,17,17,Dan Forsman,8,838333
17,18,18,Chris DiMarco,9,835867
18,19,19,K.J. Choi,7,813935
19,20,20,Jim Furyk,8,806258
20,21,21,Steve Lowery,7,801914
21,22,22,Stuart Appleby,8,736529
22,23,23,Bob Burns,9,733260
23,24,24,Luke Donald,10,696725
24,25,25,Gene Sauers,8,692000
25,26,26,Phil Mickelson,6,644639
26,27,27,Steve Flesch,10,596583
27,28,28,Billy Andrade,10,585397
28,29,29,Brian Gay,11,551120
29,30,30,Jerry Kelly,8,517289
30,31,31,Davis Love III,6,509651
31,32,32,John Huston,7,501972
32,33,33,Scott Hoch,6,497400
33,34,34,Bob Estes,8,484900
34,35,35,Scott McCarron,10,441976
35,36,36,Glen Day,9,440084
36,37,37,Rocco Mediate,7,437743
37,38,38,Joel Edwards,10,436318
38,39,39,Jonathan Kaye,9,428401
39,40,40,Hidemichi Tanaka,10,414786
40,41,41,Esteban Toledo,9,410238
41,42,42,Neal Lancaster,8,409824
42,43,43,Brandt Jobe,7,397011
43,44,44,Sergio Garcia,4,377214
44,45,45,Kenny Perry,7,375559
45,46,46,Carlos Franco,10,370099
46,47,47,Geoff Ogilvy,8,344254
47,48,48,Tim Herron,9,342490
