,PGA_Championship_Points_RANK THIS WEEK,PGA_Championship_Points_RANK LAST WEEK,PGA_Championship_Points_PLAYER NAME,PGA_Championship_Points_EVENTS,PGA_Championship_Points_POINTS
48,49,49,Bob Tway,9,338904
49,50,50,Tim Clark,10,338860
50,51,51,J.J. Henry,10,335662
51,52,52,Shaun Micheel,11,335627
52,53,53,Stewart Cink,8,329081
53,54,54,Garrett Willis,9,328189
54,55,55,Craig Barlow,9,327370
55,56,56,Jay Williamson,11,310010
56,57,57,Rod Pampling,8,310005
57,58,58,David Duval,7,306087
58,59,59,Deane Pappas,12,304940
59,60,60,Pat Perez,9,301385
60,61,61,Tom Pernice Jr.,10,298203
61,62,62,Lee Janzen,10,292683
62,63,63,Chris Smith,8,292504
63,64,64,Olin Browne,10,286182
64,65,65,Peter Lonard,7,284711
65,66,66,Mark Brooks,12,273703
66,67,67,Fred Couples,4,268664
67,68,68,Ben Crane,9,268098
68,69,69,Mark O'Meara,8,265536
69,70,70,Tom Byrum,9,263285
70,71,71,J.L. Lewis,10,262330
71,72,72,Mark Calcavecchia,5,257525
72,73,73,David Peoples,10,257231
73,74,74,Len Mattiace,10,252696
74,75,75,Ernie Els,4,250875
75,76,76,Greg Chalmers,8,250800
76,77,77,John Senden,9,249963
77,78,78,John Cook,8,248945
78,79,79,Harrison Frazar,7,240198
79,80,80,Paul Gow,12,238407
80,81,81,Joey Sindelar,10,236226
81,82,82,Rory Sabbatini,8,234437
82,83,83,Kirk Triplett,6,231554
83,84,84,Notah Begay III,9,231312
84,85,85,Ian Leggatt,10,226901
85,86,86,Brad Elder,10,226428
86,87,87,Chad Campbell,11,224315
87,88,88,Brent Geiberger,9,220947
88,89,89,Brad Faxon,7,213199
89,90,90,Mike Weir,8,212996
90,91,91,Jeff Brehaut,12,212095
91,92,92,José Coceres,7,204667
92,93,93,Billy Mayfair,9,201664
93,94,94,Paul Stankowski,9,201324
94,95,95,Steve Allan,11,201188
95,96,96,Nick Price,4,197250
96,97,97,Shigeki Maruyama,5,196450
97,98,98,Kent Jones,11,195361
98,99,99,Kevin Sutherland,8,192329
99,100,100,Kenneth Staton,12,186803
100,101,101,Matt Kuchar,10,185640
101,102,102,Tom Scherrer,11,184974
102,103,103,Paul Azinger,6,179588
103,104,104,José María Olazábal,6,172450
104,105,105,Matt Peterson,11,168066
105,106,106,John Riegger,10,163701
106,107,107,Scott Verplank,8,162667
107,108,108,Grant Waite,11,160664
108,109,109,Tim Petrovic,9,159695
109,110,110,Per-Ulrik Johansson,10,158670
110,111,111,Matt Gogel,10,153901
111,112,112,Woody Austin,12,153282
112,113,113,Frank Lickliter II,9,150153
113,114,114,Corey Pavin,6,147153
114,115,115,Donnie Hammond,6,147038
115,116,116,David Gossett,8,139875
116,117,117,Michael Clark II,10,137389
117,118,118,Robert Gamez,9,135548
118,119,119,David Morland IV,10,135142
119,120,120,Michael Long,11,134290
120,121,121,Pat Bates,7,133566
121,122,122,Bernhard Langer,4,132122
122,123,123,Robin Freeman,10,128397
123,124,124,Frank Nobilo,9,126865
124,125,125,Tommy Tolles,9,123761
125,126,126,Stephen Ames,7,118677
126,127,127,Robert Damron,6,117298
127,128,128,Jeff Gove,12,116055
128,129,129,Tom Lehman,5,115622
129,130,130,Jay Haas,7,114683
130,131,131,John Morse,6,114400
131,132,132,Paul Goydos,9,113109
132,133,133,Glen Hnatiuk,8,112482
133,134,134,Peter Jacobsen,6,111571
134,135,135,Spike McRoy,10,111060
135,T136,T136,Pierre Fulke,2,110714
136,T136,T136,Ricardo Gonzalez,2,110714
137,138,138,Joe Durant,7,108045
138,139,139,Dennis Paulson,10,107631
139,140,140,Brian Bateman,12,105491
140,141,141,Craig Perks,8,105143
141,142,142,Heath Slocum,10,104463
142,143,143,Bart Bryant,9,103098
143,144,144,Brandel Chamblee,11,101893
144,145,145,Jay Don Blake,12,101706
145,146,146,Duffy Waldorf,7,98948
146,147,147,Dudley Hart,7,98000
147,148,148,Scott Dunlap,10,96977
148,149,149,Darren Clarke,4,94500
149,150,150,Guy Boros,5,82852
150,151,151,Kelly Gibson,6,82663
151,152,152,Tripp Isenhour,9,81560
152,153,153,Cameron Beckman,8,78539
153,154,154,Mathew Goggin,8,78146
154,155,155,Blaine McCallister,10,76439
155,156,156,Tommy Armour III,9,76210
156,157,157,Mike Heinen,7,73906
157,158,158,Brian Henninger,8,73075
158,159,159,Stephen Gangluff,12,72768
159,160,160,Briny Baird,10,72107
160,161,161,Padraig Harrington,3,72000
161,162,162,Brett Quigley,10,71703
162,163,163,Jason Hill,9,69751
163,164,164,"David Berganio, Jr.",9,68646
164,165,165,Craig Stadler,2,66000
165,166,166,Brett Wetterich,11,63789
166,167,167,John Daly,5,63383
167,168,168,Steve Elkington,5,63120
168,169,169,Hal Sutton,6,62294
169,170,170,Gabriel Hjertstedt,8,61346
170,171,171,Jim McGovern,6,60645
171,172,172,David Frost,10,59090
172,173,173,J.P. Hayes,5,57580
173,174,174,Mike Standly,6,54560
174,175,175,Dicky Pride,8,52639
175,176,176,Bob May,10,52331
176,177,177,Andrew Magee,8,52048
177,178,178,Brenden Pappas,9,50687
178,179,179,Bo Van Pelt,11,50402
179,180,180,Paul Claxton,11,49830
180,181,181,Skip Kendall,9,48323
181,182,182,Jesper Parnevik,6,45605
182,T183,T183,Michael Campbell,3,44250
183,T183,T183,Justin Rose,3,44250
184,T183,T183,Adam Scott,2,44250
185,186,186,Mike Sposa,11,43727
186,187,187,Jeff Maggert,8,43119
187,188,188,Bob Heintz,10,42900
188,189,189,Brad Lardon,7,42268
189,190,190,Steve Jones,5,40478
190,191,191,Pete Jordan,10,40407
191,192,192,Greg Kraft,11,40051
192,193,193,Boo Weekley,10,38510
193,194,194,Lee Porter,12,38053
194,195,195,Eduardo Herrera,10,37215
195,196,196,Edward Fryatt,11,36937
196,197,197,Mike Springer,6,36203
197,198,198,Jim Carter,8,36054
198,199,199,Bryce Molder,9,33718
199,200,200,Kaname Yokoo,9,32280
200,201,201,Graeme McDowell,3,31910
201,202,202,Franklin Langham,11,30533
202,203,203,Russ Cochran,8,28162
203,T204,T204,Tom Kite,1,27913
204,T204,T204,D.A. Weibring,3,27913
205,206,206,Jerry Smith,10,26029
206,207,207,Dave Barr,4,24132
207,208,208,Ken Duke,2,23163
208,209,209,Bradley Hughes,9,23142
209,210,210,Miguel Angel Jiménez,3,23016
210,211,211,Dave Rummells,3,22750
211,212,212,Carl Paulson,9,19719
212,213,213,Willie Wood,6,19553
213,214,214,Brian Watts,4,19239
214,215,215,David Edwards,5,18111
215,216,216,Jess Daley,10,17578
216,217,217,Hank Kuehne,2,17300
217,218,218,Soren Hansen,3,17000
218,219,219,"Jim Gallagher, Jr.",8,16775
219,T220,T220,Derek Gillespie,2,16000
220,T220,T220,Mario Tiziani,1,16000
221,T220,T220,Richard Zokol,4,16000
222,T223,T223,Ángel Cabrera,3,13120
223,T223,T223,Tom Watson,1,13120
224,225,225,Stan Utley,5,13024
225,226,226,Chip Sullivan,1,12966
226,227,227,Jeff Gallagher,6,12891
227,228,228,Gary Nicklaus,7,12826
228,229,229,Scott Gump,5,12750
229,230,230,Michael Bradley,3,12070
230,T231,T231,Toshi Izawa,2,11743
231,T231,T231,Greg Norman,2,11743
232,233,233,Nick Faldo,1,11200
233,234,234,Don Berry,1,10750
234,235,235,Dave Tentis,1,10500
235,236,236,Thomas Levet,1,10200
236,237,237,Aaron Baddeley,2,9600
237,238,238,Todd Doohan,1,8920
238,239,239,Steve Scott,2,8680
239,240,240,Ty Tryon,2,8620
240,241,241,Joe Ogilvie,9,8140
241,242,242,Dave Christensen,1,8080
242,243,243,Jay Delsing,1,7990
243,244,244,Curtis Strange,4,7807
244,245,245,Jerry Pate,1,7696
245,246,246,Dean Wilson,2,7630
246,247,247,Iain Steel,1,7560
247,T248,T248,Richie Coughlan,1,7331
248,T248,T248,Tom Gillis,1,7331
249,250,250,Fred Wadsworth,7,7252
250,251,251,Steve Pate,6,6840
251,252,252,Mark Wurtz,2,6660
252,253,253,Michael Muehr,2,6450
253,254,254,Mike Hulbert,4,6402
254,255,255,Peter O'Malley,3,6300
255,256,256,Stu Ingraham,1,6270
256,257,257,Brad Bryant,3,5963
257,258,258,Scott Simpson,8,5746
258,259,259,Larry Rinker,2,4628
