,First_Tee_Early_Round_2_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Round_2_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Round_2_Scoring_Average_PLAYER NAME,First_Tee_Early_Round_2_Scoring_Average_AVG,First_Tee_Early_Round_2_Scoring_Average_TOTAL STROKES,First_Tee_Early_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Jamie Lovemark,68.0,272,4
1,2,2,Rory McIlroy,68.5,137,2
2,3,3,Dustin Johnson,68.75,275,4
3,T4,T4,Chad Campbell,69.0,138,2
4,T4,T4,Kevin Chappell,69.0,345,5
5,T6,T6,Russell Knox,69.14,484,7
6,T6,T6,Michael Thompson,69.14,484,7
7,8,8,Erik Compton,69.2,346,5
8,T9,T9,Justin Rose,69.25,277,4
9,T9,T9,Bo Van Pelt,69.25,554,8
10,11,11,Aaron Baddeley,69.29,485,7
11,12,12,Jason Kokrak,69.33,416,6
12,13,13,Camilo Villegas,69.38,902,13
13,14,14,K.J. Choi,69.4,347,5
14,T15,T15,Brad Fritsch,69.5,278,4
15,T15,T15,Jim Furyk,69.5,139,2
16,T15,T15,Sergio Garcia,69.5,278,4
17,T15,T15,Retief Goosen,69.5,556,8
18,T15,T15,Josh Teater,69.5,556,8
19,20,20,Justin Leonard,69.6,348,5
20,T21,T21,Jason Bohn,69.67,418,6
21,T21,T21,Brooks Koepka,69.67,209,3
22,23,23,Ben Crane,69.86,489,7
23,24,24,Marc Leishman,69.88,559,8
24,25,25,Matt Jones,69.9,699,10
25,T26,T26,Bud Cauley,70.0,350,5
26,T26,T26,Ken Duke,70.0,560,8
27,T26,T26,Brian Harman,70.0,350,5
28,T26,T26,Martin Kaymer,70.0,210,3
29,T26,T26,Brandt Snedeker,70.0,210,3
30,T26,T26,Jordan Spieth,70.0,70,1
31,T26,T26,Kevin Stadler,70.0,770,11
32,T26,T26,Daniel Summerhays,70.0,630,9
33,T26,T26,Bubba Watson,70.0,280,4
34,T26,T26,Mike Weir,70.0,210,3
35,T26,T26,Charlie Wi,70.0,280,4
36,37,37,Ryan Palmer,70.11,631,9
37,38,38,Brendon Todd,70.13,561,8
38,T39,T39,Harris English,70.17,421,6
39,T39,T39,Bronson La'Cassie,70.17,421,6
40,T39,T39,Andrew Loupe,70.17,421,6
41,T42,T42,Jim Herman,70.25,281,4
42,T42,T42,Patrick Reed,70.25,281,4
43,44,44,Seung-Yul Noh,70.29,492,7
44,45,45,Chesson Hadley,70.3,703,10
45,T46,T46,Steven Bowditch,70.33,633,9
46,T46,T46,Paul Casey,70.33,211,3
47,T46,T46,Billy Hurley III,70.33,422,6
48,T46,T46,Phil Mickelson,70.33,422,6
49,T46,T46,Sean O'Hair,70.33,211,3
50,T46,T46,Jimmy Walker,70.33,211,3
51,T52,T52,Stewart Cink,70.43,493,7
52,T52,T52,Cameron Tringale,70.43,493,7
53,T54,T54,Brendon de Jonge,70.5,564,8
54,T54,T54,Matt Every,70.5,564,8
55,T54,T54,Andres Romero,70.5,282,4
56,T54,T54,Henrik Stenson,70.5,141,2
57,T58,T58,Bill Haas,70.56,635,9
58,T58,T58,George McNeill,70.56,635,9
59,T58,T58,Gary Woodland,70.56,635,9
60,T61,T61,Kevin Kisner,70.57,494,7
61,T61,T61,Carl Pettersson,70.57,494,7
62,63,63,Brian Gay,70.6,353,5
63,64,64,Kevin Na,70.63,565,8
64,65,65,Ricky Barnes,70.67,636,9
65,66,66,Brendan Steele,70.7,707,10
66,67,67,Jerry Kelly,70.71,495,7
67,68,68,Danny Lee,70.73,778,11
68,T69,T69,Ángel Cabrera,70.75,283,4
69,T69,T69,Martin Flores,70.75,566,8
70,T71,T71,Greg Chalmers,70.8,354,5
71,T71,T71,Vijay Singh,70.8,708,10
72,T71,T71,Mark Wilson,70.8,354,5
73,74,74,Stuart Appleby,70.83,425,6
74,T75,T75,Chris Kirk,70.9,709,10
75,T75,T75,Will MacKenzie,70.9,709,10
76,T75,T75,Heath Slocum,70.9,709,10
77,T75,T75,Kevin Streelman,70.9,709,10
78,79,79,David Hearn,70.91,780,11
79,80,80,Scott Brown,70.92,922,13
80,T81,T81,Chad Collins,71.0,497,7
81,T81,T81,Luke Donald,71.0,284,4
82,T81,T81,Matt Kuchar,71.0,71,1
83,T81,T81,Scott Langley,71.0,355,5
84,T81,T81,John Rollins,71.0,497,7
85,T81,T81,Charl Schwartzel,71.0,284,4
86,T81,T81,John Senden,71.0,426,6
87,T81,T81,Brian Stuard,71.0,568,8
88,T81,T81,David Toms,71.0,284,4
89,90,90,John Merrick,71.13,569,8
90,91,91,Luke Guthrie,71.14,498,7
91,T92,T92,Ben Curtis,71.17,427,6
92,T92,T92,Morgan Hoffmann,71.17,427,6
93,94,94,Tim Wilkinson,71.2,356,5
94,T95,T95,Lucas Glover,71.25,570,8
95,T95,T95,Michael Putnam,71.25,285,4
96,97,97,Tim Clark,71.29,499,7
97,T98,T98,Jonas Blixt,71.33,642,9
98,T98,T98,Freddie Jacobson,71.33,428,6
99,T98,T98,William McGirt,71.33,214,3
100,T98,T98,Shawn Stefani,71.33,428,6
101,T98,T98,Jhonattan Vegas,71.33,428,6
102,103,103,Jeff Overton,71.38,571,8
103,T104,T104,Charlie Beljan,71.4,357,5
104,T104,T104,Brian Davis,71.4,714,10
105,T104,T104,Troy Merritt,71.4,357,5
106,T104,T104,Kevin Tway,71.4,357,5
107,108,108,Geoff Ogilvy,71.42,857,12
108,T109,T109,Briny Baird,71.5,286,4
109,T109,T109,Ernie Els,71.5,429,6
110,T109,T109,Robert Garrigus,71.5,572,8
111,T109,T109,Justin Hicks,71.5,572,8
112,T109,T109,D.H. Lee,71.5,572,8
113,T109,T109,Bryce Molder,71.5,286,4
114,T109,T109,Adam Scott,71.5,143,2
115,116,116,John Huh,71.57,501,7
116,T117,T117,Woody Austin,71.67,430,6
117,T117,T117,Jason Dufner,71.67,215,3
118,T117,T117,Billy Horschel,71.67,430,6
119,T120,T120,Martin Laird,71.71,502,7
120,T120,T120,"Ted Potter, Jr.",71.71,502,7
121,122,122,Charley Hoffman,71.73,789,11
