,Early_Round_1_Scoring_Average_RANK THIS WEEK,Early_Round_1_Scoring_Average_RANK LAST WEEK,Early_Round_1_Scoring_Average_PLAYER NAME,Early_Round_1_Scoring_Average_AVG,Early_Round_1_Scoring_Average_TOTAL STROKES,Early_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Keegan Bradley,68.0,884,13
1,2,2,Ryan Moore,68.5,822,12
2,3,3,Chris Kirk,68.79,963,14
3,4,4,Charles Howell III,68.81,1101,16
4,5,5,Michael Thompson,68.9,689,10
5,6,6,Zach Johnson,69.09,760,11
6,7,7,Dustin Johnson,69.11,622,9
7,T8,T8,Martin Laird,69.13,553,8
8,T8,T8,Adam Scott,69.13,553,8
9,10,10,Tim Wilkinson,69.3,693,10
10,11,11,Jonathan Byrd,69.36,971,14
11,12,12,Russell Knox,69.46,903,13
12,T13,T13,Retief Goosen,69.5,834,12
13,T13,T13,Jeff Overton,69.5,695,10
14,15,15,Michael Putnam,69.56,1113,16
15,16,16,Sergio Garcia,69.6,348,5
16,17,17,Brice Garnett,69.62,905,13
17,18,18,Jason Day,69.67,627,9
18,19,19,Andrew Svoboda,69.69,906,13
19,20,20,Rory McIlroy,69.7,697,10
20,21,21,Rory Sabbatini,69.73,1046,15
21,22,22,Erik Compton,69.8,1047,15
22,23,23,Bud Cauley,69.86,489,7
23,24,24,Brooks Koepka,69.88,559,8
24,25,25,Jim Furyk,69.9,699,10
25,26,26,Heath Slocum,69.91,769,11
26,27,27,Hudson Swafford,69.92,839,12
27,28,28,Scott Brown,69.93,1049,15
28,29,29,Scott Langley,70.0,1120,16
29,30,30,Hunter Mahan,70.07,1051,15
30,T31,T31,Sangmoon Bae,70.08,911,13
31,T31,T31,Ben Curtis,70.08,911,13
32,33,33,Charley Hoffman,70.11,631,9
33,34,34,J.J. Henry,70.12,1192,17
34,T35,T35,Stewart Cink,70.13,1052,15
35,T35,T35,Pat Perez,70.13,1122,16
36,37,37,Freddie Jacobson,70.14,982,14
37,38,38,Seung-Yul Noh,70.15,912,13
38,39,39,Brendan Steele,70.17,842,12
39,40,40,Tyrone Van Aswegen,70.18,772,11
40,T41,T41,Brian Harman,70.19,1123,16
41,T41,T41,Jimmy Walker,70.19,1123,16
42,43,43,Matt Kuchar,70.2,702,10
43,44,44,Robert Streb,70.22,632,9
44,45,45,Jordan Spieth,70.33,1055,15
45,T46,T46,Greg Chalmers,70.36,985,14
46,T46,T46,Harris English,70.36,985,14
47,T46,T46,Webb Simpson,70.36,774,11
48,T46,T46,Camilo Villegas,70.36,774,11
49,T46,T46,Charlie Wi,70.36,774,11
50,51,51,Paul Casey,70.38,563,8
51,T52,T52,Danny Lee,70.4,704,10
52,T52,T52,Troy Merritt,70.4,704,10
53,T54,T54,Aaron Baddeley,70.42,845,12
54,T54,T54,Gary Woodland,70.42,845,12
55,T56,T56,Gonzalo Fernandez-Castaño,70.44,634,9
56,T56,T56,Kevin Na,70.44,1127,16
57,58,58,Kevin Stadler,70.46,916,13
58,T59,T59,Kevin Chappell,70.47,1057,15
59,T59,T59,Morgan Hoffmann,70.47,1057,15
60,T61,T61,Brian Gay,70.5,846,12
61,T61,T61,Justin Rose,70.5,564,8
62,63,63,William McGirt,70.53,1058,15
63,64,64,Ricky Barnes,70.57,988,14
64,65,65,Matt Jones,70.6,1059,15
65,T66,T66,Jim Herman,70.63,565,8
66,T66,T66,Hideki Matsuyama,70.63,1130,16
67,68,68,Justin Hicks,70.64,989,14
68,69,69,Stuart Appleby,70.65,1201,17
69,T70,T70,Billy Hurley III,70.67,848,12
70,T70,T70,Chris Stroud,70.67,848,12
71,T72,T72,James Driscoll,70.69,919,13
72,T72,T72,Patrick Reed,70.69,1131,16
73,T72,T72,John Senden,70.69,1131,16
74,75,75,Ryo Ishikawa,70.7,707,10
75,76,76,Brendon Todd,70.75,849,12
76,77,77,Sean O'Hair,70.77,920,13
77,78,78,Lee Westwood,70.78,637,9
78,T79,T79,Ernie Els,70.82,779,11
79,T79,T79,Justin Leonard,70.82,779,11
80,T79,T79,Charl Schwartzel,70.82,779,11
81,T82,T82,Bill Haas,70.83,850,12
82,T82,T82,Vijay Singh,70.83,850,12
83,T84,T84,Charlie Beljan,70.86,992,14
84,T84,T84,Will MacKenzie,70.86,992,14
85,T86,T86,Luke Donald,70.88,567,8
86,T86,T86,Brad Fritsch,70.88,567,8
87,T88,T88,Graeme McDowell,70.89,638,9
88,T88,T88,Nick Watney,70.89,638,9
89,90,90,Ian Poulter,70.9,709,10
90,T91,T91,Ryan Palmer,70.91,780,11
91,T91,T91,Jhonattan Vegas,70.91,780,11
92,T93,T93,Ken Duke,70.92,922,13
93,T93,T93,Martin Flores,70.92,922,13
94,T93,T93,Brandt Snedeker,70.92,922,13
95,T96,T96,Jason Dufner,71.0,426,6
96,T96,T96,Tommy Gainey,71.0,994,14
97,T96,T96,Luke Guthrie,71.0,710,10
98,T96,T96,Jason Kokrak,71.0,639,9
99,T96,T96,Phil Mickelson,71.0,852,12
100,T96,T96,Carl Pettersson,71.0,1278,18
101,T96,T96,"Ted Potter, Jr.",71.0,923,13
102,T96,T96,Cameron Tringale,71.0,1065,15
103,104,104,Brian Stuard,71.07,1066,15
104,T105,T105,Tim Clark,71.08,853,12
