,Tenth_Tee_Early_Round_3_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_3_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_3_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_3_Scoring_Average_AVG,Tenth_Tee_Early_Round_3_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Brad Fritsch,63.0,63,1
1,T2,T2,Hideki Matsuyama,65.0,65,1
2,T2,T2,"Ted Potter, Jr.",65.0,65,1
3,4,4,James Driscoll,65.5,131,2
4,T5,T5,Greg Chalmers,66.0,66,1
5,T5,T5,D.H. Lee,66.0,66,1
6,T5,T5,Graeme McDowell,66.0,66,1
7,T5,T5,Bo Van Pelt,66.0,66,1
8,9,9,Brian Davis,66.67,200,3
9,T10,T10,Graham DeLaet,67.0,134,2
10,T10,T10,Harris English,67.0,67,1
11,T10,T10,Ryo Ishikawa,67.0,67,1
12,T10,T10,Jerry Kelly,67.0,67,1
13,T10,T10,Davis Love III,67.0,67,1
14,T10,T10,Robert Streb,67.0,134,2
15,T10,T10,Andrew Svoboda,67.0,67,1
16,T17,T17,Charles Howell III,67.33,404,6
17,T17,T17,Tim Wilkinson,67.33,202,3
18,T19,T19,Jason Bohn,67.5,135,2
19,T19,T19,Sean O'Hair,67.5,135,2
20,T19,T19,Brian Stuard,67.5,135,2
21,T19,T19,Nicholas Thompson,67.5,135,2
22,23,23,Ben Martin,67.67,203,3
23,T24,T24,Ángel Cabrera,68.0,204,3
24,T24,T24,K.J. Choi,68.0,136,2
25,T24,T24,Ernie Els,68.0,68,1
26,T24,T24,Rickie Fowler,68.0,68,1
27,T24,T24,David Lingmerth,68.0,68,1
28,T24,T24,Bryce Molder,68.0,136,2
29,T24,T24,Heath Slocum,68.0,68,1
30,T24,T24,Josh Teater,68.0,68,1
31,32,32,Kevin Na,68.25,273,4
32,T33,T33,Martin Kaymer,68.33,205,3
33,T33,T33,Patrick Reed,68.33,205,3
34,T35,T35,Charl Schwartzel,68.5,137,2
35,T35,T35,Bubba Watson,68.5,137,2
36,T37,T37,Ben Crane,68.67,206,3
37,T37,T37,Freddie Jacobson,68.67,206,3
38,T39,T39,Gonzalo Fernandez-Castaño,69.0,138,2
39,T39,T39,Bill Haas,69.0,69,1
40,T39,T39,Scott Langley,69.0,207,3
41,T39,T39,Danny Lee,69.0,138,2
42,T39,T39,Marc Leishman,69.0,69,1
43,T39,T39,Ryan Moore,69.0,69,1
44,T39,T39,D.A. Points,69.0,69,1
45,T39,T39,Michael Thompson,69.0,345,5
