,Late_Par_4_Scoring_Average_RANK THIS WEEK,Late_Par_4_Scoring_Average_RANK LAST WEEK,Late_Par_4_Scoring_Average_PLAYER NAME,Late_Par_4_Scoring_Average_ROUNDS,Late_Par_4_Scoring_Average_AVG,Late_Par_4_Scoring_Average_TOTAL STROKES,Late_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Rory McIlroy,66,3.91,1835,469
1,2,2,Sergio Garcia,61,3.95,1556,394
2,3,3,Jerry Kelly,80,3.96,1515,383
3,T4,T4,Matt Kuchar,91,3.97,2502,631
4,T4,T4,David Toms,64,3.97,1268,319
5,T6,T6,Chad Campbell,57,3.98,1150,289
6,T6,T6,Robert Streb,75,3.98,1652,415
7,T6,T6,Bubba Watson,76,3.98,1816,456
8,T9,T9,Jim Furyk,84,3.99,2252,564
9,T9,T9,Charley Hoffman,93,3.99,1873,469
10,T9,T9,Ryan Palmer,85,3.99,2042,512
11,T9,T9,Carl Pettersson,91,3.99,1943,487
12,T9,T9,Adam Scott,68,3.99,2065,518
13,T14,T14,Stuart Appleby,92,4.0,1700,425
14,T14,T14,Brian Harman,111,4.0,2336,584
15,T14,T14,Charles Howell III,106,4.0,2209,552
16,T14,T14,Freddie Jacobson,91,4.0,1939,485
17,T14,T14,Zach Johnson,97,4.0,2212,553
18,T14,T14,Hideki Matsuyama,82,4.0,1772,443
19,T14,T14,Kevin Na,94,4.0,2181,545
20,T14,T14,Shawn Stefani,60,4.0,1093,273
21,T14,T14,Chris Stroud,88,4.0,2017,504
22,T14,T14,Boo Weekley,73,4.0,1232,308
23,T24,T24,Graham DeLaet,80,4.01,1919,479
24,T24,T24,Jason Dufner,57,4.01,1168,291
25,T24,T24,Bill Haas,107,4.01,2295,572
26,T24,T24,Ben Martin,80,4.01,1840,459
27,T24,T24,Graeme McDowell,66,4.01,1398,349
28,T24,T24,Brendon Todd,108,4.01,2457,612
29,T30,T30,Keegan Bradley,89,4.02,2249,559
30,T30,T30,Tim Clark,75,4.02,1694,421
31,T30,T30,Jim Herman,62,4.02,1169,291
32,T30,T30,Justin Hicks,103,4.02,1944,483
33,T30,T30,Jason Kokrak,65,4.02,1638,407
34,T30,T30,Marc Leishman,81,4.02,1851,461
35,T30,T30,George McNeill,79,4.02,1654,411
36,T30,T30,Phil Mickelson,71,4.02,1485,369
37,T30,T30,Seung-Yul Noh,92,4.02,1839,457
38,T30,T30,Andrew Svoboda,77,4.02,1661,413
39,T30,T30,Gary Woodland,93,4.02,1963,488
40,T41,T41,Jason Bohn,81,4.03,1810,449
41,T41,T41,Paul Casey,56,4.03,1101,273
42,T41,T41,Jason Day,54,4.03,1369,340
43,T41,T41,Harris English,95,4.03,1984,492
44,T41,T41,Rickie Fowler,91,4.03,1847,458
45,T41,T41,Brian Gay,81,4.03,1369,340
46,T41,T41,Billy Horschel,92,4.03,2047,508
47,T41,T41,Martin Kaymer,65,4.03,1467,364
48,T41,T41,Chris Kirk,105,4.03,2529,627
49,T41,T41,Russell Knox,92,4.03,1854,460
50,T41,T41,Will MacKenzie,82,4.03,1813,450
51,T41,T41,William McGirt,96,4.03,2098,521
52,T41,T41,Ryan Moore,86,4.03,2178,541
53,T41,T41,Geoff Ogilvy,84,4.03,1589,394
54,T41,T41,Jeff Overton,80,4.03,1357,337
55,T41,T41,Webb Simpson,87,4.03,1679,417
56,T41,T41,Jordan Spieth,102,4.03,2549,632
57,T41,T41,Jhonattan Vegas,77,4.03,1635,406
58,T41,T41,Jimmy Walker,98,4.03,2286,567
59,T41,T41,Lee Westwood,57,4.03,1032,256
60,T61,T61,Sangmoon Bae,76,4.04,1573,389
61,T61,T61,Ricky Barnes,92,4.04,1754,434
62,T61,T61,Jonathan Byrd,76,4.04,1547,383
63,T61,T61,Ben Crane,81,4.04,1702,421
64,T61,T61,Brendon de Jonge,109,4.04,2183,540
65,T61,T61,David Hearn,97,4.04,1816,449
66,T61,T61,Dustin Johnson,58,4.04,1581,391
67,T61,T61,Kevin Kisner,85,4.04,1955,484
68,T61,T61,Brooks Koepka,56,4.04,1019,252
69,T61,T61,Scott Langley,95,4.04,2057,509
70,T61,T61,Davis Love III,74,4.04,1268,314
71,T61,T61,Hunter Mahan,88,4.04,1979,490
72,T61,T61,Bryce Molder,77,4.04,1356,336
73,T61,T61,Ian Poulter,57,4.04,1122,278
74,T61,T61,Brian Stuard,91,4.04,1985,491
75,T61,T61,Daniel Summerhays,98,4.04,1967,487
76,T61,T61,Camilo Villegas,95,4.04,1824,451
77,T61,T61,Willy Wilcox,51,4.04,1257,311
78,T79,T79,Kevin Chappell,100,4.05,1999,493
