,Par_4_Performance_RANK THIS WEEK,Par_4_Performance_RANK LAST WEEK,Par_4_Performance_PLAYER NAME,Par_4_Performance_ROUNDS,Par_4_Performance_STATUS,Par_4_Performance_PAR 4 AVG,Par_4_Performance_TOTAL PAR
0,1,1,Rory McIlroy,66,-39,3.94,2768
1,2,2,Matt Kuchar,91,-29,3.97,3880
2,3,3,Adam Scott,68,-26,3.97,3008
3,4,4,Sergio Garcia,61,-24,3.96,2544
4,5,5,Jim Furyk,84,-15,3.98,3452
5,6,6,Charles Howell III,106,-14,3.99,4608
6,7,7,Ryan Palmer,85,-12,3.99,3720
7,T8,T8,Robert Streb,75,-7,3.99,3116
8,T8,T8,David Toms,64,-7,3.99,2732
9,10,10,Jerry Kelly,80,-5,3.99,3484
10,T11,T11,Jimmy Walker,98,-4,4.0,4180
11,T11,T11,Bubba Watson,76,-4,3.99,3176
12,13,13,Charley Hoffman,93,1,4.0,3956
13,14,14,Justin Rose,70,4,4.01,2896
14,15,15,Graeme McDowell,66,5,4.01,2716
15,16,16,Keegan Bradley,89,6,4.01,3784
16,17,17,Ryan Moore,86,9,4.01,3632
17,T18,T18,Dustin Johnson,58,10,4.02,2484
18,T18,T18,Jeff Overton,80,10,4.01,3328
19,T20,T20,Russell Knox,92,11,4.01,3996
20,T20,T20,Jason Kokrak,65,11,4.02,2772
21,T20,T20,Chris Stroud,88,11,4.01,3840
22,T20,T20,Gary Woodland,93,11,4.01,3936
23,T24,T24,Graham DeLaet,80,12,4.01,3424
24,T24,T24,Phil Mickelson,71,12,4.02,3024
25,T24,T24,Kevin Na,94,12,4.01,4068
26,T27,T27,Chad Campbell,57,13,4.02,2348
27,T27,T27,Brooks Koepka,56,13,4.02,2456
28,29,29,Jason Day,54,14,4.03,2092
29,T30,T30,Kevin Chappell,100,16,4.02,4116
30,T30,T30,Andrew Svoboda,77,16,4.02,3364
31,32,32,Ben Martin,80,17,4.02,3420
32,33,33,Webb Simpson,87,18,4.02,3704
33,T34,T34,Hideki Matsuyama,82,19,4.02,3488
34,T34,T34,George McNeill,79,19,4.02,3440
35,T34,T34,Carl Pettersson,91,19,4.02,4008
36,37,37,Henrik Stenson,56,20,4.03,2320
37,T38,T38,Bill Haas,107,21,4.02,4508
38,T38,T38,Chris Kirk,105,21,4.02,4556
39,40,40,Harris English,95,22,4.02,4040
40,T41,T41,Bud Cauley,56,24,4.04,2452
41,T41,T41,Brian Stuard,91,24,4.03,3796
42,T43,T43,Rickie Fowler,91,25,4.03,3656
43,T43,T43,Brad Fritsch,50,25,4.05,2100
44,T43,T43,Andrew Loupe,65,25,4.04,2660
45,T46,T46,William McGirt,96,26,4.02,4228
46,T46,T46,Jordan Spieth,102,26,4.02,4228
47,T48,T48,Paul Casey,56,27,4.04,2448
48,T48,T48,Danny Lee,84,27,4.03,3500
49,T48,T48,Brendan Steele,89,27,4.03,3628
50,T48,T48,Daniel Summerhays,98,27,4.03,4204
51,T52,T52,Ben Crane,81,28,4.03,3548
