,Tenth_Tee_Late_Round_1_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_1_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_1_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_1_Scoring_Average_AVG,Tenth_Tee_Late_Round_1_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Martin Kaymer,63.0,63,1
1,T2,T2,Rory McIlroy,65.0,65,1
2,T2,T2,Brandt Snedeker,65.0,65,1
3,4,4,Patrick Reed,67.33,202,3
4,5,5,Kevin Chappell,67.75,271,4
5,T6,T6,Sergio Garcia,68.0,204,3
6,T6,T6,Justin Rose,68.0,68,1
7,T6,T6,Henrik Stenson,68.0,68,1
8,T9,T9,George McNeill,68.5,411,6
9,T9,T9,Ryan Palmer,68.5,548,8
10,T11,T11,Jason Bohn,68.67,412,6
11,T11,T11,Marc Leishman,68.67,412,6
12,T11,T11,Ryan Moore,68.67,412,6
13,T14,T14,James Hahn,69.0,138,2
14,T14,T14,Jeff Maggert,69.0,276,4
15,T14,T14,Jim Renner,69.0,276,4
16,T14,T14,Charl Schwartzel,69.0,276,4
17,T14,T14,Bubba Watson,69.0,138,2
18,19,19,Carl Pettersson,69.29,485,7
19,T20,T20,Hideki Matsuyama,69.33,208,3
20,T20,T20,Phil Mickelson,69.33,208,3
21,T22,T22,Keegan Bradley,69.5,139,2
22,T22,T22,Jerry Kelly,69.5,417,6
23,24,24,Boo Weekley,69.6,348,5
24,T25,T25,Bryce Molder,69.67,209,3
25,T25,T25,Heath Slocum,69.67,627,9
26,27,27,Matt Jones,69.71,488,7
27,T28,T28,Brad Fritsch,69.75,279,4
28,T28,T28,Andrew Svoboda,69.75,279,4
29,30,30,Bud Cauley,69.8,349,5
30,31,31,Tyrone Van Aswegen,69.88,559,8
31,T32,T32,Chad Campbell,70.0,70,1
32,T32,T32,Bill Haas,70.0,490,7
33,T32,T32,Brian Harman,70.0,350,5
34,T32,T32,William McGirt,70.0,210,3
35,T32,T32,John Merrick,70.0,490,7
36,T32,T32,Seung-Yul Noh,70.0,560,8
37,T32,T32,Sean O'Hair,70.0,210,3
38,T32,T32,Jimmy Walker,70.0,70,1
39,T32,T32,Lee Westwood,70.0,70,1
40,T32,T32,Gary Woodland,70.0,420,6
41,42,42,Steven Bowditch,70.11,631,9
42,43,43,Bo Van Pelt,70.13,561,8
43,44,44,Brendon Todd,70.14,491,7
