,First_Tee_Early_Round_3_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Round_3_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Round_3_Scoring_Average_PLAYER NAME,First_Tee_Early_Round_3_Scoring_Average_AVG,First_Tee_Early_Round_3_Scoring_Average_TOTAL STROKES,First_Tee_Early_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Adam Scott,66.67,200,3
1,T2,T2,Brad Fritsch,67.0,134,2
2,T2,T2,Troy Matteson,67.0,67,1
3,4,4,Jimmy Walker,67.22,605,9
4,5,5,Andrew Loupe,67.33,202,3
5,6,6,Kevin Na,67.5,135,2
6,T7,T7,Luke Guthrie,67.75,542,8
7,T7,T7,Brandt Snedeker,67.75,271,4
8,9,9,Matt Every,68.17,409,6
9,10,10,Will MacKenzie,68.2,341,5
10,11,11,Jhonattan Vegas,68.33,410,6
11,12,12,George McNeill,68.38,547,8
12,T13,T13,Jason Day,68.5,137,2
13,T13,T13,Tommy Gainey,68.5,137,2
14,T13,T13,Ryan Moore,68.5,411,6
15,T13,T13,Hudson Swafford,68.5,411,6
16,T17,T17,Chesson Hadley,68.67,206,3
17,T17,T17,Danny Lee,68.67,206,3
18,T19,T19,Matt Kuchar,68.75,275,4
19,T19,T19,Kevin Streelman,68.75,275,4
20,21,21,Kevin Chappell,68.88,551,8
21,T22,T22,Robert Allenby,69.0,483,7
22,T22,T22,Spencer Levin,69.0,276,4
23,T22,T22,Justin Rose,69.0,414,6
24,T22,T22,Charl Schwartzel,69.0,138,2
25,T22,T22,David Toms,69.0,276,4
26,T27,T27,Andres Romero,69.11,622,9
27,T27,T27,Daniel Summerhays,69.11,622,9
28,T29,T29,Hideki Matsuyama,69.17,415,6
29,T29,T29,Troy Merritt,69.17,415,6
30,31,31,Ben Martin,69.2,346,5
31,32,32,William McGirt,69.22,623,9
32,33,33,Retief Goosen,69.25,554,8
33,34,34,Brian Stuard,69.29,485,7
