,Sub-Par_Rounds_RANK THIS WEEK,Sub-Par_Rounds_RANK LAST WEEK,Sub-Par_Rounds_PLAYER NAME,Sub-Par_Rounds_EVENTS
88,T88,T88,Robert Streb,21
89,T88,T88,Tyrone Van Aswegen,25
90,T88,T88,Tim Wilkinson,25
91,T92,T92,Ernie Els,24
92,T92,T92,Martin Flores,26
93,T92,T92,Michael Thompson,22
94,T95,T95,Sangmoon Bae,24
95,T95,T95,Gonzalo Fernandez-Castaño,25
96,T95,T95,Trevor Immelman,28
97,T95,T95,Dustin Johnson,17
98,T95,T95,Andres Romero,26
99,T95,T95,Nicholas Thompson,30
100,T101,T101,Robert Allenby,29
101,T101,T101,John Huh,28
102,T101,T101,Phil Mickelson,21
103,T101,T101,Andrew Svoboda,24
104,T101,T101,Hudson Swafford,26
105,T101,T101,Jhonattan Vegas,23
106,T107,T107,Ken Duke,25
107,T107,T107,Brian Gay,26
108,T107,T107,Martin Laird,20
109,T107,T107,Graeme McDowell,17
110,T107,T107,John Merrick,25
111,T107,T107,Bryce Molder,25
112,T107,T107,Sean O'Hair,25
113,T107,T107,Rory Sabbatini,26
114,T107,T107,Heath Slocum,23
115,T107,T107,Kevin Streelman,24
116,T107,T107,Nick Watney,25
117,T118,T118,Bud Cauley,19
118,T118,T118,Ben Curtis,24
119,T118,T118,Davis Love III,22
120,T118,T118,Charlie Wi,25
121,T122,T122,Aaron Baddeley,24
122,T122,T122,Roberto Castro,27
123,T122,T122,Tim Clark,26
124,T122,T122,Luke Donald,17
125,T122,T122,Richard Lee,27
126,T122,T122,Justin Leonard,22
127,T122,T122,Hunter Mahan,25
128,T122,T122,Geoff Ogilvy,26
129,T122,T122,Boo Weekley,24
130,T131,T131,Ángel Cabrera,23
131,T131,T131,Chad Campbell,18
132,T131,T131,David Lingmerth,26
133,T131,T131,Kyle Stanley,28
134,T131,T131,Willy Wilcox,16
135,T136,T136,Jonas Blixt,21
136,T136,T136,Jonathan Byrd,24
137,T136,T136,Chad Collins,28
138,T136,T136,Troy Merritt,20
139,T136,T136,Henrik Stenson,15
140,T136,T136,Lee Westwood,18
141,T136,T136,Y.E. Yang,28
142,T143,T143,Charlie Beljan,26
143,T143,T143,Derek Ernst,28
144,T143,T143,Andrew Loupe,22
145,T143,T143,"Ted Potter, Jr.",24
146,T143,T143,John Rollins,28
147,T143,T143,Scott Stallings,28
148,T143,T143,Shawn Stefani,17
149,T150,T150,James Driscoll,25
150,T150,T150,Jason Dufner,17
151,T150,T150,Tommy Gainey,26
152,T150,T150,Martin Kaymer,19
153,T150,T150,Spencer Levin,20
154,T150,T150,Wes Roach,22
155,T156,T156,Jason Day,15
156,T156,T156,Jim Herman,21
157,T156,T156,Brooks Koepka,16
158,T156,T156,Jamie Lovemark,20
159,T160,T160,Paul Casey,16
160,T160,T160,Brad Fritsch,18
161,T160,T160,Lucas Glover,26
162,T160,T160,Johnson Wagner,24
163,164,164,John Peterson,25
164,T165,T165,Francesco Molinari,12
165,T165,T165,D.A. Points,27
166,T165,T165,Ian Poulter,17
167,T165,T165,Steve Stricker,11
168,T169,T169,Joe Durant,15
169,T169,T169,Peter Malnati,18
170,171,171,Mark Wilson,25
171,172,172,Bronson La'Cassie,18
172,T173,T173,Jamie Donaldson,12
173,T173,T173,Troy Matteson,23
174,T173,T173,Louis Oosthuizen,16
175,T173,T173,Mike Weir,25
176,T177,T177,Woody Austin,22
177,T177,T177,Tim Herron,15
178,T177,T177,Robert Karlsson,7
179,T177,T177,Jeff Maggert,19
180,T177,T177,Steve Marino,13
181,T177,T177,Alex Prugh,16
182,T177,T177,Kevin Tway,23
183,T184,T184,Stephen Ames,18
184,T184,T184,Briny Baird,17
185,T184,T184,Scott Gardiner,18
186,T184,T184,Scott Piercy,12
187,T188,T188,Peter Hanson,13
188,T188,T188,Padraig Harrington,16
189,T188,T188,Jim Renner,25
190,T188,T188,Lee Williams,13
191,T192,T192,Victor Dubuisson,10
192,T192,T192,Max Homa,8
193,T192,T192,D.H. Lee,20
194,T192,T192,Edward Loar,19
195,T196,T196,Blake Adams,8
196,T196,T196,Cameron Beckman,12
197,T198,T198,Eric Axley,10
198,T198,T198,Thomas Bjørn,9
199,T198,T198,Harrison Frazar,15
200,T198,T198,Jason Gore,7
201,T202,T202,Jason Allred,9
202,T202,T202,Matt Bettencourt,14
203,T202,T202,Daniel Chopra,16
204,T202,T202,Nicolas Colsaerts,12
205,T202,T202,John Daly,15
206,T202,T202,Stephen Gallacher,12
207,T202,T202,Branden Grace,11
208,T202,T202,Ryuji Imada,9
209,T202,T202,David Lynn,11
210,T202,T202,Matteo Manassero,10
211,T202,T202,Dicky Pride,13
212,T213,T213,Kiradech Aphibarnrat,9
213,T213,T213,Miguel Angel Carballo,15
214,T213,T213,Will Claxton,8
215,T213,T213,Kevin Foley,15
216,T213,T213,Paul Goydos,19
217,T213,T213,Joe Ogilvie,13
218,T213,T213,Greg Owen,8
219,T213,T213,Tim Petrovic,10
220,T221,T221,Mark Calcavecchia,8
221,T221,T221,José Coceres,6
222,T221,T221,David Duval,15
223,T221,T221,John Mallinger,14
224,T221,T221,Tag Ridings,12
225,T226,T226,Miguel Angel Jiménez,8
226,T226,T226,Thorbjørn Olesen,14
227,T226,T226,Richard Sterne,7
228,T229,T229,Rafa Cabrera Bello,5
229,T229,T229,Mikko Ilonen,5
230,T229,T229,Lee Janzen,8
231,T229,T229,Doug LaBelle II,12
232,T229,T229,Joost Luiten,9
233,T229,T229,Scott McCarron,12
234,T229,T229,Patrick Rodgers,7
235,T229,T229,Justin Thomas,7
236,T229,T229,Chris Wood,3
237,T238,T238,Mark Anderson,8
238,T238,T238,Alex Aragon,18
239,T238,T238,Patrick Cantlay,5
240,T238,T238,Fred Funk,8
241,T238,T238,Kenny Perry,5
242,T238,T238,Scott Verplank,12
243,T238,T238,Tiger Woods,7
244,T245,T245,Justin Bolli,6
245,T245,T245,Grégory Bourdy,2
246,T245,T245,Alex Cejka,6
247,T245,T245,George Coetzee,6
248,T245,T245,Chris DiMarco,7
249,T245,T245,Oliver Goss,7
250,T245,T245,Scott Hend,3
251,T245,T245,Shane Lowry,3
252,T245,T245,Chris Smith,7
253,T245,T245,Marc Turnesa,6
254,T245,T245,Peter Uihlein,7
255,T245,T245,Bobby Wyatt,5
256,T257,T257,Gaganjeet Bhullar,2
257,T257,T257,Kris Blanks,8
258,T257,T257,Darren Clarke,15
259,T257,T257,Glen Day,5
260,T257,T257,Bob Estes,2
261,T257,T257,Fabián Gómez,4
262,T257,T257,Andres Gonzales,2
263,T257,T257,Nathan Green,4
264,T257,T257,Emiliano Grillo,1
265,T257,T257,Dudley Hart,4
266,T257,T257,David Howell,3
267,T257,T257,Thongchai Jaidee,9
268,T257,T257,Jin Jeong,3
269,T257,T257,Len Mattiace,4
270,T257,T257,Jay McLuen,2
271,T257,T257,Edoardo Molinari,2
272,T257,T257,Koumei Oda,2
273,T257,T257,Rod Pampling,7
274,T257,T257,Alvaro Quiros,2
275,T257,T257,Chez Reavie,2
276,T257,T257,Hideto Tanihara,3
277,T257,T257,Marc Warren,2
278,T257,T257,Tom Watson,5
279,T257,T257,Chris Williams,4
280,T281,T281,Thomas Aiken,3
281,T281,T281,Rafael Campos,1
282,T281,T281,Fred Couples,3
283,T281,T281,Matthew Fitzpatrick,4
284,T281,T281,Tommy Fleetwood,3
285,T281,T281,Oscar Fraustro,1
286,T281,T281,Bobby Gates,14
287,T281,T281,Todd Hamilton,4
288,T281,T281,Wenyi Huang,1
289,T281,T281,Steven Ihm,1
290,T281,T281,Shiv Kapur,2
291,T281,T281,Masahiro Kawamura,2
292,T281,T281,Hyung-Sung Kim,6
293,T281,T281,Alexander Levy,2
294,T281,T281,Jordan Niebrugge,2
295,T281,T281,Jesper Parnevik,3
296,T281,T281,Taylor Pendrith,1
297,T281,T281,Siddikur Rahman,1
298,T281,T281,Sam Saunders,1
299,T281,T281,Scottie Scheffler,2
300,T281,T281,David Skinns,1
301,T281,T281,Ryan Sullivan,1
302,T281,T281,Vaughn Taylor,3
303,T281,T281,D.J. Trahan,5
304,T281,T281,Brady Watt,4
305,T281,T281,Bernd Wiesberger,4
306,T281,T281,Fabrizio Zanotti,2
307,T308,T308,Byeong Hun An,1
308,T308,T308,Seuk-hyun Baek,2
309,T308,T308,Josh Broadaway,1
310,T308,T308,Kristoffer Broberg,1
311,T308,T308,Mark Brown,1
312,T308,T308,Austin Cook,1
313,T308,T308,Jon Curran,1
314,T308,T308,Joel Dahmen,1
315,T308,T308,Marco Dawson,1
316,T308,T308,Derek Fathauer,1
317,T308,T308,Darren Fichardt,2
318,T308,T308,Steve Flesch,5
319,T308,T308,Hiroyuki Fujita,1
320,T308,T308,Nicholas Fung,1
321,T308,T308,Adam Hadwin,1
322,T308,T308,Raphael Jacquelin,1
323,T308,T308,Troy Kelly,2
324,T308,T308,Ben Kohles,3
325,T308,T308,Anirban Lahiri,3
326,T308,T308,HaoTong Li,1
327,T308,T308,WC Liang,2
328,T308,T308,Prayad Marksaeng,1
329,T308,T308,Billy Mayfair,4
330,T308,T308,Wade Ormsby,1
331,T308,T308,Kevin Penner,1
332,T308,T308,Daniel Popovic,1
333,T308,T308,Brett Quigley,1
334,T308,T308,Kyle Reifers,2
335,T308,T308,Chris Thompson,2
336,T308,T308,Dawie van der Walt,2
337,T308,T308,Jaco Van Zyl,1
338,T308,T308,Armando Villarreal,2
339,T308,T308,Danny Willett,3
340,T341,T341,Neal Ajubita,1
341,T341,T341,Benjamín Alvarado,6
342,T341,T341,Ashun Wu,2
343,T341,T341,Arjun Atwal,4
344,T341,T341,Daniel Berger,1
345,T341,T341,Shane Bertsch,1
346,T341,T341,Michael Block,2
347,T341,T341,Guy Boros,2
348,T341,T341,Michael Bradley,2
349,T341,T341,Mark Brooks,2
350,T341,T341,David Carr,3
351,T341,T341,Ashley Chesters,1
352,T341,T341,Gary Christian,3
353,T341,T341,Will Collins,1
354,T341,T341,Jeff Curl,2
355,T341,T341,Bubba Dickerson,2
356,T341,T341,Eric Dugas,1
357,T341,T341,David Gossett,3
358,T341,T341,Cody Gribble,1
359,T341,T341,Mike Hendry,1
360,T341,T341,Berry Henson,1
361,T341,T341,Mark Hubbard,1
362,T341,T341,Yuta Ikeda,1
363,T341,T341,Hiroshi Iwata,1
364,T341,T341,Peter Jacobsen,1
365,T341,T341,Kent Jones,2
366,T341,T341,Michael Kim,2
367,T341,T341,Johan Kok,1
368,T341,T341,Derek Lamely,2
369,T341,T341,Bernhard Langer,1
370,T341,T341,Pablo Larrazabal,5
371,T341,T341,Frank Lickliter II,4
372,T341,T341,Ken Looper,1
373,T341,T341,Bill Lunde,1
374,T341,T341,Paul McGinley,1
375,T341,T341,Paul McKechnie,1
376,T341,T341,Jamie McLeary,1
377,T341,T341,Yusaku Miyazato,2
378,T341,T341,Colin Montgomerie,1
379,T341,T341,Erick Morales,1
380,T341,T341,Toshinori Muto,1
381,T341,T341,Zachary Olsen,2
382,T341,T341,Carlos Ortiz,1
383,T341,T341,Garrett Osborn,1
384,T341,T341,Rod Perry,7
385,T341,T341,Fran Quinn,1
386,T341,T341,Chris Riley,2
387,T341,T341,Chris Rodgers,1
388,T341,T341,Andrew Ruthkoski,1
389,T341,T341,Alan Scheer,1
390,T341,T341,Mark Silvers,1
391,T341,T341,John Singleton,1
392,T341,T341,Paul Stankowski,3
393,T341,T341,Derek Tolan,1
394,T341,T341,Martin Trainer,1
395,T341,T341,Austen Truslow,1
396,T341,T341,Yoshinobu Tsukada,1
397,T341,T341,James Vargas,1
398,T341,T341,Harold Varner III,2
399,T341,T341,Cory Whitsett,1
400,T341,T341,Cameron Wilson,3
401,T341,T341,Eugene Wong,1
