,Bounce_Back_RANK THIS WEEK,Bounce_Back_RANK LAST WEEK,Bounce_Back_PLAYER NAME,Bounce_Back_ROUNDS,Bounce_Back_%
0,1,1,Luke Donald,57,27.39
1,2,2,Seung-Yul Noh,92,25.42
2,3,3,Brooks Koepka,56,25.32
3,4,4,Justin Rose,70,25.14
4,5,5,Brian Davis,93,24.63
5,6,6,Phil Mickelson,71,24.59
6,7,7,Bubba Watson,76,24.28
7,8,8,Nick Watney,80,24.2
8,9,9,Rickie Fowler,91,24.07
9,T10,T10,Luke Guthrie,85,23.85
10,T10,T10,Carl Pettersson,91,23.85
11,12,12,Troy Merritt,62,23.6
12,13,13,Ryo Ishikawa,75,23.47
13,14,14,Charles Howell III,106,23.42
14,15,15,Bud Cauley,56,23.38
15,16,16,Ryan Palmer,85,23.33
16,17,17,Woody Austin,63,23.3
17,18,18,Henrik Stenson,56,23.23
18,19,19,Jimmy Walker,98,23.14
19,20,20,Brendon Todd,108,23.13
20,21,21,Morgan Hoffmann,103,23.05
21,22,22,Harris English,95,22.98
22,23,23,Graeme McDowell,66,22.93
23,24,24,Robert Allenby,83,22.91
24,25,25,Martin Laird,66,22.87
25,26,26,Kevin Kisner,85,22.84
26,27,27,Geoff Ogilvy,84,22.83
27,28,28,Billy Horschel,92,22.82
28,29,29,Jim Furyk,84,22.78
29,30,30,George McNeill,79,22.67
30,31,31,Michael Thompson,74,22.64
31,32,32,Willy Wilcox,51,22.48
32,33,33,Ángel Cabrera,69,22.27
33,34,34,Andres Romero,81,22.18
34,35,35,Steven Bowditch,93,22.15
35,36,36,Rory McIlroy,66,22.01
36,37,37,Jerry Kelly,80,21.94
37,38,38,Paul Casey,56,21.88
38,39,39,Jason Kokrak,65,21.76
39,T40,T40,Graham DeLaet,80,21.72
40,T40,T40,Jordan Spieth,102,21.72
41,42,42,J.B. Holmes,86,21.69
42,43,43,Gary Woodland,93,21.67
43,44,44,Jonathan Byrd,76,21.57
44,45,45,Andrew Loupe,65,21.53
45,46,46,Cameron Tringale,111,21.45
46,47,47,Charl Schwartzel,64,21.43
47,48,48,Bo Van Pelt,83,21.4
48,49,49,Kevin Streelman,79,21.32
49,50,50,Tyrone Van Aswegen,79,21.3
50,51,51,Brad Fritsch,50,21.21
51,52,52,Robert Garrigus,80,21.1
52,53,53,Brian Stuard,91,21.07
53,54,54,Boo Weekley,73,21.05
54,55,55,Gonzalo Fernandez-Castaño,83,21.03
55,56,56,Martin Kaymer,65,21.0
56,57,57,Retief Goosen,94,20.92
57,58,58,Jeff Maggert,54,20.89
58,59,59,John Senden,99,20.82
59,60,60,Ken Duke,80,20.81
60,T61,T61,Charlie Beljan,76,20.8
