,Tenth_Tee_Late_Round_2_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_2_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_2_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_2_Scoring_Average_AVG,Tenth_Tee_Late_Round_2_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_2_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Jason Day,66.0,132,2
1,T1,T1,Jim Furyk,66.0,66,1
2,T1,T1,Adam Scott,66.0,66,1
3,4,4,Jamie Lovemark,66.33,199,3
4,T5,T5,Brad Fritsch,67.0,201,3
5,T5,T5,Brandt Snedeker,67.0,134,2
6,T7,T7,Trevor Immelman,67.5,135,2
7,T7,T7,Patrick Reed,67.5,135,2
8,9,9,Bill Haas,67.75,271,4
9,T10,T10,Zach Johnson,68.0,68,1
10,T10,T10,Rory McIlroy,68.0,68,1
11,12,12,Keegan Bradley,68.4,342,5
12,13,13,Hideki Matsuyama,68.5,274,4
13,14,14,Jerry Kelly,68.67,206,3
14,15,15,Kevin Stadler,68.71,481,7
15,16,16,Kevin Na,68.78,619,9
16,T17,T17,Jason Dufner,69.0,69,1
17,T17,T17,Harris English,69.0,207,3
18,T17,T17,Jim Herman,69.0,207,3
19,T17,T17,Shawn Stefani,69.0,345,5
20,T17,T17,Jimmy Walker,69.0,138,2
21,T17,T17,Bubba Watson,69.0,69,1
22,23,23,Brendon de Jonge,69.13,553,8
23,24,24,Johnson Wagner,69.14,484,7
24,T25,T25,Robert Garrigus,69.25,277,4
25,T25,T25,Martin Kaymer,69.25,277,4
26,27,27,Scott Langley,69.29,485,7
27,T28,T28,Charl Schwartzel,69.4,347,5
28,T28,T28,Brendon Todd,69.4,347,5
29,T30,T30,Luke Donald,69.5,139,2
30,T30,T30,Ryan Palmer,69.5,139,2
31,T30,T30,Henrik Stenson,69.5,139,2
32,T33,T33,Scott Brown,69.56,626,9
33,T33,T33,Billy Horschel,69.56,626,9
34,35,35,Justin Leonard,69.67,209,3
35,T36,T36,Russell Knox,69.75,279,4
36,T36,T36,Bryce Molder,69.75,279,4
37,T36,T36,Tyrone Van Aswegen,69.75,279,4
38,T39,T39,Matt Every,69.78,628,9
39,T39,T39,Brian Harman,69.78,628,9
40,T41,T41,Geoff Ogilvy,69.8,349,5
41,T41,T41,Andrew Svoboda,69.8,698,10
42,43,43,Jason Kokrak,69.83,419,6
43,T44,T44,Ángel Cabrera,70.0,280,4
44,T44,T44,Tim Clark,70.0,630,9
45,T44,T44,Graham DeLaet,70.0,350,5
46,T44,T44,Rickie Fowler,70.0,70,1
47,T44,T44,Chris Kirk,70.0,560,8
48,T44,T44,Matt Kuchar,70.0,70,1
49,T44,T44,Troy Merritt,70.0,210,3
50,T44,T44,"Ted Potter, Jr.",70.0,420,6
51,T44,T44,Heath Slocum,70.0,280,4
52,T44,T44,Josh Teater,70.0,350,5
53,T44,T44,Boo Weekley,70.0,420,6
54,55,55,J.J. Henry,70.14,491,7
55,56,56,Hunter Mahan,70.2,351,5
56,T57,T57,Charles Howell III,70.25,843,12
57,T57,T57,Martin Laird,70.25,281,4
58,T57,T57,Ben Martin,70.25,281,4
59,60,60,Retief Goosen,70.29,492,7
60,T61,T61,Ricky Barnes,70.33,422,6
61,T61,T61,Kyle Stanley,70.33,422,6
62,63,63,Daniel Summerhays,70.4,352,5
63,64,64,John Senden,70.43,493,7
64,65,65,Y.E. Yang,70.45,775,11
65,T66,T66,Jonathan Byrd,70.5,423,6
66,T66,T66,Billy Hurley III,70.5,423,6
67,T66,T66,D.H. Lee,70.5,282,4
68,T69,T69,Seung-Yul Noh,70.56,635,9
69,T69,T69,Jhonattan Vegas,70.56,635,9
