,Par_4_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_4_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_4_Birdie_or_Better_Leaders_PLAYER NAME,Par_4_Birdie_or_Better_Leaders_ROUNDS,Par_4_Birdie_or_Better_Leaders_%,Par_4_Birdie_or_Better_Leaders_PAR 4 BIRDIES OR BETTER,Par_4_Birdie_or_Better_Leaders_PAR 4 HOLES
0,1,1,Rory McIlroy,66,22.69,157,692
1,2,2,Bubba Watson,76,19.52,155,794
2,3,3,Ryan Palmer,85,19.25,179,930
3,4,4,Adam Scott,68,19.15,144,752
4,5,5,David Toms,64,19.03,130,683
5,6,6,Lee Westwood,57,18.73,112,598
6,7,7,Matt Kuchar,91,18.56,180,970
7,8,8,Sergio Garcia,61,18.55,118,636
8,9,9,Robert Streb,75,18.49,144,779
9,10,10,Jimmy Walker,98,18.47,193,1045
10,11,11,Kevin Chappell,100,18.46,190,1029
11,12,12,Ryan Moore,86,18.28,166,908
12,13,13,Jerry Kelly,80,18.25,159,871
13,14,14,Camilo Villegas,95,18.24,189,1036
14,15,15,Charley Hoffman,93,18.2,180,989
15,16,16,Jordan Spieth,102,18.16,192,1057
16,17,17,George McNeill,79,18.14,156,860
17,18,18,Ángel Cabrera,69,18.13,138,761
18,19,19,Graeme McDowell,66,18.11,123,679
19,T20,T20,Charles Howell III,106,18.06,208,1152
20,T20,T20,Kevin Streelman,79,18.06,151,836
21,T22,T22,Dustin Johnson,58,18.04,112,621
22,T22,T22,Jason Kokrak,65,18.04,125,693
23,24,24,J.B. Holmes,86,17.92,165,921
24,25,25,Andrew Loupe,65,17.89,119,665
25,26,26,Justin Rose,70,17.82,129,724
26,27,27,Chris Stroud,88,17.81,171,960
27,28,28,Graham DeLaet,80,17.76,152,856
28,29,29,Brooks Koepka,56,17.75,109,614
29,30,30,Jeff Overton,80,17.67,147,832
30,31,31,Keegan Bradley,89,17.65,167,946
31,32,32,Martin Kaymer,65,17.57,123,700
32,33,33,Hideki Matsuyama,82,17.55,153,872
33,T34,T34,Paul Casey,56,17.48,107,612
34,T34,T34,Gary Woodland,93,17.48,172,984
35,36,36,David Lingmerth,80,17.44,143,820
36,37,37,Andres Romero,81,17.42,147,844
37,38,38,Brian Stuard,91,17.39,165,949
38,39,39,Carl Pettersson,91,17.37,174,1002
39,T40,T40,Robert Garrigus,80,17.35,149,859
40,T40,T40,Luke Guthrie,85,17.35,161,928
41,T42,T42,Stuart Appleby,92,17.24,169,980
42,T42,T42,Henrik Stenson,56,17.24,100,580
43,T44,T44,Sangmoon Bae,76,17.18,140,815
44,T44,T44,Rickie Fowler,91,17.18,157,914
45,46,46,Michael Thompson,74,17.15,135,787
46,47,47,Brendan Steele,89,17.09,155,907
47,T48,T48,Chesson Hadley,84,17.07,155,908
48,T48,T48,Morgan Hoffmann,103,17.07,185,1084
49,T50,T50,Phil Mickelson,71,17.06,129,756
50,T50,T50,Charl Schwartzel,64,17.06,116,680
51,T50,T50,Webb Simpson,87,17.06,158,926
52,53,53,Ian Poulter,57,17.0,102,600
53,54,54,Ryo Ishikawa,75,16.96,135,796
54,T55,T55,Brian Harman,111,16.9,206,1219
55,T55,T55,Freddie Jacobson,91,16.9,166,982
56,T55,T55,Kevin Kisner,85,16.9,156,923
57,58,58,Scott Langley,95,16.82,170,1011
58,59,59,Kevin Na,94,16.81,171,1017
59,60,60,Chris Kirk,105,16.77,191,1139
60,T61,T61,Russell Knox,92,16.72,167,999
61,T61,T61,Will MacKenzie,82,16.72,147,879
62,63,63,Jason Dufner,57,16.67,97,582
63,64,64,Danny Lee,84,16.57,145,875
64,65,65,Harris English,95,16.53,167,1010
65,66,66,Patrick Reed,92,16.48,163,989
66,67,67,Bill Haas,107,16.42,185,1127
67,68,68,Marc Leishman,81,16.4,143,872
68,69,69,Greg Chalmers,85,16.38,144,879
69,70,70,Geoff Ogilvy,84,16.36,142,868
70,T71,T71,Ben Crane,81,16.35,145,887
71,T71,T71,Seung-Yul Noh,92,16.35,164,1003
72,T73,T73,Jim Furyk,84,16.34,141,863
73,T73,T73,Brendon Todd,108,16.34,193,1181
74,75,75,Hunter Mahan,88,16.32,150,919
75,76,76,Bud Cauley,56,16.31,100,613
76,77,77,Tim Clark,75,16.29,137,841
77,78,78,Jason Day,54,16.25,85,523
78,79,79,Justin Hicks,103,16.18,173,1069
79,80,80,Billy Horschel,92,16.15,156,966
80,81,81,Kevin Stadler,90,16.1,155,963
81,82,82,Charlie Beljan,76,16.09,126,783
82,83,83,Louis Oosthuizen,50,16.06,80,498
83,84,84,Ben Curtis,77,16.04,127,792
84,85,85,Tommy Gainey,73,16.03,121,755
85,86,86,Matt Every,85,16.02,148,924
86,87,87,David Hearn,97,16.0,167,1044
87,88,88,Russell Henley,92,15.99,161,1007
88,89,89,Troy Merritt,62,15.97,110,689
89,90,90,Jason Bohn,81,15.96,140,877
90,91,91,Zach Johnson,97,15.94,169,1060
91,92,92,Ben Martin,80,15.91,136,855
92,T93,T93,Erik Compton,88,15.89,151,950
93,T93,T93,Gonzalo Fernandez-Castaño,83,15.89,143,900
94,95,95,Brian Gay,81,15.85,136,858
95,96,96,Scott Brown,100,15.83,171,1080
96,97,97,William McGirt,96,15.8,167,1057
97,T98,T98,Jonathan Byrd,76,15.77,123,780
98,T98,T98,Martin Laird,66,15.77,105,666
99,100,100,Nick Watney,80,15.66,127,811
100,T101,T101,Jonas Blixt,64,15.65,103,658
101,T101,T101,K.J. Choi,80,15.65,134,856
102,103,103,Daniel Summerhays,98,15.6,164,1051
103,T104,T104,Brandt Snedeker,89,15.58,146,937
104,T104,T104,Andrew Svoboda,77,15.58,131,841
105,T106,T106,Ricky Barnes,92,15.53,150,966
106,T106,T106,Martin Flores,85,15.53,141,908
107,T106,T106,John Merrick,87,15.53,137,882
108,109,109,Rory Sabbatini,82,15.49,129,833
109,110,110,Brendon de Jonge,109,15.48,184,1189
110,111,111,Wes Roach,67,15.47,106,685
111,112,112,Pat Perez,84,15.44,138,894
112,113,113,Ken Duke,80,15.42,132,856
113,114,114,Jim Herman,62,15.34,96,626
114,115,115,Davis Love III,74,15.32,119,777
115,116,116,Troy Matteson,62,15.23,97,637
116,117,117,Steven Bowditch,93,15.19,154,1014
117,T118,T118,Shawn Stefani,60,15.15,100,660
118,T118,T118,Bo Van Pelt,83,15.15,135,891
119,120,120,Brian Davis,93,15.14,152,1004
120,121,121,Jamie Lovemark,64,15.07,99,657
121,122,122,Spencer Levin,59,15.04,97,645
122,123,123,Heath Slocum,71,15.01,116,773
