,Par_4_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_4_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_4_Birdie_or_Better_Leaders_PLAYER NAME,Par_4_Birdie_or_Better_Leaders_ROUNDS,Par_4_Birdie_or_Better_Leaders_%,Par_4_Birdie_or_Better_Leaders_PAR 4 BIRDIES OR BETTER,Par_4_Birdie_or_Better_Leaders_PAR 4 HOLES
123,124,124,Chad Campbell,57,14.99,88,587
124,T125,T125,Boo Weekley,73,14.9,118,792
125,T125,T125,Charlie Wi,72,14.9,114,765
126,T127,T127,Chad Collins,78,14.88,119,800
127,T127,T127,Retief Goosen,94,14.88,146,981
128,129,129,Jim Renner,61,14.86,96,646
129,130,130,Aaron Baddeley,74,14.76,115,779
130,131,131,Matt Jones,83,14.75,131,888
131,T132,T132,Michael Putnam,106,14.63,162,1107
132,T132,T132,Jhonattan Vegas,77,14.63,120,820
133,134,134,Billy Hurley III,86,14.6,139,952
134,135,135,Bryce Molder,77,14.56,114,783
135,136,136,Tyrone Van Aswegen,79,14.5,124,855
136,137,137,Vijay Singh,83,14.49,132,911
137,T138,T138,Luke Donald,57,14.48,86,594
138,T138,T138,Brad Fritsch,50,14.48,76,525
139,T138,T138,J.J. Henry,91,14.48,138,953
140,141,141,Ernie Els,85,14.47,123,850
141,142,142,Bronson La'Cassie,51,14.46,73,505
142,143,143,Cameron Tringale,111,14.41,172,1194
143,144,144,John Huh,87,14.4,130,903
144,145,145,Brice Garnett,92,14.37,139,967
145,146,146,Stewart Cink,91,14.36,140,975
146,147,147,John Senden,99,14.34,155,1081
147,148,148,Hudson Swafford,75,14.21,111,781
148,149,149,John Rollins,84,14.19,124,874
149,150,150,Scott Stallings,77,14.13,115,814
150,151,151,Willy Wilcox,51,14.1,76,539
151,T152,T152,Kyle Stanley,87,14.06,127,903
152,T152,T152,Josh Teater,90,14.06,134,953
153,T154,T154,Robert Allenby,83,14.04,125,890
154,T154,T154,Nicholas Thompson,85,14.04,122,869
155,T156,T156,Lucas Glover,68,14.02,98,699
156,T156,T156,Jeff Maggert,54,14.02,83,592
157,158,158,D.A. Points,75,13.98,110,787
158,159,159,"Ted Potter, Jr.",68,13.94,103,739
159,160,160,Tim Wilkinson,86,13.91,126,906
160,T161,T161,James Driscoll,71,13.86,106,765
161,T161,T161,Sean O'Hair,77,13.86,116,837
162,163,163,James Hahn,82,13.77,121,879
163,164,164,Woody Austin,63,13.69,88,643
164,165,165,Justin Leonard,75,13.62,111,815
165,166,166,Richard Lee,80,13.6,113,831
166,167,167,John Peterson,62,13.48,88,653
167,168,168,Trevor Immelman,84,13.43,117,871
168,169,169,Briny Baird,50,13.33,72,540
169,T170,T170,Roberto Castro,76,13.15,104,791
170,T170,T170,Y.E. Yang,79,13.15,111,844
171,172,172,Kevin Tway,64,13.05,86,659
172,173,173,Johnson Wagner,69,13.03,93,714
173,T174,T174,D.H. Lee,54,12.8,69,539
174,T174,T174,Mike Weir,69,12.8,90,703
175,176,176,Derek Ernst,80,12.71,105,826
176,177,177,Mark Wilson,69,12.69,91,717
