,Late_Round_4_Scoring_Average_RANK THIS WEEK,Late_Round_4_Scoring_Average_RANK LAST WEEK,Late_Round_4_Scoring_Average_PLAYER NAME,Late_Round_4_Scoring_Average_AVG,Late_Round_4_Scoring_Average_TOTAL STROKES,Late_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Tim Clark,67.83,407,6
1,T2,T2,Shawn Stefani,68.0,272,4
2,T2,T2,Kevin Tway,68.0,68,1
3,4,4,Roberto Castro,68.2,341,5
4,5,5,Carl Pettersson,68.33,615,9
5,6,6,Charl Schwartzel,68.38,547,8
6,T7,T7,Sergio Garcia,68.5,685,10
7,T7,T7,Jeff Maggert,68.5,137,2
8,T7,T7,Jim Renner,68.5,137,2
9,T7,T7,Boo Weekley,68.5,137,2
10,11,11,James Hahn,68.6,343,5
11,T12,T12,Heath Slocum,68.83,413,6
12,T12,T12,David Toms,68.83,413,6
13,14,14,Jim Furyk,68.86,964,14
14,T15,T15,Erik Compton,69.0,483,7
15,T15,T15,Spencer Levin,69.0,69,1
16,T15,T15,Graeme McDowell,69.0,552,8
17,T15,T15,Jeff Overton,69.0,276,4
18,T15,T15,Brian Stuard,69.0,759,11
19,T15,T15,Camilo Villegas,69.0,483,7
20,21,21,Zach Johnson,69.08,829,12
21,22,22,Jimmy Walker,69.13,1106,16
22,T23,T23,Ernie Els,69.14,484,7
23,T23,T23,Harris English,69.14,484,7
24,T23,T23,Justin Hicks,69.14,484,7
25,26,26,Chad Campbell,69.2,346,5
26,27,27,Troy Matteson,69.25,277,4
27,28,28,Marc Leishman,69.3,693,10
28,T29,T29,Ángel Cabrera,69.33,416,6
29,T29,T29,Johnson Wagner,69.33,208,3
30,31,31,Ryo Ishikawa,69.38,555,8
31,32,32,Jason Bohn,69.43,486,7
32,33,33,Kevin Na,69.45,764,11
33,34,34,Rickie Fowler,69.5,695,10
34,35,35,Chris Stroud,69.56,626,9
35,T36,T36,Stuart Appleby,69.57,487,7
36,T36,T36,Russell Knox,69.57,487,7
37,38,38,Bubba Watson,69.58,835,12
38,39,39,Henrik Stenson,69.63,557,8
39,40,40,Dustin Johnson,69.64,766,11
40,41,41,Jason Day,69.67,627,9
41,T42,T42,William McGirt,69.73,767,11
42,T42,T42,Adam Scott,69.73,1046,15
43,T44,T44,Graham DeLaet,69.75,837,12
44,T44,T44,Jerry Kelly,69.75,558,8
45,T44,T44,Troy Merritt,69.75,279,4
46,47,47,George McNeill,69.78,628,9
47,T48,T48,Sangmoon Bae,69.83,419,6
48,T48,T48,Brendan Steele,69.83,419,6
49,50,50,Brendon Todd,69.85,908,13
50,51,51,Matt Kuchar,69.88,1188,17
51,52,52,Will MacKenzie,69.9,699,10
52,53,53,Rory McIlroy,69.93,1049,15
53,T54,T54,Briny Baird,70.0,210,3
54,T54,T54,Scott Brown,70.0,560,8
55,T54,T54,D.H. Lee,70.0,140,2
56,T54,T54,Wes Roach,70.0,140,2
57,T54,T54,Webb Simpson,70.0,560,8
58,T59,T59,Brian Harman,70.09,771,11
59,T59,T59,Charley Hoffman,70.09,771,11
60,61,61,Michael Putnam,70.13,561,8
61,62,62,Jason Dufner,70.14,491,7
62,63,63,Brooks Koepka,70.2,351,5
63,64,64,Brandt Snedeker,70.22,632,9
64,T65,T65,Luke Donald,70.33,211,3
65,T65,T65,Freddie Jacobson,70.33,633,9
66,67,67,Bill Haas,70.36,985,14
67,68,68,Billy Hurley III,70.38,563,8
68,69,69,John Huh,70.4,352,5
69,70,70,Keegan Bradley,70.43,986,14
70,T71,T71,Charlie Beljan,70.5,564,8
71,T71,T71,Brice Garnett,70.5,282,4
72,T71,T71,Charles Howell III,70.5,846,12
73,T71,T71,Matt Jones,70.5,564,8
74,T71,T71,Sean O'Hair,70.5,141,2
75,T71,T71,Bo Van Pelt,70.5,705,10
76,77,77,Ryan Moore,70.53,1058,15
77,78,78,Hideki Matsuyama,70.56,635,9
78,79,79,Justin Rose,70.57,988,14
79,T80,T80,Paul Casey,70.6,353,5
80,T80,T80,David Lingmerth,70.6,353,5
