,Round_2_Scoring_Average_RANK THIS WEEK,Round_2_Scoring_Average_RANK LAST WEEK,Round_2_Scoring_Average_PLAYER NAME,Round_2_Scoring_Average_AVG,Round_2_Scoring_Average_TOTAL STROKES,Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Adam Scott,68.88,1171,17
1,2,2,Jim Furyk,68.9,1378,20
2,3,3,Dustin Johnson,69.07,1036,15
3,4,4,Jamie Lovemark,69.16,1314,19
4,5,5,Sergio Garcia,69.33,1040,15
5,6,6,Ryan Palmer,69.39,1596,23
6,7,7,Chris Stroud,69.68,1742,25
7,8,8,Matt Kuchar,69.7,1603,23
8,9,9,Kevin Stadler,69.75,1674,24
9,T10,T10,Billy Horschel,69.88,1817,26
10,T10,T10,Russell Knox,69.88,1817,26
11,12,12,John Senden,69.89,1887,27
12,13,13,Rory McIlroy,69.94,1119,16
13,T14,T14,Jason Day,70.0,910,13
14,T14,T14,Robert Streb,70.0,1400,20
15,T14,T14,Daniel Summerhays,70.0,1890,27
16,17,17,Kevin Na,70.04,1891,27
17,18,18,Brendon Todd,70.07,2032,29
18,19,19,Jerry Kelly,70.09,1542,22
19,20,20,Bubba Watson,70.11,1332,19
20,21,21,Graham DeLaet,70.13,1613,23
21,22,22,Retief Goosen,70.16,1754,25
22,T23,T23,Ben Crane,70.17,1684,24
23,T23,T23,Robert Garrigus,70.17,1684,24
24,25,25,Chad Campbell,70.18,1193,17
25,T26,T26,Chris Kirk,70.22,1896,27
26,T26,T26,Justin Rose,70.22,1264,18
27,28,28,Jordan Spieth,70.23,1826,26
28,29,29,Bill Haas,70.27,1827,26
29,30,30,Brandt Snedeker,70.29,1687,24
30,T31,T31,Jason Kokrak,70.32,1336,19
31,T31,T31,Camilo Villegas,70.32,1969,28
32,33,33,Harris English,70.33,1899,27
33,34,34,Jimmy Walker,70.42,1831,26
34,35,35,Brian Harman,70.44,2254,32
35,T36,T36,Billy Hurley III,70.46,1832,26
36,T36,T36,Freddie Jacobson,70.46,1832,26
37,T36,T36,Andrew Svoboda,70.46,1691,24
38,39,39,Brad Fritsch,70.5,1128,16
39,T40,T40,Brendon de Jonge,70.52,2186,31
40,T40,T40,Marc Leishman,70.52,1622,23
41,42,42,Shawn Stefani,70.53,1199,17
42,43,43,Cameron Tringale,70.55,2187,31
43,T44,T44,Ricky Barnes,70.56,1764,25
44,T44,T44,Paul Casey,70.56,1129,16
45,T44,T44,Kevin Chappell,70.56,1905,27
46,T44,T44,Brooks Koepka,70.56,1129,16
47,T44,T44,Graeme McDowell,70.56,1129,16
48,49,49,Scott Brown,70.57,2117,30
49,50,50,Seung-Yul Noh,70.58,1835,26
50,51,51,Willy Wilcox,70.6,1059,15
51,52,52,Tim Wilkinson,70.63,1695,24
52,53,53,Justin Leonard,70.64,1554,22
53,54,54,Charl Schwartzel,70.65,1201,17
54,55,55,Hideki Matsuyama,70.67,1484,21
55,T56,T56,Stewart Cink,70.68,1767,25
56,T56,T56,David Toms,70.68,1343,19
57,T56,T56,Jhonattan Vegas,70.68,1555,22
58,59,59,Martin Flores,70.69,1838,26
