,Early_Par_4_Scoring_Average_RANK THIS WEEK,Early_Par_4_Scoring_Average_RANK LAST WEEK,Early_Par_4_Scoring_Average_PLAYER NAME,Early_Par_4_Scoring_Average_ROUNDS,Early_Par_4_Scoring_Average_AVG,Early_Par_4_Scoring_Average_TOTAL STROKES,Early_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Adam Scott,68,3.92,917,234
1,2,2,Justin Rose,70,3.94,1140,289
2,3,3,Jimmy Walker,98,3.95,1890,478
3,T4,T4,Jim Furyk,84,3.96,1185,299
4,T4,T4,Michael Thompson,74,3.96,1771,447
5,6,6,Dustin Johnson,58,3.97,913,230
6,T7,T7,Keegan Bradley,89,3.98,1541,387
7,T7,T7,Kevin Chappell,100,3.98,2133,536
8,T7,T7,Sergio Garcia,61,3.98,964,242
9,T7,T7,Charles Howell III,106,3.98,2385,600
10,T7,T7,Matt Kuchar,91,3.98,1349,339
11,T12,T12,Erik Compton,88,3.99,1825,457
12,T12,T12,Russell Knox,92,3.99,2153,539
13,T12,T12,Danny Lee,84,3.99,1717,430
14,T12,T12,Andrew Loupe,65,3.99,1286,322
15,T12,T12,Ryan Moore,86,3.99,1463,367
16,T12,T12,Ryan Palmer,85,3.99,1666,418
17,T12,T12,Brendan Steele,89,3.99,2067,518
18,T19,T19,Luke Guthrie,85,4.0,1972,493
19,T19,T19,Chris Kirk,105,4.0,2048,512
20,T19,T19,Jason Kokrak,65,4.0,1145,286
21,T19,T19,Jeff Overton,80,4.0,1981,495
22,T19,T19,Henrik Stenson,56,4.0,860,215
23,T19,T19,Robert Streb,75,4.0,1457,364
24,T19,T19,David Toms,64,4.0,1457,364
25,T19,T19,Gary Woodland,93,4.0,1984,496
26,T27,T27,Harris English,95,4.01,2078,518
27,T27,T27,Retief Goosen,94,4.01,2019,503
28,T27,T27,Charley Hoffman,93,4.01,2084,520
29,T27,T27,Brooks Koepka,56,4.01,1450,362
30,T27,T27,Graeme McDowell,66,4.01,1323,330
31,T27,T27,Rory McIlroy,66,4.01,894,223
32,T27,T27,Phil Mickelson,71,4.01,1551,387
33,T27,T27,Webb Simpson,87,4.01,2043,509
34,T27,T27,Jordan Spieth,102,4.01,1705,425
35,T27,T27,Brian Stuard,91,4.01,1835,458
36,T27,T27,Daniel Summerhays,98,4.01,2264,564
37,T27,T27,Bubba Watson,76,4.01,1356,338
38,T39,T39,Bud Cauley,56,4.02,1056,263
39,T39,T39,Ben Crane,81,4.02,1874,466
40,T39,T39,Graham DeLaet,80,4.02,1517,377
41,T39,T39,Rickie Fowler,91,4.02,1834,456
42,T39,T39,Brad Fritsch,50,4.02,1005,250
43,T39,T39,Jerry Kelly,80,4.02,1964,488
44,T39,T39,Kevin Kisner,85,4.02,1766,439
45,T39,T39,William McGirt,96,4.02,2156,536
46,T39,T39,George McNeill,79,4.02,1805,449
47,T39,T39,Kevin Na,94,4.02,1899,472
48,T39,T39,Patrick Reed,92,4.02,2049,510
49,T39,T39,Chris Stroud,88,4.02,1834,456
50,T39,T39,Andrew Svoboda,77,4.02,1719,428
51,T39,T39,Hudson Swafford,75,4.02,1592,396
52,T39,T39,Bo Van Pelt,83,4.02,1724,429
53,T39,T39,Camilo Villegas,95,4.02,2350,585
54,T39,T39,Tim Wilkinson,86,4.02,1631,406
55,T56,T56,Ricky Barnes,92,4.03,2144,532
56,T56,T56,Scott Brown,100,4.03,2251,558
57,T56,T56,Greg Chalmers,85,4.03,1717,426
58,T56,T56,Jason Day,54,4.03,737,183
59,T56,T56,Bill Haas,107,4.03,2234,555
60,T56,T56,David Hearn,97,4.03,2397,595
61,T56,T56,J.J. Henry,91,4.03,2199,546
62,T56,T56,Hunter Mahan,88,4.03,1728,429
63,T56,T56,Ben Martin,80,4.03,1597,396
64,T56,T56,Michael Putnam,106,4.03,2359,585
65,T56,T56,Charl Schwartzel,64,4.03,1202,298
66,T56,T56,John Senden,99,4.03,2127,528
67,T56,T56,Kevin Streelman,79,4.03,1522,378
68,T56,T56,Cameron Tringale,111,4.03,2731,677
69,T70,T70,Jonas Blixt,64,4.04,1489,369
70,T70,T70,Ernie Els,85,4.04,1836,454
71,T70,T70,Martin Flores,85,4.04,1942,481
72,T70,T70,Billy Hurley III,86,4.04,1972,488
73,T70,T70,Scott Langley,95,4.04,2026,502
74,T70,T70,Hideki Matsuyama,82,4.04,1735,429
75,T70,T70,Andres Romero,81,4.04,2002,496
76,T70,T70,Heath Slocum,71,4.04,1665,412
77,T70,T70,Brandt Snedeker,89,4.04,1717,425
78,T70,T70,Brendon Todd,108,4.04,2299,569
79,T80,T80,Robert Allenby,83,4.05,1904,470
80,T80,T80,Sangmoon Bae,76,4.05,1725,426
81,T80,T80,Charlie Beljan,76,4.05,1508,372
82,T80,T80,Ángel Cabrera,69,4.05,1702,420
83,T80,T80,Paul Casey,56,4.05,1374,339
84,T80,T80,Stewart Cink,91,4.05,2100,519
