,Tenth_Tee_Late_Round_4_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_4_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_4_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_4_Scoring_Average_AVG,Tenth_Tee_Late_Round_4_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Russell Knox,62.0,62,1
1,2,2,Billy Horschel,64.0,64,1
2,T3,T3,Kevin Na,65.0,65,1
3,T3,T3,Bo Van Pelt,65.0,65,1
4,T5,T5,Kevin Chappell,66.0,66,1
5,T5,T5,Ken Duke,66.0,66,1
6,T5,T5,Ryan Moore,66.0,66,1
7,T5,T5,Carl Pettersson,66.0,66,1
8,T5,T5,Brendon Todd,66.0,66,1
9,T5,T5,Camilo Villegas,66.0,132,2
10,11,11,James Hahn,66.33,199,3
11,12,12,Erik Compton,66.5,133,2
12,13,13,Patrick Reed,67.0,67,1
13,14,14,Henrik Stenson,67.5,135,2
14,15,15,Roberto Castro,67.67,203,3
15,T16,T16,Chad Campbell,68.0,136,2
16,T16,T16,Stewart Cink,68.0,68,1
17,T16,T16,Brendon de Jonge,68.0,68,1
18,T16,T16,Jason Dufner,68.0,68,1
19,T16,T16,Justin Hicks,68.0,68,1
20,T16,T16,Charley Hoffman,68.0,204,3
21,T16,T16,Charles Howell III,68.0,68,1
22,T16,T16,Danny Lee,68.0,68,1
23,T16,T16,Kevin Streelman,68.0,136,2
24,T16,T16,Daniel Summerhays,68.0,68,1
25,T16,T16,Hudson Swafford,68.0,68,1
26,27,27,Heath Slocum,68.5,137,2
27,28,28,Michael Putnam,68.67,206,3
28,T29,T29,Stuart Appleby,69.0,69,1
29,T29,T29,K.J. Choi,69.0,69,1
30,T29,T29,Billy Hurley III,69.0,69,1
31,T29,T29,Ryo Ishikawa,69.0,69,1
32,T29,T29,Matt Jones,69.0,69,1
33,T29,T29,Robert Streb,69.0,69,1
34,T29,T29,Tim Wilkinson,69.0,138,2
35,T29,T29,Mark Wilson,69.0,69,1
36,37,37,John Senden,69.33,208,3
37,T38,T38,Jonas Blixt,70.0,140,2
38,T38,T38,Steven Bowditch,70.0,210,3
39,T38,T38,Ernie Els,70.0,70,1
40,T38,T38,Morgan Hoffmann,70.0,70,1
41,T38,T38,Freddie Jacobson,70.0,70,1
42,T38,T38,Jason Kokrak,70.0,70,1
43,T38,T38,Justin Leonard,70.0,140,2
44,T38,T38,Davis Love III,70.0,140,2
45,T38,T38,Brandt Snedeker,70.0,70,1
46,T38,T38,Scott Stallings,70.0,140,2
47,T38,T38,Brian Stuard,70.0,70,1
48,T38,T38,Johnson Wagner,70.0,70,1
49,T50,T50,Ben Crane,70.5,141,2
50,T50,T50,Brian Harman,70.5,141,2
51,T50,T50,Will MacKenzie,70.5,141,2
52,T50,T50,William McGirt,70.5,141,2
53,T54,T54,Russell Henley,70.67,212,3
54,T54,T54,Kevin Kisner,70.67,212,3
55,T54,T54,Josh Teater,70.67,212,3
56,T57,T57,Robert Allenby,71.0,71,1
57,T57,T57,Brian Gay,71.0,142,2
58,T57,T57,Retief Goosen,71.0,71,1
59,T57,T57,John Huh,71.0,142,2
60,T57,T57,Marc Leishman,71.0,71,1
61,T57,T57,Jamie Lovemark,71.0,71,1
62,T57,T57,Hunter Mahan,71.0,213,3
63,T57,T57,Sean O'Hair,71.0,71,1
64,T57,T57,Kevin Stadler,71.0,71,1
65,T66,T66,Richard Lee,71.5,143,2
66,T66,T66,Charlie Wi,71.5,143,2
67,68,68,Charlie Beljan,71.67,215,3
68,T69,T69,Woody Austin,72.0,72,1
69,T69,T69,Jason Bohn,72.0,72,1
70,T69,T69,Luke Guthrie,72.0,144,2
71,T69,T69,Jerry Kelly,72.0,72,1
72,T69,T69,D.H. Lee,72.0,72,1
73,T74,T74,Sangmoon Bae,72.5,145,2
74,T74,T74,Scott Brown,72.5,145,2
75,T74,T74,Webb Simpson,72.5,145,2
76,77,77,Brian Davis,72.75,291,4
77,T78,T78,Tim Clark,73.0,73,1
78,T78,T78,Graham DeLaet,73.0,73,1
79,T78,T78,Derek Ernst,73.0,146,2
80,T78,T78,Matt Every,73.0,73,1
81,T78,T78,Jim Herman,73.0,73,1
82,T78,T78,Troy Matteson,73.0,73,1
83,T78,T78,Troy Merritt,73.0,73,1
84,T78,T78,Ryan Palmer,73.0,73,1
85,T78,T78,Nicholas Thompson,73.0,146,2
86,T78,T78,Tyrone Van Aswegen,73.0,146,2
87,T78,T78,Jhonattan Vegas,73.0,146,2
88,T78,T78,Nick Watney,73.0,73,1
89,T78,T78,Mike Weir,73.0,292,4
90,91,91,Greg Chalmers,73.33,220,3
91,92,92,Tommy Gainey,73.5,147,2
92,T93,T93,Jonathan Byrd,74.0,74,1
93,T93,T93,Ben Curtis,74.0,222,3
94,T93,T93,Lucas Glover,74.0,74,1
95,T93,T93,David Lingmerth,74.0,148,2
96,T93,T93,John Merrick,74.0,74,1
97,T93,T93,Bryce Molder,74.0,148,2
98,T93,T93,Pat Perez,74.0,148,2
99,T93,T93,Rory Sabbatini,74.0,74,1
100,T93,T93,Y.E. Yang,74.0,222,3
101,T102,T102,Martin Flores,74.5,149,2
102,T102,T102,J.B. Holmes,74.5,149,2
103,T102,T102,John Peterson,74.5,149,2
104,T102,T102,Kyle Stanley,74.5,149,2
105,T102,T102,Cameron Tringale,74.5,149,2
106,T107,T107,J.J. Henry,75.0,75,1
107,T107,T107,Scott Langley,75.0,75,1
108,T107,T107,John Rollins,75.0,225,3
109,T110,T110,Aaron Baddeley,76.0,76,1
110,T110,T110,Bud Cauley,76.0,76,1
111,T110,T110,Chris Kirk,76.0,152,2
112,T110,T110,D.A. Points,76.0,76,1
113,T110,T110,Vijay Singh,76.0,76,1
