,Front_9_Par_4_Scoring_Average_RANK THIS WEEK,Front_9_Par_4_Scoring_Average_RANK LAST WEEK,Front_9_Par_4_Scoring_Average_PLAYER NAME,Front_9_Par_4_Scoring_Average_ROUNDS,Front_9_Par_4_Scoring_Average_AVG,Front_9_Par_4_Scoring_Average_TOTAL STROKES,Front_9_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Ryan Palmer,85,3.94,1877,476
1,2,2,Sergio Garcia,61,3.95,1305,330
2,T3,T3,Jim Furyk,84,3.96,1758,444
3,T3,T3,Charles Howell III,106,3.96,2342,592
4,T3,T3,Rory McIlroy,66,3.96,1408,356
5,T3,T3,Robert Streb,75,3.96,1563,395
6,T7,T7,Matt Kuchar,91,3.97,1951,492
7,T7,T7,Justin Rose,70,3.97,1494,376
8,T9,T9,Jonas Blixt,64,3.98,1362,342
9,T9,T9,Keegan Bradley,89,3.98,1944,488
10,T9,T9,Dustin Johnson,58,3.98,1255,315
11,T9,T9,Jason Kokrak,65,3.98,1412,355
12,T9,T9,Adam Scott,68,3.98,1527,384
13,T9,T9,David Toms,64,3.98,1405,353
14,T9,T9,Bubba Watson,76,3.98,1642,413
15,T16,T16,Jason Day,54,3.99,1070,268
16,T16,T16,Rickie Fowler,91,3.99,1878,471
17,T16,T16,Charley Hoffman,93,3.99,2029,509
18,T16,T16,George McNeill,79,3.99,1783,447
19,T16,T16,Ian Poulter,57,3.99,1222,306
20,T16,T16,Charl Schwartzel,64,3.99,1395,350
21,T16,T16,Chris Stroud,88,3.99,1971,494
22,T16,T16,Daniel Summerhays,98,3.99,2168,544
23,T16,T16,Camilo Villegas,95,3.99,2115,530
24,T16,T16,Jimmy Walker,98,3.99,2149,538
25,T26,T26,Bud Cauley,56,4.0,1260,315
26,T26,T26,Ben Crane,81,4.0,1839,460
27,T26,T26,Graham DeLaet,80,4.0,1769,442
28,T26,T26,Hideki Matsuyama,82,4.0,1804,451
29,T26,T26,Phil Mickelson,71,4.0,1553,388
30,T26,T26,Kevin Na,94,4.0,2129,532
31,T26,T26,Gary Woodland,93,4.0,2033,508
32,T33,T33,Kevin Chappell,100,4.01,2132,532
