,Back_9_Par_4_Scoring_Average_RANK THIS WEEK,Back_9_Par_4_Scoring_Average_RANK LAST WEEK,Back_9_Par_4_Scoring_Average_PLAYER NAME,Back_9_Par_4_Scoring_Average_ROUNDS,Back_9_Par_4_Scoring_Average_AVG,Back_9_Par_4_Scoring_Average_TOTAL STROKES,Back_9_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Rory McIlroy,66,3.93,1321,336
1,2,2,Adam Scott,68,3.95,1455,368
2,T3,T3,Sergio Garcia,61,3.97,1215,306
3,T3,T3,Matt Kuchar,91,3.97,1900,478
4,5,5,Jerry Kelly,80,3.98,1686,424
5,T6,T6,Chad Campbell,57,3.99,1134,284
6,T6,T6,Harris English,95,3.99,1964,492
7,T6,T6,Graeme McDowell,66,3.99,1312,329
8,T9,T9,Jeff Overton,80,4.0,1639,410
9,T9,T9,Brian Stuard,91,4.0,1853,463
10,T9,T9,David Toms,64,4.0,1320,330
11,T9,T9,Jimmy Walker,98,4.0,2027,507
12,T13,T13,Tim Clark,75,4.01,1649,411
13,T13,T13,Jim Furyk,84,4.01,1679,419
14,T13,T13,Bill Haas,107,4.01,2188,546
15,T13,T13,Justin Hicks,103,4.01,2103,524
16,T13,T13,Chris Kirk,105,4.01,2228,555
17,T13,T13,Ryan Moore,86,4.01,1773,442
18,T13,T13,Webb Simpson,87,4.01,1795,448
19,T20,T20,Jonathan Byrd,76,4.02,1528,380
20,T20,T20,Kevin Chappell,100,4.02,2000,497
21,T20,T20,Charley Hoffman,93,4.02,1928,480
22,T20,T20,Billy Horschel,92,4.02,1922,478
23,T20,T20,Charles Howell III,106,4.02,2252,560
24,T20,T20,Martin Kaymer,65,4.02,1375,342
25,T20,T20,Russell Knox,92,4.02,1972,491
26,T20,T20,Brooks Koepka,56,4.02,1199,298
27,T20,T20,Bronson La'Cassie,51,4.02,990,246
28,T20,T20,Martin Laird,66,4.02,1328,330
29,T20,T20,Andrew Loupe,65,4.02,1328,330
30,T20,T20,Kevin Na,94,4.02,1951,485
31,T20,T20,Carl Pettersson,91,4.02,1968,489
32,T20,T20,Patrick Reed,92,4.02,1937,482
33,T20,T20,Heath Slocum,71,4.02,1525,379
34,T20,T20,Andrew Svoboda,77,4.02,1666,414
