,Early_Par_3_Scoring_Average_RANK THIS WEEK,Early_Par_3_Scoring_Average_RANK LAST WEEK,Early_Par_3_Scoring_Average_PLAYER NAME,Early_Par_3_Scoring_Average_ROUNDS,Early_Par_3_Scoring_Average_AVG,Early_Par_3_Scoring_Average_TOTAL STROKES,Early_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Rory McIlroy,66,2.89,243,84
1,2,2,Troy Merritt,62,2.93,404,138
2,T3,T3,Russell Knox,92,2.94,599,204
3,T3,T3,Scott Langley,95,2.94,547,186
4,T3,T3,Will MacKenzie,82,2.94,476,162
5,T6,T6,Keegan Bradley,89,2.95,425,144
6,T6,T6,Sergio Garcia,61,2.95,260,88
7,T6,T6,D.H. Lee,54,2.95,351,119
8,T9,T9,Dustin Johnson,58,2.96,246,83
9,T9,T9,Justin Leonard,75,2.96,503,170
10,T11,T11,Scott Brown,100,2.97,618,208
11,T11,T11,Harris English,95,2.97,564,190
12,T11,T11,Ryo Ishikawa,75,2.97,439,148
13,T11,T11,Tyrone Van Aswegen,79,2.97,516,174
14,T15,T15,Freddie Jacobson,91,2.98,557,187
15,T15,T15,Ryan Moore,86,2.98,402,135
16,T17,T17,Robert Allenby,83,2.99,524,175
17,T17,T17,Stuart Appleby,92,2.99,625,209
18,T17,T17,John Huh,87,2.99,580,194
19,T17,T17,David Toms,64,2.99,401,134
20,T17,T17,Jimmy Walker,98,2.99,514,172
21,T22,T22,Matt Kuchar,91,3.0,375,125
22,T22,T22,John Peterson,62,3.0,354,118
23,T22,T22,Rory Sabbatini,82,3.0,507,169
24,T22,T22,John Senden,99,3.0,582,194
25,T22,T22,Chris Stroud,88,3.0,504,168
26,T22,T22,Michael Thompson,74,3.0,504,168
27,T28,T28,Aaron Baddeley,74,3.01,419,139
28,T28,T28,Chad Campbell,57,3.01,328,109
29,T28,T28,Tim Clark,75,3.01,463,154
30,T28,T28,Jason Day,54,3.01,208,69
31,T28,T28,Graham DeLaet,80,3.01,427,142
32,T28,T28,Ken Duke,80,3.01,548,182
33,T28,T28,Matt Every,85,3.01,499,166
34,T28,T28,Gonzalo Fernandez-Castaño,83,3.01,541,180
35,T28,T28,Brice Garnett,92,3.01,581,193
36,T28,T28,Luke Guthrie,85,3.01,548,182
37,T28,T28,Brian Harman,111,3.01,707,235
38,T28,T28,Pat Perez,84,3.01,482,160
39,T28,T28,Michael Putnam,106,3.01,656,218
40,T28,T28,Patrick Reed,92,3.01,551,183
41,T28,T28,Charl Schwartzel,64,3.01,325,108
42,T28,T28,Camilo Villegas,95,3.01,660,219
43,T44,T44,Chad Collins,78,3.02,465,154
44,T44,T44,Retief Goosen,94,3.02,564,187
45,T44,T44,Morgan Hoffmann,103,3.02,589,195
46,T44,T44,Brooks Koepka,56,3.02,401,133
47,T44,T44,Richard Lee,80,3.02,490,162
48,T44,T44,William McGirt,96,3.02,601,199
49,T44,T44,Wes Roach,67,3.02,429,142
50,T44,T44,Kevin Stadler,90,3.02,607,201
51,T44,T44,Bubba Watson,76,3.02,375,124
52,T53,T53,Ben Curtis,77,3.03,485,160
53,T53,T53,Brendon de Jonge,109,3.03,734,242
54,T53,T53,Luke Donald,57,3.03,406,134
55,T53,T53,David Hearn,97,3.03,669,221
56,T53,T53,Matt Jones,83,3.03,528,174
57,T53,T53,Chris Kirk,105,3.03,567,187
58,T53,T53,Marc Leishman,81,3.03,470,155
59,T53,T53,Spencer Levin,59,3.03,433,143
60,T53,T53,Graeme McDowell,66,3.03,363,120
61,T53,T53,Seung-Yul Noh,92,3.03,613,202
62,T53,T53,Louis Oosthuizen,50,3.03,270,89
63,T53,T53,Scott Stallings,77,3.03,515,170
64,T53,T53,Shawn Stefani,60,3.03,424,140
65,T53,T53,Henrik Stenson,56,3.03,242,80
66,T53,T53,Brian Stuard,91,3.03,515,170
67,T53,T53,Hudson Swafford,75,3.03,443,146
68,T53,T53,Brendon Todd,108,3.03,639,211
69,T70,T70,Sangmoon Bae,76,3.04,487,160
70,T70,T70,Ricky Barnes,92,3.04,586,193
71,T70,T70,Greg Chalmers,85,3.04,481,158
72,T70,T70,Kevin Chappell,100,3.04,618,203
73,T70,T70,Jason Dufner,57,3.04,334,110
74,T70,T70,Billy Hurley III,86,3.04,538,177
75,T70,T70,George McNeill,79,3.04,507,167
76,T70,T70,Daniel Summerhays,98,3.04,662,218
77,T78,T78,Jason Bohn,81,3.05,500,164
78,T78,T78,K.J. Choi,80,3.05,559,183
79,T78,T78,Stewart Cink,91,3.05,591,194
