,Par_3_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_3_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_3_Birdie_or_Better_Leaders_PLAYER NAME,Par_3_Birdie_or_Better_Leaders_ROUNDS,Par_3_Birdie_or_Better_Leaders_%,Par_3_Birdie_or_Better_Leaders_PAR 3 BIRDIES OR BETTER,Par_3_Birdie_or_Better_Leaders_PAR 3 HOLES
0,1,1,Jimmy Walker,98,18.11,69,381
1,2,2,Ryan Moore,86,18.07,60,332
2,T3,T3,Dustin Johnson,58,17.78,40,225
3,T3,T3,Tyrone Van Aswegen,79,17.78,56,315
4,5,5,Scott Brown,100,17.71,71,401
5,6,6,Harris English,95,17.57,65,370
6,7,7,Charl Schwartzel,64,17.34,43,248
7,8,8,Rory Sabbatini,82,16.93,54,319
8,9,9,Tommy Gainey,73,16.67,47,282
9,10,10,Robert Allenby,83,16.41,54,329
10,11,11,Brendon Todd,108,16.4,72,439
11,12,12,Bo Van Pelt,83,16.32,55,337
12,13,13,William McGirt,96,16.2,63,389
13,14,14,Tim Clark,75,16.17,49,303
14,15,15,Kevin Stadler,90,16.16,58,359
15,16,16,Will MacKenzie,82,16.12,54,335
16,17,17,Rory McIlroy,66,16.02,41,256
17,18,18,Troy Merritt,62,16.0,40,250
18,19,19,Ricky Barnes,92,15.97,57,357
19,20,20,Sergio Garcia,61,15.95,37,232
20,21,21,Stewart Cink,91,15.76,58,368
21,22,22,Wes Roach,67,15.63,40,256
22,23,23,John Peterson,62,15.57,38,244
23,24,24,Ryo Ishikawa,75,15.36,47,306
24,T25,T25,Charley Hoffman,93,15.3,58,379
25,T25,T25,Chris Stroud,88,15.3,54,353
26,27,27,Keegan Bradley,89,15.25,54,354
27,28,28,Gonzalo Fernandez-Castaño,83,15.24,50,328
28,29,29,Martin Kaymer,65,15.23,39,256
29,30,30,Ben Crane,81,15.15,50,330
30,31,31,Brian Harman,111,15.08,68,451
31,32,32,Louis Oosthuizen,50,15.05,28,186
32,33,33,Daniel Summerhays,98,15.04,60,399
33,34,34,Jordan Spieth,102,15.01,59,393
34,35,35,Richard Lee,80,14.87,47,316
35,36,36,Michael Thompson,74,14.81,44,297
36,T37,T37,Luke Guthrie,85,14.78,51,345
37,T37,T37,Scott Langley,95,14.78,56,379
38,39,39,Robert Garrigus,80,14.72,48,326
39,40,40,Jason Kokrak,65,14.66,39,266
40,41,41,George McNeill,79,14.64,47,321
41,42,42,Kyle Stanley,87,14.63,49,335
42,T43,T43,Ryan Palmer,85,14.58,50,343
43,T43,T43,Camilo Villegas,95,14.58,56,384
44,T45,T45,Danny Lee,84,14.51,47,324
45,T45,T45,Marc Leishman,81,14.51,47,324
46,47,47,Brian Stuard,91,14.49,51,352
47,48,48,Andrew Svoboda,77,14.47,45,311
48,49,49,Chad Campbell,57,14.42,31,215
49,50,50,Matt Every,85,14.41,50,347
50,51,51,Phil Mickelson,71,14.39,41,285
51,52,52,Justin Leonard,75,14.38,44,306
52,T53,T53,Ken Duke,80,14.33,45,314
53,T53,T53,Matt Jones,83,14.33,48,335
54,T55,T55,Freddie Jacobson,91,14.29,53,371
55,T55,T55,Hudson Swafford,75,14.29,41,287
56,57,57,David Hearn,97,14.25,56,393
57,58,58,Adam Scott,68,14.18,38,268
58,59,59,Stuart Appleby,92,14.17,52,367
59,60,60,Brooks Koepka,56,14.16,32,226
60,61,61,Justin Hicks,103,14.14,57,403
61,62,62,Russell Knox,92,14.13,53,375
62,63,63,Graham DeLaet,80,14.06,45,320
63,64,64,Luke Donald,57,14.04,32,228
64,65,65,John Huh,87,14.03,47,335
65,66,66,Russell Henley,92,13.97,51,365
66,T67,T67,Brandt Snedeker,89,13.96,49,351
67,T67,T67,Scott Stallings,77,13.96,43,308
68,69,69,John Senden,99,13.9,56,403
69,70,70,Kevin Chappell,100,13.88,54,389
70,71,71,Zach Johnson,97,13.87,53,382
71,72,72,Chad Collins,78,13.86,42,303
72,73,73,Chris Kirk,105,13.8,57,413
73,74,74,Briny Baird,50,13.79,28,203
74,75,75,Hideki Matsuyama,82,13.75,44,320
75,76,76,Billy Horschel,92,13.69,49,358
76,T77,T77,Ángel Cabrera,69,13.67,38,278
77,T77,T77,Heath Slocum,71,13.67,38,278
78,79,79,David Toms,64,13.55,34,251
79,80,80,Billy Hurley III,86,13.54,47,347
80,81,81,Ernie Els,85,13.52,43,318
81,82,82,Michael Putnam,106,13.49,56,415
82,83,83,Morgan Hoffmann,103,13.47,54,401
83,84,84,Pat Perez,84,13.41,46,343
84,85,85,D.A. Points,75,13.4,39,291
85,86,86,Matt Kuchar,91,13.35,47,352
86,87,87,Brad Fritsch,50,13.33,26,195
87,88,88,Charlie Beljan,76,13.31,39,293
88,89,89,Jason Bohn,81,13.29,44,331
89,90,90,Spencer Levin,59,13.28,32,241
90,91,91,Paul Casey,56,13.27,30,226
91,92,92,Mike Weir,69,13.26,35,264
92,93,93,Derek Ernst,80,13.2,40,303
93,94,94,Jim Herman,62,13.19,31,235
94,95,95,Retief Goosen,94,13.11,48,366
95,96,96,Kevin Na,94,13.05,50,383
96,97,97,Tim Wilkinson,86,13.03,43,330
97,98,98,Andrew Loupe,65,13.01,32,246
98,99,99,Jeff Overton,80,12.99,40,308
99,T100,T100,Henrik Stenson,56,12.96,28,216
100,T100,T100,Nick Watney,80,12.96,39,301
101,102,102,Brendan Steele,89,12.87,44,342
102,T103,T103,Andres Romero,81,12.86,40,311
103,T103,T103,Cameron Tringale,111,12.86,58,451
104,105,105,Jerry Kelly,80,12.84,42,327
105,106,106,Jamie Lovemark,64,12.81,31,242
106,T107,T107,Bill Haas,107,12.8,54,422
107,T107,T107,Webb Simpson,87,12.8,43,336
108,109,109,Kevin Kisner,85,12.75,44,345
109,110,110,Sean O'Hair,77,12.74,40,314
110,111,111,D.H. Lee,54,12.68,26,205
111,112,112,Seung-Yul Noh,92,12.67,47,371
112,113,113,Ben Martin,80,12.65,41,324
113,114,114,Charlie Wi,72,12.63,36,285
114,115,115,J.B. Holmes,86,12.61,44,349
115,116,116,David Lingmerth,80,12.58,39,310
116,117,117,Jim Renner,61,12.55,30,239
117,118,118,Kevin Streelman,79,12.5,39,312
118,119,119,Ben Curtis,77,12.46,37,297
119,120,120,Bubba Watson,76,12.33,36,292
120,121,121,Brian Gay,81,12.3,39,317
121,122,122,Chesson Hadley,84,12.28,42,342
122,123,123,Patrick Reed,92,12.26,44,359
123,124,124,James Hahn,82,12.23,40,327
124,125,125,Steven Bowditch,93,12.2,46,377
125,126,126,Bryce Molder,77,12.12,36,297
126,127,127,Brice Garnett,92,12.11,43,355
127,128,128,Shawn Stefani,60,12.08,29,240
128,129,129,Erik Compton,88,12.01,43,358
129,130,130,Jim Furyk,84,12.0,39,325
130,T131,T131,Rickie Fowler,91,11.99,41,342
131,T131,T131,Y.E. Yang,79,11.99,38,317
132,133,133,Kevin Tway,64,11.98,29,242
133,134,134,Jeff Maggert,54,11.93,26,218
134,135,135,Gary Woodland,93,11.89,44,370
135,136,136,Greg Chalmers,85,11.82,39,330
136,137,137,Sangmoon Bae,76,11.76,36,306
137,138,138,James Driscoll,71,11.68,34,291
138,139,139,Aaron Baddeley,74,11.64,34,292
139,140,140,Justin Rose,70,11.59,32,276
140,141,141,Robert Streb,75,11.58,33,285
141,142,142,Lucas Glover,68,11.57,31,268
142,143,143,Jonathan Byrd,76,11.56,34,294
143,144,144,Hunter Mahan,88,11.44,39,341
144,145,145,Josh Teater,90,11.42,41,359
145,T146,T146,K.J. Choi,80,11.38,37,325
146,T146,T146,John Merrick,87,11.38,38,334
147,148,148,Johnson Wagner,69,11.36,30,264
148,149,149,J.J. Henry,91,11.33,40,353
149,150,150,"Ted Potter, Jr.",68,11.15,31,278
150,151,151,Brendon de Jonge,109,11.14,49,440
151,T152,T152,Jason Dufner,57,11.11,24,216
152,T152,T152,Troy Matteson,62,11.11,26,234
153,154,154,Brian Davis,93,10.88,41,377
154,155,155,Graeme McDowell,66,10.84,27,249
155,156,156,Roberto Castro,76,10.63,32,301
156,157,157,Jhonattan Vegas,77,10.6,32,302
157,158,158,Nicholas Thompson,85,10.57,35,331
158,159,159,Carl Pettersson,91,10.3,38,369
159,160,160,Lee Westwood,57,10.27,23,224
160,161,161,Mark Wilson,69,10.23,27,264
161,162,162,Davis Love III,74,10.17,30,295
162,163,163,Ian Poulter,57,9.82,22,224
163,164,164,Bud Cauley,56,9.73,22,226
164,165,165,Trevor Immelman,84,9.63,31,322
165,166,166,Geoff Ogilvy,84,9.57,31,324
166,167,167,Vijay Singh,83,9.55,32,335
167,168,168,Charles Howell III,106,9.53,41,430
168,169,169,Jason Day,54,9.33,18,193
169,170,170,Jonas Blixt,64,9.31,23,247
170,171,171,Woody Austin,63,9.28,22,237
171,172,172,Martin Flores,85,8.99,31,345
172,173,173,Martin Laird,66,8.94,22,246
173,174,174,John Rollins,84,8.67,28,323
174,175,175,Willy Wilcox,51,8.59,17,198
175,176,176,Bronson La'Cassie,51,8.42,16,190
176,177,177,Boo Weekley,73,8.36,24,287
