,Tenth_Tee_Late_Par_4_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Par_4_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Par_4_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Par_4_Scoring_Average_ROUNDS,Tenth_Tee_Late_Par_4_Scoring_Average_AVG,Tenth_Tee_Late_Par_4_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Adam Scott,68,3.67,44,12
1,2,2,Jordan Spieth,102,3.8,38,10
2,3,3,Rory McIlroy,66,3.82,84,22
3,T4,T4,Sergio Garcia,61,3.91,172,44
4,T4,T4,Jerry Kelly,80,3.91,512,131
5,T6,T6,Keegan Bradley,89,3.92,337,86
6,T6,T6,Chad Campbell,57,3.92,376,96
7,T6,T6,Matt Kuchar,91,3.92,47,12
8,T6,T6,Hideki Matsuyama,82,3.92,329,84
9,T10,T10,Jason Dufner,57,3.93,169,43
10,T10,T10,Patrick Reed,92,3.93,299,76
11,12,12,Martin Kaymer,65,3.94,268,68
12,T13,T13,Brendon de Jonge,109,3.95,870,220
13,T13,T13,Henrik Stenson,56,3.95,296,75
14,T13,T13,Bubba Watson,76,3.95,162,41
15,T16,T16,Charley Hoffman,93,3.96,904,228
16,T16,T16,Ryan Moore,86,3.96,519,131
17,T16,T16,Kevin Na,94,3.96,757,191
18,T19,T19,Jason Day,54,3.97,131,33
19,T19,T19,Jim Furyk,84,3.97,131,33
20,T19,T19,Brian Harman,111,3.97,790,199
21,T19,T19,John Merrick,87,3.97,707,178
22,T19,T19,"Ted Potter, Jr.",68,3.97,504,127
23,T19,T19,Andrew Svoboda,77,3.97,600,151
24,T25,T25,James Hahn,82,3.98,648,163
25,T25,T25,Hunter Mahan,88,3.98,680,171
26,T25,T25,George McNeill,79,3.98,518,130
27,T25,T25,Ryan Palmer,85,3.98,577,145
28,T25,T25,Daniel Summerhays,98,3.98,677,170
29,T25,T25,Jimmy Walker,98,3.98,171,43
30,T31,T31,Morgan Hoffmann,103,3.99,579,145
31,T31,T31,Trevor Immelman,84,3.99,435,109
32,T31,T31,Freddie Jacobson,91,3.99,659,165
33,T31,T31,Heath Slocum,71,3.99,771,193
34,T35,T35,Kevin Chappell,100,4.0,600,150
35,T35,T35,Justin Rose,70,4.0,132,33
36,T35,T35,Charl Schwartzel,64,4.0,396,99
37,T35,T35,Brandt Snedeker,89,4.0,308,77
