,SG_Total_RANK THIS WEEK,SG_Total_RANK LAST WEEK,SG_Total_PLAYER NAME,SG_Total_ROUNDS,SG_Total_AVERAGE,SG_Total_TOTAL SG:T,SG_Total_TOTAL SG:T2G,SG_Total_TOTAL SG:P,SG_Total_MEASURED ROUNDS
72,73,73,Ryo Ishikawa,75,0.32299999999999995,20.002,14.324000000000002,5.682,62
73,74,74,Camilo Villegas,95,0.315,26.478,26.502,-0.021,84
74,75,75,Billy Hurley III,86,0.309,22.215999999999998,19.404,2.815,72
75,76,76,Seung-Yul Noh,92,0.306,22.945,32.036,-9.089,75
76,77,77,Ricky Barnes,92,0.302,23.518,11.286,12.237,78
77,78,78,Luke Guthrie,85,0.299,22.746,8.293,14.457,76
78,79,79,K.J. Choi,80,0.293,19.63,-2.623,22.255,67
79,80,80,Scott Langley,95,0.284,22.474,1.2890000000000001,21.185,79
80,81,81,Chad Campbell,57,0.275,12.663,32.617,-19.952,46
81,82,82,Carl Pettersson,91,0.259,22.026999999999997,33.766999999999996,-11.737,85
82,83,83,Heath Slocum,71,0.249,15.425999999999998,20.289,-4.862,62
83,84,84,Martin Kaymer,65,0.244,11.708,17.044,-5.332000000000001,48
84,T85,T85,Brendon de Jonge,109,0.22399999999999998,20.596,23.559,-2.9610000000000003,92
85,T85,T85,Will MacKenzie,82,0.22399999999999998,16.386,5.114,11.273,73
86,87,87,Martin Flores,85,0.218,14.839,24.601,-9.76,68
87,88,88,Sangmoon Bae,76,0.21600000000000003,14.056,-13.12,27.179000000000002,65
88,89,89,Ángel Cabrera,69,0.205,12.493,12.056,0.439,61
89,90,90,Michael Thompson,74,0.149,8.923,-19.026,27.951,60
90,91,91,Andres Romero,81,0.145,10.472999999999999,-14.925,25.399,72
91,92,92,Tim Wilkinson,86,0.127,9.033999999999999,-5.534,14.569,71
92,T93,T93,Stewart Cink,91,0.113,8.122,17.521,-9.399,72
93,T93,T93,Matt Jones,83,0.113,6.792999999999999,-1.716,8.511000000000001,60
94,95,95,Michael Putnam,106,0.10800000000000001,9.853,47.056000000000004,-37.202,91
95,96,96,Robert Allenby,83,0.105,7.37,18.805,-11.431,70
96,97,97,Tim Clark,75,0.086,5.317,3.781,1.538,62
97,98,98,William McGirt,96,0.079,6.596,-19.768,26.366999999999997,84
98,99,99,Kevin Streelman,79,0.07400000000000001,4.4239999999999995,4.092,0.33299999999999996,60
99,100,100,Justin Hicks,103,0.066,5.952000000000001,-0.233,6.188,90
100,T101,T101,Brian Davis,93,0.061,4.928,-6.847,11.779000000000002,81
101,T101,T101,Jeff Overton,80,0.061,4.038,2.911,1.129,66
102,103,103,Brad Fritsch,50,0.06,2.342,4.29,-1.9469999999999998,39
103,104,104,Aaron Baddeley,74,0.044000000000000004,2.589,-48.855,51.445,59
104,105,105,Morgan Hoffmann,103,0.034,3.045,-42.474,45.523,90
105,106,106,Erik Compton,88,0.023,1.716,-19.413,21.133000000000003,75
106,107,107,Danny Lee,84,0.018000000000000002,1.268,-8.47,9.737,69
107,108,108,Pat Perez,84,-0.004,-0.303,-19.16,18.859,75
108,109,109,Vijay Singh,83,-0.025,-1.868,42.119,-43.983000000000004,76
109,110,110,Ian Poulter,57,-0.038,-1.568,-4.327,2.759,41
110,111,111,Jhonattan Vegas,77,-0.055999999999999994,-3.5780000000000003,20.1,-23.675,64
111,112,112,"Ted Potter, Jr.",68,-0.09,-5.4079999999999995,7.527,-12.934000000000001,60
112,113,113,Troy Merritt,62,-0.099,-5.461,-6.787999999999999,1.325,55
113,114,114,Bud Cauley,56,-0.105,-4.832,13.065,-17.896,46
114,115,115,Russell Henley,92,-0.106,-7.9639999999999995,-32.882,24.92,75
115,116,116,Charlie Wi,72,-0.10800000000000001,-7.0329999999999995,-14.34,7.308,65
116,117,117,Martin Laird,66,-0.11599999999999999,-6.402,2.09,-8.49,55
117,118,118,Jason Bohn,81,-0.127,-9.259,-18.458,9.201,73
118,119,119,Greg Chalmers,85,-0.133,-9.728,-72.206,62.482,73
119,120,120,Andrew Loupe,65,-0.136,-6.78,-24.272,17.494,50
120,121,121,Chesson Hadley,84,-0.14,-9.926,-12.81,2.884,71
121,122,122,Josh Teater,90,-0.14300000000000002,-10.71,5.678999999999999,-16.385,75
122,123,123,Brice Garnett,92,-0.147,-11.452,-19.923,8.475,78
123,124,124,Ben Crane,81,-0.152,-11.862,-22.585,10.725999999999999,78
124,125,125,John Huh,87,-0.16899999999999998,-11.82,-0.6709999999999999,-11.142000000000001,70
125,126,126,Ken Duke,80,-0.17800000000000002,-11.759,15.212,-26.967,66
126,127,127,Justin Leonard,75,-0.18100000000000002,-11.252,-42.001999999999995,30.750999999999998,62
127,128,128,Steven Bowditch,93,-0.182,-14.173,31.111,-45.28,78
128,129,129,Jonas Blixt,64,-0.209,-8.974,-22.0,13.027999999999999,43
129,130,130,Gonzalo Fernandez-Castaño,83,-0.21100000000000002,-14.588,-6.324,-8.265,69
130,131,131,Ben Curtis,77,-0.21600000000000003,-13.812999999999999,-39.434,25.623,64
131,132,132,Louis Oosthuizen,50,-0.217,-6.517,6.367999999999999,-12.882,30
132,133,133,J.J. Henry,91,-0.21899999999999997,-17.051,-2.479,-14.565999999999999,78
133,134,134,Bryce Molder,77,-0.233,-14.936,-30.861,15.929,64
134,135,135,James Hahn,82,-0.23600000000000002,-17.238,5.096,-22.331999999999997,73
135,136,136,Sean O'Hair,77,-0.244,-16.374000000000002,-21.881,5.51,67
136,137,137,Tyrone Van Aswegen,79,-0.247,-16.054000000000002,-17.125999999999998,1.074,65
137,138,138,Boo Weekley,73,-0.27699999999999997,-15.526,48.974,-64.497,56
138,139,139,Charlie Beljan,76,-0.289,-19.35,-3.8569999999999998,-15.491,67
139,140,140,Jonathan Byrd,76,-0.298,-19.399,-1.781,-17.614,65
140,141,141,Roberto Castro,76,-0.3,-17.692,4.981,-22.671,59
141,142,142,David Lingmerth,80,-0.307,-20.558000000000003,-14.734000000000002,-5.82,67
142,143,143,Hudson Swafford,75,-0.316,-18.320999999999998,-6.7010000000000005,-11.617,58
143,144,144,Trevor Immelman,84,-0.317,-21.237,10.544,-31.78,67
144,145,145,Spencer Levin,59,-0.324,-16.203,-11.515,-4.683,50
145,146,146,Jamie Lovemark,64,-0.35100000000000003,-16.487000000000002,11.030999999999999,-27.518,47
146,147,147,Geoff Ogilvy,84,-0.363,-26.5,-2.301,-24.193,73
147,148,148,Davis Love III,74,-0.418,-26.316,-3.54,-22.774,63
148,149,149,Richard Lee,80,-0.43200000000000005,-26.374000000000002,-53.552,27.183000000000003,61
149,150,150,Chad Collins,78,-0.446,-27.185,-53.902,26.719,61
150,151,151,Brian Gay,81,-0.465,-29.278000000000002,-46.178000000000004,16.901,63
151,152,152,John Peterson,62,-0.48,-26.394000000000002,18.675,-45.067,55
152,T153,T153,John Merrick,87,-0.517,-37.219,3.7060000000000004,-40.919000000000004,72
153,T153,T153,Nicholas Thompson,85,-0.517,-36.169000000000004,7.348,-43.513999999999996,70
154,155,155,Bronson La'Cassie,51,-0.519,-18.682000000000002,-15.512,-3.17,36
155,156,156,Tommy Gainey,73,-0.521,-31.285999999999998,-32.424,1.14,60
156,157,157,Y.E. Yang,79,-0.536,-32.695,-28.261,-4.43,61
157,158,158,Wes Roach,67,-0.5539999999999999,-27.719,-27.701999999999998,-0.015,50
158,159,159,Johnson Wagner,69,-0.565,-32.795,-35.723,2.927,58
159,160,160,Rory Sabbatini,82,-0.5710000000000001,-37.089,-15.923,-21.162,65
160,161,161,Briny Baird,50,-0.575,-25.874000000000002,-18.848,-7.024,45
161,162,162,Mike Weir,69,-0.626,-33.194,-46.753,13.559000000000001,53
162,163,163,John Rollins,84,-0.647,-43.318999999999996,-26.451999999999998,-16.864,67
163,164,164,Scott Stallings,77,-0.6729999999999999,-42.42,-23.226,-19.191,63
164,165,165,Jeff Maggert,54,-0.748,-32.899,-4.204,-28.695999999999998,44
165,166,166,D.H. Lee,54,-0.7959999999999999,-35.84,-36.902,1.062,45
166,167,167,Mark Wilson,69,-0.804,-45.826,-15.078,-30.747,57
167,168,168,Woody Austin,63,-0.833,-47.497,-39.687,-7.81,57
168,T169,T169,Kyle Stanley,87,-0.8340000000000001,-60.021,39.718,-99.73700000000001,72
169,T169,T169,Kevin Tway,64,-0.8340000000000001,-39.185,-31.826999999999998,-7.357,47
170,171,171,James Driscoll,71,-0.835,-48.418,-55.552,7.1370000000000005,58
171,172,172,Jim Herman,62,-0.85,-40.778,-23.412,-17.364,48
172,173,173,Lucas Glover,68,-0.9359999999999999,-43.979,25.325,-69.30199999999999,47
173,174,174,Jim Renner,61,-1.013,-52.667,-11.468,-41.196000000000005,52
174,175,175,D.A. Points,75,-1.097,-60.317,-41.397,-18.917,55
175,176,176,Troy Matteson,62,-1.337,-65.494,-44.81,-20.683000000000003,49
176,177,177,Derek Ernst,80,-1.3559999999999999,-85.436,-50.277,-35.154,63
