,First_Tee_Early_Par_3_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Par_3_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Par_3_Scoring_Average_PLAYER NAME,First_Tee_Early_Par_3_Scoring_Average_ROUNDS,First_Tee_Early_Par_3_Scoring_Average_AVG,First_Tee_Early_Par_3_Scoring_Average_TOTAL STROKES,First_Tee_Early_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Rory McIlroy,66,2.85,114,40
1,2,2,Troy Merritt,62,2.87,218,76
2,3,3,Will MacKenzie,82,2.91,297,102
3,4,4,Pat Perez,84,2.93,290,99
4,T5,T5,Luke Guthrie,85,2.94,285,97
5,T5,T5,John Huh,87,2.94,414,141
6,T5,T5,D.H. Lee,54,2.94,241,82
7,T8,T8,Scott Brown,100,2.95,451,153
8,T8,T8,Russell Knox,92,2.95,398,135
9,T8,T8,Scott Langley,95,2.95,322,109
10,T11,T11,Aaron Baddeley,74,2.96,275,93
11,T11,T11,Justin Leonard,75,2.96,266,90
12,T11,T11,Jimmy Walker,98,2.96,249,84
13,T11,T11,Charlie Wi,72,2.96,210,71
14,T15,T15,Robert Allenby,83,2.97,327,110
15,T15,T15,Ricky Barnes,92,2.97,383,129
16,T15,T15,Jason Dufner,57,2.97,181,61
17,T15,T15,Patrick Reed,92,2.97,279,94
18,T19,T19,Brad Fritsch,50,2.98,161,54
19,T19,T19,Retief Goosen,94,2.98,378,127
20,T19,T19,Brian Harman,111,2.98,444,149
21,T19,T19,John Senden,99,2.98,360,121
22,T19,T19,David Toms,64,2.98,185,62
23,T24,T24,Keegan Bradley,89,2.99,227,76
24,T24,T24,David Hearn,97,2.99,419,140
25,T24,T24,Billy Hurley III,86,2.99,290,97
26,T24,T24,Charl Schwartzel,64,2.99,215,72
27,T24,T24,Kevin Stadler,90,2.99,458,153
28,T24,T24,Tyrone Van Aswegen,79,2.99,305,102
29,T30,T30,Stuart Appleby,92,3.0,366,122
30,T30,T30,Ángel Cabrera,69,3.0,240,80
31,T30,T30,Matt Every,85,3.0,375,125
32,T30,T30,Sergio Garcia,61,3.0,168,56
33,T30,T30,Ryo Ishikawa,75,3.0,204,68
34,T30,T30,Matt Kuchar,91,3.0,120,40
35,T30,T30,Ryan Moore,86,3.0,273,91
36,T30,T30,Jordan Spieth,102,3.0,168,56
37,T30,T30,Kevin Streelman,79,3.0,276,92
38,T30,T30,Brian Stuard,91,3.0,315,105
39,T30,T30,Michael Thompson,74,3.0,306,102
40,T30,T30,Bubba Watson,76,3.0,168,56
41,T42,T42,Jason Bohn,81,3.01,283,94
42,T42,T42,Tim Clark,75,3.01,319,106
43,T42,T42,Erik Compton,88,3.01,253,84
44,T42,T42,Ken Duke,80,3.01,400,133
45,T42,T42,Brooks Koepka,56,3.01,256,85
46,T42,T42,Marc Leishman,81,3.01,358,119
47,T42,T42,Graeme McDowell,66,3.01,205,68
48,T42,T42,Bryce Molder,77,3.01,283,94
49,T42,T42,Rory Sabbatini,82,3.01,322,107
50,T51,T51,Ben Curtis,77,3.02,287,95
51,T51,T51,Freddie Jacobson,91,3.02,356,118
52,T51,T51,Chris Kirk,105,3.02,396,131
53,T51,T51,Jamie Lovemark,64,3.02,181,60
54,T51,T51,William McGirt,96,3.02,329,109
55,T51,T51,George McNeill,79,3.02,356,118
56,T51,T51,Shawn Stefani,60,3.02,302,100
57,T51,T51,Hudson Swafford,75,3.02,281,93
58,T51,T51,Camilo Villegas,95,3.02,465,154
59,T60,T60,Bud Cauley,56,3.03,197,65
60,T60,T60,Chad Collins,78,3.03,261,86
61,T60,T60,Charley Hoffman,93,3.03,421,139
62,T60,T60,Zach Johnson,97,3.03,279,92
63,T60,T60,Matt Jones,83,3.03,355,117
64,T60,T60,John Peterson,62,3.03,221,73
65,T66,T66,Kevin Chappell,100,3.04,380,125
66,T66,T66,Brendon de Jonge,109,3.04,514,169
67,T66,T66,Jerry Kelly,80,3.04,377,124
68,T66,T66,Richard Lee,80,3.04,271,89
69,T66,T66,Kevin Na,94,3.04,334,110
70,T66,T66,Wes Roach,67,3.04,295,97
71,T66,T66,Scott Stallings,77,3.04,331,109
72,T66,T66,Andrew Svoboda,77,3.04,344,113
73,T66,T66,Bo Van Pelt,83,3.04,356,117
74,T75,T75,Charlie Beljan,76,3.05,201,66
75,T75,T75,Paul Casey,56,3.05,296,97
76,T75,T75,Gonzalo Fernandez-Castaño,83,3.05,354,116
77,T75,T75,Brice Garnett,92,3.05,357,117
78,T75,T75,Bill Haas,107,3.05,449,147
79,T75,T75,Chesson Hadley,84,3.05,314,103
80,T75,T75,Dustin Johnson,58,3.05,131,43
81,T75,T75,Kevin Kisner,85,3.05,296,97
82,T75,T75,Danny Lee,84,3.05,284,93
83,T75,T75,Spencer Levin,59,3.05,250,82
84,T75,T75,David Lingmerth,80,3.05,326,107
85,T75,T75,Phil Mickelson,71,3.05,232,76
86,T75,T75,Michael Putnam,106,3.05,360,118
87,T75,T75,Henrik Stenson,56,3.05,122,40
88,T75,T75,Brendon Todd,108,3.05,360,118
89,T75,T75,Mike Weir,69,3.05,183,60
90,T91,T91,Stewart Cink,91,3.06,407,133
91,T91,T91,Billy Horschel,92,3.06,395,129
92,T91,T91,John Merrick,87,3.06,358,117
93,T91,T91,Sean O'Hair,77,3.06,355,116
94,T91,T91,Louis Oosthuizen,50,3.06,211,69
95,T91,T91,Andres Romero,81,3.06,321,105
96,T91,T91,Chris Stroud,88,3.06,331,108
97,T91,T91,Johnson Wagner,69,3.06,208,68
98,T91,T91,Gary Woodland,93,3.06,453,148
99,T100,T100,Sangmoon Bae,76,3.07,368,120
100,T100,T100,Graham DeLaet,80,3.07,289,94
101,T100,T100,Harris English,95,3.07,347,113
102,T100,T100,Robert Garrigus,80,3.07,310,101
103,T100,T100,Brian Gay,81,3.07,344,112
104,T100,T100,Seung-Yul Noh,92,3.07,421,137
105,T100,T100,Jeff Overton,80,3.07,374,122
106,T100,T100,Ryan Palmer,85,3.07,264,86
107,T100,T100,Heath Slocum,71,3.07,332,108
108,T100,T100,Kyle Stanley,87,3.07,368,120
109,T100,T100,Daniel Summerhays,98,3.07,393,128
110,T100,T100,Cameron Tringale,111,3.07,494,161
111,T112,T112,Ben Crane,81,3.08,286,93
112,T112,T112,Luke Donald,57,3.08,274,89
113,T112,T112,Hunter Mahan,88,3.08,348,113
114,T112,T112,"Ted Potter, Jr.",68,3.08,293,95
115,T112,T112,Webb Simpson,87,3.08,336,109
116,T112,T112,Tim Wilkinson,86,3.08,262,85
117,T112,T112,Mark Wilson,69,3.08,237,77
118,T112,T112,Y.E. Yang,79,3.08,342,111
119,T120,T120,Briny Baird,50,3.09,238,77
120,T120,T120,Steven Bowditch,93,3.09,411,133
121,T120,T120,Chad Campbell,57,3.09,139,45
122,T120,T120,Greg Chalmers,85,3.09,278,90
123,T120,T120,Martin Flores,85,3.09,368,119
124,T120,T120,Morgan Hoffmann,103,3.09,303,98
125,T120,T120,Martin Kaymer,65,3.09,210,68
126,T120,T120,Bronson La'Cassie,51,3.09,210,68
127,T120,T120,Jeff Maggert,54,3.09,164,53
128,T120,T120,Justin Rose,70,3.09,173,56
129,T120,T120,Vijay Singh,83,3.09,399,129
130,T120,T120,Josh Teater,90,3.09,359,116
131,T120,T120,Jhonattan Vegas,77,3.09,297,96
132,T133,T133,K.J. Choi,80,3.1,357,115
133,T133,T133,Rickie Fowler,91,3.1,260,84
134,T133,T133,Tommy Gainey,73,3.1,211,68
135,T133,T133,Jim Herman,62,3.1,239,77
136,T133,T133,Justin Hicks,103,3.1,545,176
137,T133,T133,J.B. Holmes,86,3.1,254,82
138,T133,T133,Geoff Ogilvy,84,3.1,391,126
139,T133,T133,Adam Scott,68,3.1,96,31
140,T133,T133,Brendan Steele,89,3.1,385,124
141,T133,T133,Nick Watney,80,3.1,322,104
142,T133,T133,Lee Westwood,57,3.1,223,72
143,T144,T144,Jason Day,54,3.11,87,28
144,T144,T144,Ben Martin,80,3.11,274,88
145,T146,T146,Jonathan Byrd,76,3.12,240,77
146,T146,T146,Ernie Els,85,3.12,352,113
147,T146,T146,Trevor Immelman,84,3.12,412,132
148,T146,T146,Nicholas Thompson,85,3.12,284,91
149,T150,T150,John Rollins,84,3.13,369,118
150,T150,T150,Willy Wilcox,51,3.13,175,56
151,T152,T152,James Driscoll,71,3.14,289,92
152,T152,T152,Russell Henley,92,3.14,430,137
153,T152,T152,Jason Kokrak,65,3.14,232,74
154,T152,T152,Brandt Snedeker,89,3.14,267,85
155,T152,T152,Robert Streb,75,3.14,226,72
156,T157,T157,Charles Howell III,106,3.15,523,166
157,T157,T157,Hideki Matsuyama,82,3.15,328,104
158,T159,T159,Woody Austin,63,3.16,278,88
159,T159,T159,Brian Davis,93,3.16,445,141
160,T159,T159,Carl Pettersson,91,3.16,395,125
161,T162,T162,Roberto Castro,76,3.17,320,101
162,T162,T162,J.J. Henry,91,3.17,380,120
163,T162,T162,Andrew Loupe,65,3.17,219,69
164,T162,T162,D.A. Points,75,3.17,323,102
165,T162,T162,Jim Renner,61,3.17,203,64
166,T162,T162,Kevin Tway,64,3.17,244,77
167,T168,T168,Jonas Blixt,64,3.18,270,85
168,T168,T168,Troy Matteson,62,3.18,229,72
169,170,170,Derek Ernst,80,3.19,332,104
170,171,171,James Hahn,82,3.2,237,74
171,T172,T172,Jim Furyk,84,3.21,154,48
172,T172,T172,Davis Love III,74,3.21,327,102
173,T174,T174,Martin Laird,66,3.24,327,101
174,T174,T174,Ian Poulter,57,3.24,259,80
175,T176,T176,Lucas Glover,68,3.3,251,76
176,T176,T176,Boo Weekley,73,3.3,406,123
