,Tenth_Tee_Early_Round_1_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_1_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_1_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_1_Scoring_Average_AVG,Tenth_Tee_Early_Round_1_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Hudson Swafford,67.0,268,4
1,2,2,Bud Cauley,67.67,203,3
2,3,3,Keegan Bradley,68.25,546,8
3,4,4,Ben Curtis,68.6,343,5
4,5,5,Zach Johnson,68.63,549,8
5,6,6,Ryan Moore,68.67,412,6
6,7,7,Jason Dufner,68.75,275,4
7,T8,T8,Freddie Jacobson,68.8,344,5
8,T8,T8,Webb Simpson,68.8,344,5
9,10,10,Adam Scott,68.83,413,6
10,11,11,Jason Day,68.86,482,7
11,T12,T12,Erik Compton,69.0,621,9
12,T12,T12,James Driscoll,69.0,207,3
13,T12,T12,Sergio Garcia,69.0,207,3
14,T12,T12,Charley Hoffman,69.0,69,1
15,T12,T12,Dustin Johnson,69.0,483,7
16,T12,T12,William McGirt,69.0,345,5
17,T12,T12,Michael Thompson,69.0,138,2
18,19,19,Chris Stroud,69.14,484,7
19,20,20,Heath Slocum,69.2,346,5
20,T21,T21,Stuart Appleby,69.33,416,6
21,T21,T21,Greg Chalmers,69.33,624,9
22,T21,T21,Charles Howell III,69.33,208,3
23,24,24,Scott Brown,69.4,347,5
24,25,25,Jim Furyk,69.43,486,7
25,T26,T26,Retief Goosen,69.6,348,5
26,T26,T26,Lee Westwood,69.6,348,5
27,28,28,Jonathan Byrd,69.63,557,8
28,T29,T29,Jason Kokrak,69.67,209,3
29,T29,T29,Martin Laird,69.67,209,3
30,31,31,Charl Schwartzel,69.75,279,4
31,T32,T32,Russell Knox,69.86,489,7
32,T32,T32,Rory McIlroy,69.86,489,7
33,34,34,Hideki Matsuyama,69.88,559,8
34,35,35,Morgan Hoffmann,69.89,629,9
35,T36,T36,Aaron Baddeley,70.0,350,5
36,T36,T36,Charlie Beljan,70.0,560,8
37,T36,T36,Jason Bohn,70.0,420,6
38,T36,T36,Stewart Cink,70.0,420,6
39,T36,T36,Luke Donald,70.0,350,5
40,T36,T36,Brian Gay,70.0,210,3
41,T36,T36,Matt Kuchar,70.0,560,8
42,T36,T36,David Lingmerth,70.0,140,2
43,T36,T36,Will MacKenzie,70.0,420,6
44,T36,T36,Troy Merritt,70.0,490,7
45,T36,T36,Jeff Overton,70.0,210,3
46,T36,T36,Michael Putnam,70.0,770,11
47,T36,T36,Andrew Svoboda,70.0,210,3
48,T36,T36,Kevin Tway,70.0,280,4
49,T36,T36,Gary Woodland,70.0,210,3
50,51,51,Harris English,70.11,631,9
51,52,52,George McNeill,70.13,561,8
52,53,53,Brendan Steele,70.14,491,7
53,T54,T54,Chad Campbell,70.17,421,6
54,T54,T54,Tommy Gainey,70.17,421,6
55,T56,T56,Ernie Els,70.2,351,5
56,T56,T56,Matt Jones,70.2,351,5
57,T56,T56,Seung-Yul Noh,70.2,351,5
58,T56,T56,Ian Poulter,70.2,351,5
59,T56,T56,Jimmy Walker,70.2,702,10
60,T56,T56,Tim Wilkinson,70.2,351,5
61,62,62,Jordan Spieth,70.23,913,13
62,63,63,Matt Every,70.25,281,4
63,64,64,J.J. Henry,70.33,633,9
64,T65,T65,Derek Ernst,70.4,352,5
65,T65,T65,Patrick Reed,70.4,704,10
66,T67,T67,Pat Perez,70.43,493,7
67,T67,T67,Camilo Villegas,70.43,493,7
68,69,69,Hunter Mahan,70.44,634,9
69,T70,T70,K.J. Choi,70.5,423,6
70,T70,T70,Brad Fritsch,70.5,282,4
71,T70,T70,Graeme McDowell,70.5,282,4
72,T70,T70,John Peterson,70.5,282,4
73,T70,T70,Justin Rose,70.5,423,6
74,T70,T70,Kevin Stadler,70.5,282,4
