,Top_10_Final_Round_Performance_RANK THIS WEEK,Top_10_Final_Round_Performance_RANK LAST WEEK,Top_10_Final_Round_Performance_PLAYER NAME,Top_10_Final_Round_Performance_EVENTS,Top_10_Final_Round_Performance_% TIMES IMPROVED,Top_10_Final_Round_Performance_# OF TIMES IMPROVED
0,T1,T1,Aaron Baddeley,24,100.0,1.0
1,T1,T1,Briny Baird,17,100.0,1.0
2,T1,T1,Ricky Barnes,27,100.0,1.0
3,T1,T1,Jonas Blixt,21,100.0,1.0
4,T1,T1,Jason Bohn,25,100.0,3.0
5,T1,T1,Steven Bowditch,30,100.0,1.0
6,T1,T1,Ángel Cabrera,23,100.0,1.0
7,T1,T1,K.J. Choi,23,100.0,1.0
8,T1,T1,Erik Compton,28,100.0,1.0
9,T1,T1,Gonzalo Fernandez-Castaño,25,100.0,1.0
10,T1,T1,Martin Flores,26,100.0,1.0
11,T1,T1,Tommy Gainey,26,100.0,1.0
12,T1,T1,Brian Gay,26,100.0,1.0
13,T1,T1,James Hahn,27,100.0,1.0
14,T1,T1,David Hearn,28,100.0,1.0
15,T1,T1,Justin Hicks,30,100.0,3.0
16,T1,T1,John Huh,28,100.0,2.0
17,T1,T1,Billy Hurley III,26,100.0,2.0
18,T1,T1,Brooks Koepka,16,100.0,2.0
19,T1,T1,Justin Leonard,22,100.0,2.0
20,T1,T1,Graeme McDowell,17,100.0,3.0
21,T1,T1,Troy Merritt,20,100.0,1.0
22,T1,T1,Carl Pettersson,28,100.0,3.0
23,T1,T1,Jim Renner,25,100.0,1.0
24,T1,T1,Wes Roach,22,100.0,1.0
25,T1,T1,Vijay Singh,25,100.0,1.0
26,T1,T1,Heath Slocum,23,100.0,1.0
27,T1,T1,Scott Stallings,28,100.0,1.0
28,T1,T1,Shawn Stefani,17,100.0,2.0
29,T1,T1,Brian Stuard,29,100.0,4.0
30,T1,T1,Andrew Svoboda,24,100.0,2.0
31,T1,T1,David Toms,20,100.0,2.0
32,T1,T1,Johnson Wagner,24,100.0,1.0
33,T1,T1,Mike Weir,25,100.0,1.0
34,T1,T1,Lee Westwood,18,100.0,2.0
35,T36,T36,Sergio Garcia,16,87.5,7.0
36,T36,T36,Rory McIlroy,17,87.5,7.0
37,T38,T38,Adam Scott,17,85.7,6.0
38,T38,T38,Bubba Watson,21,85.7,6.0
39,T40,T40,Billy Horschel,27,80.0,4.0
40,T40,T40,Webb Simpson,25,80.0,4.0
41,T42,T42,Rickie Fowler,26,75.0,6.0
42,T42,T42,Matt Kuchar,24,75.0,6.0
43,T42,T42,John Senden,27,75.0,3.0
44,T42,T42,Chris Stroud,25,75.0,3.0
45,T46,T46,Tim Clark,26,66.7,2.0
46,T46,T46,Luke Donald,17,66.7,2.0
47,T46,T46,Russell Henley,29,66.7,2.0
48,T46,T46,Dustin Johnson,17,66.7,4.0
49,T46,T46,Ryan Moore,24,66.7,4.0
50,T46,T46,Justin Rose,19,66.7,6.0
51,T46,T46,Henrik Stenson,15,66.7,2.0
52,T46,T46,Kevin Streelman,24,66.7,2.0
53,54,54,Ryan Palmer,23,62.5,5.0
54,T55,T55,Matt Every,26,60.0,3.0
55,T55,T55,Brian Harman,32,60.0,3.0
56,T55,T55,Zach Johnson,26,60.0,3.0
57,T55,T55,Marc Leishman,24,60.0,3.0
58,T55,T55,Ben Martin,26,60.0,3.0
59,T55,T55,Patrick Reed,28,60.0,3.0
60,T55,T55,Cameron Tringale,31,60.0,3.0
61,62,62,Chris Kirk,28,57.1,4.0
62,T63,T63,Scott Brown,30,50.0,2.0
63,T63,T63,Chad Campbell,18,50.0,1.0
64,T63,T63,Ben Crane,25,50.0,1.0
65,T63,T63,Jason Day,15,50.0,2.0
66,T63,T63,Jason Dufner,17,50.0,1.0
67,T63,T63,Harris English,28,50.0,2.0
68,T63,T63,Jim Furyk,21,50.0,4.0
69,T63,T63,Robert Garrigus,25,50.0,1.0
70,T63,T63,Bill Haas,28,50.0,1.0
71,T63,T63,Chesson Hadley,29,50.0,2.0
72,T63,T63,Charles Howell III,29,50.0,1.0
73,T63,T63,Ryo Ishikawa,24,50.0,2.0
74,T63,T63,Jerry Kelly,23,50.0,2.0
75,T63,T63,Kevin Kisner,26,50.0,1.0
76,T63,T63,Danny Lee,28,50.0,1.0
77,T63,T63,Andrew Loupe,22,50.0,1.0
78,T63,T63,Hunter Mahan,25,50.0,2.0
79,T63,T63,Hideki Matsuyama,24,50.0,2.0
80,T63,T63,Geoff Ogilvy,26,50.0,1.0
81,T63,T63,Ian Poulter,17,50.0,1.0
82,T63,T63,Charl Schwartzel,18,50.0,2.0
83,T63,T63,Kevin Stadler,26,50.0,2.0
84,T63,T63,Brendan Steele,26,50.0,1.0
85,T63,T63,Robert Streb,21,50.0,1.0
86,T63,T63,Jhonattan Vegas,23,50.0,1.0
87,T63,T63,Jimmy Walker,27,50.0,3.0
88,T63,T63,Boo Weekley,24,50.0,1.0
89,T63,T63,Willy Wilcox,16,50.0,1.0
90,T91,T91,Martin Kaymer,19,40.0,2.0
91,T91,T91,Will MacKenzie,27,40.0,2.0
92,T91,T91,Kevin Na,27,40.0,2.0
93,94,94,Jordan Spieth,27,37.5,3.0
94,T95,T95,Jonathan Byrd,24,33.3,1.0
95,T95,T95,Charley Hoffman,25,33.3,1.0
96,T95,T95,Freddie Jacobson,27,33.3,1.0
97,T95,T95,Russell Knox,26,33.3,1.0
98,T95,T95,Richard Lee,27,33.3,1.0
99,T95,T95,Seung-Yul Noh,27,33.3,1.0
100,T95,T95,Jeff Overton,24,33.3,1.0
101,T95,T95,Michael Putnam,30,33.3,1.0
102,T95,T95,Rory Sabbatini,26,33.3,1.0
103,T95,T95,Daniel Summerhays,27,33.3,1.0
104,T95,T95,Camilo Villegas,29,33.3,1.0
105,T95,T95,Nick Watney,25,33.3,1.0
106,107,107,Keegan Bradley,26,28.6,2.0
107,T108,T108,Retief Goosen,26,25.0,1.0
108,T108,T108,Matt Jones,25,25.0,1.0
109,T108,T108,Scott Langley,29,25.0,1.0
110,T108,T108,Brandt Snedeker,25,25.0,1.0
111,T112,T112,Morgan Hoffmann,32,20.0,1.0
112,T112,T112,Jason Kokrak,19,20.0,1.0
113,T112,T112,Phil Mickelson,21,20.0,1.0
114,T112,T112,Pat Perez,25,20.0,1.0
115,T112,T112,Brendon Todd,29,20.0,1.0
116,T117,T117,J.B. Holmes,24,16.7,1.0
117,T117,T117,Gary Woodland,25,16.7,1.0
118,T119,T119,Robert Allenby,29,0.0,
119,T119,T119,Stuart Appleby,29,0.0,
120,T119,T119,Sangmoon Bae,24,0.0,
121,T119,T119,Charlie Beljan,26,0.0,
122,T119,T119,Paul Casey,16,0.0,
123,T119,T119,Bud Cauley,19,0.0,
124,T119,T119,Greg Chalmers,27,0.0,
125,T119,T119,Kevin Chappell,28,0.0,
126,T119,T119,Stewart Cink,25,0.0,
127,T119,T119,Chad Collins,28,0.0,
128,T119,T119,Ben Curtis,24,0.0,
129,T119,T119,Brendon de Jonge,31,0.0,
130,T119,T119,Graham DeLaet,24,0.0,
131,T119,T119,James Driscoll,25,0.0,
132,T119,T119,Brad Fritsch,18,0.0,
133,T119,T119,J.J. Henry,28,0.0,
134,T119,T119,Jim Herman,21,0.0,
135,T119,T119,Martin Laird,20,0.0,
136,T119,T119,David Lingmerth,26,0.0,
137,T119,T119,Jamie Lovemark,20,0.0,
138,T119,T119,William McGirt,29,0.0,
139,T119,T119,George McNeill,24,0.0,
140,T119,T119,Bryce Molder,25,0.0,
141,T119,T119,Sean O'Hair,25,0.0,
