,Birdie_or_Better_Percentage_-_150-175_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_150-175_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_150-175_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_150-175_ya_ROUNDS,Birdie_or_Better_Percentage_-_150-175_ya_%,Birdie_or_Better_Percentage_-_150-175_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_150-175_ya_TOTAL HOLES
67,68,68,Brice Garnett,92,16.19,45,278
68,69,69,Andres Romero,81,16.13,45,279
69,70,70,Spencer Levin,59,16.11,34,211
70,71,71,Chris Stroud,88,16.06,44,274
71,72,72,Danny Lee,84,16.03,42,262
72,73,73,Charl Schwartzel,64,16.02,29,181
73,74,74,Hudson Swafford,75,15.98,39,244
74,75,75,Nick Watney,80,15.96,34,213
75,T76,T76,Morgan Hoffmann,103,15.91,49,308
76,T76,T76,Nicholas Thompson,85,15.91,42,264
77,78,78,James Driscoll,71,15.88,37,233
78,79,79,Robert Streb,75,15.75,40,254
79,80,80,Scott Langley,95,15.68,45,287
80,81,81,Kevin Streelman,79,15.58,31,199
81,82,82,Stewart Cink,91,15.57,45,289
82,83,83,Matt Jones,83,15.49,35,226
83,84,84,Bo Van Pelt,83,15.42,39,253
84,85,85,John Senden,99,15.41,47,305
85,86,86,Matt Every,85,15.35,35,228
86,87,87,Jim Furyk,84,15.29,37,242
87,88,88,Justin Leonard,75,15.19,36,237
88,T89,T89,Ryan Moore,86,15.15,35,231
89,T89,T89,Tyrone Van Aswegen,79,15.15,35,231
90,91,91,Camilo Villegas,95,15.12,49,324
91,92,92,Scott Stallings,77,15.04,34,226
92,93,93,Chad Campbell,57,14.97,28,187
93,94,94,Billy Hurley III,86,14.96,41,274
94,95,95,Graham DeLaet,80,14.86,37,249
95,96,96,Trevor Immelman,84,14.73,38,258
96,97,97,Woody Austin,63,14.71,30,204
97,98,98,Kevin Na,94,14.7,41,279
98,99,99,Cameron Tringale,111,14.67,49,334
99,100,100,Matt Kuchar,91,14.65,40,273
100,101,101,Ricky Barnes,92,14.57,44,302
101,102,102,Andrew Svoboda,77,14.56,38,261
102,103,103,Willy Wilcox,51,14.53,26,179
103,104,104,Jonathan Byrd,76,14.5,38,262
104,105,105,Michael Putnam,106,14.48,54,373
105,106,106,Carl Pettersson,91,14.46,47,325
106,107,107,Pat Perez,84,14.44,40,277
107,108,108,Wes Roach,67,14.43,28,194
108,109,109,Martin Laird,66,14.41,32,222
109,110,110,Brad Fritsch,50,14.29,25,175
110,111,111,Justin Hicks,103,14.2,50,352
111,112,112,Bryce Molder,77,14.17,34,240
112,113,113,Jordan Spieth,102,14.12,37,262
113,T114,T114,Phil Mickelson,71,14.1,22,156
114,T114,T114,Seung-Yul Noh,92,14.1,44,312
115,T116,T116,Bill Haas,107,14.09,41,291
116,T116,T116,Mark Wilson,69,14.09,31,220
117,T118,T118,Tim Clark,75,14.08,30,213
118,T118,T118,Charles Howell III,106,14.08,48,341
119,120,120,Russell Henley,92,14.07,37,263
120,121,121,David Lingmerth,80,13.86,37,267
121,T122,T122,Jason Day,54,13.82,17,123
122,T122,T122,Rickie Fowler,91,13.82,34,246
123,124,124,Stuart Appleby,92,13.76,45,327
124,125,125,Bronson La'Cassie,51,13.74,18,131
125,126,126,Zach Johnson,97,13.67,38,278
126,127,127,Jonas Blixt,64,13.61,20,147
127,128,128,Ian Poulter,57,13.55,21,155
128,129,129,Troy Merritt,62,13.47,26,193
129,130,130,Patrick Reed,92,13.39,32,239
130,131,131,Jeff Maggert,54,13.38,21,157
131,132,132,Kyle Stanley,87,13.31,35,263
132,133,133,John Merrick,87,13.24,38,287
133,134,134,Y.E. Yang,79,13.18,29,220
134,135,135,Chesson Hadley,84,13.12,37,282
135,136,136,Martin Flores,85,13.09,36,275
136,137,137,"Ted Potter, Jr.",68,12.95,29,224
137,138,138,Jim Renner,61,12.92,23,178
138,139,139,Richard Lee,80,12.86,27,210
139,140,140,Steven Bowditch,93,12.85,32,249
140,141,141,Ángel Cabrera,69,12.78,29,227
141,142,142,Chad Collins,78,12.73,28,220
142,143,143,James Hahn,82,12.71,38,299
143,144,144,Bud Cauley,56,12.57,21,167
144,T145,T145,Aaron Baddeley,74,12.5,29,232
145,T145,T145,Erik Compton,88,12.5,33,264
146,T145,T145,Brendon de Jonge,109,12.5,42,336
147,T145,T145,Hunter Mahan,88,12.5,35,280
148,T145,T145,Tim Wilkinson,86,12.5,34,272
149,150,150,Jason Bohn,81,12.45,31,249
150,151,151,Johnson Wagner,69,12.39,29,234
151,152,152,Mike Weir,69,12.32,25,203
152,153,153,Charley Hoffman,93,12.31,33,268
153,154,154,Justin Rose,70,12.29,22,179
154,155,155,J.J. Henry,91,12.17,37,304
155,156,156,Billy Horschel,92,12.11,31,256
156,T157,T157,Robert Allenby,83,12.1,34,281
157,T157,T157,D.H. Lee,54,12.1,19,157
158,159,159,Derek Ernst,80,12.07,28,232
159,T160,T160,Martin Kaymer,65,12.05,20,166
160,T160,T160,Charlie Wi,72,12.05,30,249
161,162,162,Vijay Singh,83,12.04,33,274
162,163,163,Louis Oosthuizen,50,11.82,13,110
163,164,164,Andrew Loupe,65,11.63,20,172
164,165,165,John Rollins,84,11.24,29,258
165,166,166,Kevin Tway,64,11.06,22,199
166,167,167,Brian Davis,93,10.99,31,282
167,168,168,Davis Love III,74,10.97,26,237
168,169,169,Boo Weekley,73,10.63,22,207
169,170,170,Sean O'Hair,77,10.42,27,259
170,171,171,Jim Herman,62,10.2,20,196
171,172,172,Brendan Steele,89,10.12,26,257
172,173,173,Jhonattan Vegas,77,10.11,28,277
173,174,174,Briny Baird,50,9.94,16,161
174,175,175,Josh Teater,90,9.32,26,279
175,176,176,Troy Matteson,62,8.33,14,168
176,177,177,Lucas Glover,68,8.2,15,183
