,Late_Round_2_Scoring_Average_RANK THIS WEEK,Late_Round_2_Scoring_Average_RANK LAST WEEK,Late_Round_2_Scoring_Average_PLAYER NAME,Late_Round_2_Scoring_Average_AVG,Late_Round_2_Scoring_Average_TOTAL STROKES,Late_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Adam Scott,68.22,614,9
1,2,2,Sergio Garcia,68.67,412,6
2,3,3,Jamie Lovemark,68.89,620,9
3,4,4,Jim Furyk,69.0,759,11
4,T5,T5,Billy Horschel,69.07,967,14
5,T5,T5,Kevin Na,69.07,1036,15
6,7,7,Scott Brown,69.23,900,13
7,8,8,Andrew Svoboda,69.31,901,13
8,9,9,Jason Day,69.33,624,9
9,T10,T10,Dustin Johnson,69.5,556,8
10,T10,T10,Chris Stroud,69.5,834,12
11,12,12,Kevin Stadler,69.55,765,11
12,13,13,Graham DeLaet,69.56,626,9
13,14,14,Retief Goosen,69.58,835,12
14,T15,T15,Bill Haas,69.64,766,11
15,T15,T15,Chris Kirk,69.64,975,14
16,T17,T17,Robert Garrigus,69.67,836,12
17,T17,T17,Ryan Palmer,69.67,627,9
18,T19,T19,Brad Fritsch,69.71,488,7
19,T19,T19,Seung-Yul Noh,69.71,976,14
20,21,21,John Senden,69.77,907,13
21,22,22,Bryce Molder,69.82,768,11
22,23,23,Ryan Moore,69.83,838,12
23,T24,T24,Jerry Kelly,69.86,489,7
24,T24,T24,Brendon Todd,69.86,978,14
25,26,26,Rory McIlroy,70.0,700,10
26,27,27,Charles Howell III,70.06,1121,16
27,28,28,Robert Streb,70.11,631,9
28,29,29,Brian Harman,70.13,1052,15
29,30,30,Shawn Stefani,70.14,491,7
30,T31,T31,Zach Johnson,70.17,842,12
31,T31,T31,Matt Kuchar,70.17,842,12
32,T31,T31,Kyle Stanley,70.17,842,12
33,34,34,Geoff Ogilvy,70.18,772,11
34,35,35,Brice Garnett,70.21,983,14
35,36,36,Brandt Snedeker,70.27,773,11
36,37,37,Ricky Barnes,70.31,914,13
37,38,38,Ben Crane,70.33,844,12
38,T39,T39,Davis Love III,70.4,704,10
39,T39,T39,Nick Watney,70.4,704,10
40,41,41,Russell Knox,70.42,845,12
41,42,42,Jimmy Walker,70.43,986,14
42,43,43,Charl Schwartzel,70.45,775,11
43,T44,T44,Billy Hurley III,70.46,916,13
44,T44,T44,Freddie Jacobson,70.46,916,13
45,T46,T46,Luke Guthrie,70.5,705,10
46,T46,T46,Jim Herman,70.5,564,8
47,T46,T46,Willy Wilcox,70.5,564,8
48,49,49,Pat Perez,70.54,917,13
49,T50,T50,James Driscoll,70.57,988,14
50,T50,T50,Hideki Matsuyama,70.57,988,14
51,52,52,Daniel Summerhays,70.64,777,11
52,53,53,Brendon de Jonge,70.67,1060,15
53,T54,T54,Justin Hicks,70.69,919,13
54,T54,T54,Tim Wilkinson,70.69,919,13
55,T56,T56,Greg Chalmers,70.71,990,14
56,T56,T56,Martin Laird,70.71,495,7
57,T58,T58,Stuart Appleby,70.73,1061,15
58,T58,T58,Stewart Cink,70.73,1061,15
59,T60,T60,Chad Campbell,70.75,566,8
60,T60,T60,Paul Casey,70.75,566,8
61,T60,T60,Jhonattan Vegas,70.75,849,12
