,Front_9_Round_2_Scoring_Average_RANK THIS WEEK,Front_9_Round_2_Scoring_Average_RANK LAST WEEK,Front_9_Round_2_Scoring_Average_PLAYER NAME,Front_9_Round_2_Scoring_Average_AVG,Front_9_Round_2_Scoring_Average_TOTAL STROKES,Front_9_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Dustin Johnson,33.67,505,15
1,2,2,Jim Furyk,34.05,681,20
2,3,3,Adam Scott,34.24,582,17
3,T4,T4,Ryan Palmer,34.3,789,23
4,T4,T4,Daniel Summerhays,34.3,926,27
5,6,6,Chris Kirk,34.44,930,27
6,7,7,Jamie Lovemark,34.47,655,19
7,8,8,Justin Rose,34.5,621,18
8,T9,T9,Robert Streb,34.6,692,20
9,T9,T9,Chris Stroud,34.6,865,25
10,11,11,Jason Day,34.62,450,13
11,12,12,Brian Harman,34.63,1108,32
12,13,13,Jordan Spieth,34.69,902,26
13,T14,T14,Graham DeLaet,34.7,798,23
14,T14,T14,Kevin Na,34.7,937,27
15,T16,T16,Robert Garrigus,34.71,833,24
16,T16,T16,Camilo Villegas,34.71,972,28
17,18,18,Matt Every,34.76,869,25
18,19,19,Tim Wilkinson,34.79,835,24
19,T20,T20,Luke Guthrie,34.81,905,26
20,T20,T20,Bill Haas,34.81,905,26
21,22,22,Bryce Molder,34.83,801,23
22,23,23,Retief Goosen,34.84,871,25
23,24,24,Jimmy Walker,34.85,906,26
24,25,25,Hideki Matsuyama,34.86,732,21
25,T26,T26,Matt Kuchar,34.87,802,23
26,T26,T26,Marc Leishman,34.87,802,23
27,T28,T28,Chad Campbell,34.88,593,17
28,T28,T28,Brad Fritsch,34.88,558,16
29,T28,T28,Billy Horschel,34.88,907,26
30,31,31,Kyle Stanley,34.89,942,27
31,32,32,George McNeill,34.91,803,23
32,33,33,Ben Crane,34.92,838,24
33,34,34,Sergio Garcia,34.93,524,15
34,35,35,Charl Schwartzel,34.94,594,17
35,36,36,Jerry Kelly,34.95,769,22
36,T37,T37,Keegan Bradley,34.96,874,25
37,T37,T37,"Ted Potter, Jr.",34.96,839,24
38,T39,T39,Russell Knox,35.0,910,26
39,T39,T39,Rory McIlroy,35.0,560,16
40,T39,T39,Seung-Yul Noh,35.0,910,26
41,T39,T39,Kevin Stadler,35.0,840,24
42,T39,T39,Shawn Stefani,35.0,595,17
43,44,44,Charles Howell III,35.03,1016,29
44,45,45,Brandt Snedeker,35.04,841,24
45,46,46,Jason Kokrak,35.05,666,19
46,T47,T47,John Senden,35.07,947,27
47,T47,T47,Brendon Todd,35.07,1017,29
48,T49,T49,Ryo Ishikawa,35.08,842,24
49,T49,T49,Patrick Reed,35.08,912,26
50,51,51,Justin Leonard,35.09,772,22
51,52,52,Scott Brown,35.1,1053,30
52,T53,T53,Bud Cauley,35.11,632,18
53,T53,T53,Carl Pettersson,35.11,983,28
54,T53,T53,Josh Teater,35.11,948,27
55,T53,T53,Y.E. Yang,35.11,948,27
56,T57,T57,Morgan Hoffmann,35.13,1089,31
57,T57,T57,Brooks Koepka,35.13,562,16
58,59,59,Jeff Overton,35.14,773,22
59,T60,T60,Nicholas Thompson,35.17,1020,29
60,T60,T60,Mike Weir,35.17,809,23
61,T62,T62,Martin Flores,35.19,915,26
62,T62,T62,Kevin Kisner,35.19,915,26
63,T64,T64,Ken Duke,35.21,845,24
64,T64,T64,Scott Langley,35.21,986,28
65,T64,T64,Bubba Watson,35.21,669,19
66,T64,T64,Mark Wilson,35.21,845,24
67,T68,T68,Danny Lee,35.22,951,27
68,T68,T68,Ryan Moore,35.22,810,23
69,70,70,Stuart Appleby,35.23,916,26
70,71,71,William McGirt,35.24,1022,29
71,T72,T72,Harris English,35.26,952,27
72,T72,T72,Tommy Gainey,35.26,811,23
73,T72,T72,David Toms,35.26,670,19
74,T75,T75,Ángel Cabrera,35.27,776,22
75,T75,T75,Michael Thompson,35.27,776,22
76,77,77,Chesson Hadley,35.28,1023,29
77,T78,T78,Andres Romero,35.29,847,24
78,T78,T78,Andrew Svoboda,35.29,847,24
79,T78,T78,Cameron Tringale,35.29,1094,31
80,81,81,Kevin Streelman,35.3,812,23
81,82,82,James Hahn,35.31,918,26
82,T83,T83,Rickie Fowler,35.32,883,25
83,T83,T83,Geoff Ogilvy,35.32,883,25
84,T83,T83,Bo Van Pelt,35.32,883,25
85,86,86,Rory Sabbatini,35.33,848,24
86,T87,T87,Jonas Blixt,35.35,707,20
87,T87,T87,Brendon de Jonge,35.35,1096,31
88,T89,T89,Ricky Barnes,35.36,884,25
89,T89,T89,Greg Chalmers,35.36,884,25
90,T89,T89,Richard Lee,35.36,884,25
91,T89,T89,Brian Stuard,35.36,990,28
92,T89,T89,Jhonattan Vegas,35.36,778,22
93,T94,T94,Kevin Chappell,35.37,955,27
94,T94,T94,Martin Laird,35.37,672,19
95,T96,T96,Billy Hurley III,35.38,920,26
96,T96,T96,Graeme McDowell,35.38,566,16
97,T96,T96,Phil Mickelson,35.38,743,21
98,T96,T96,Gary Woodland,35.38,849,24
99,T100,T100,Brian Davis,35.39,991,28
100,T100,T100,Martin Kaymer,35.39,637,18
101,102,102,Willy Wilcox,35.4,531,15
102,103,103,Erik Compton,35.41,956,27
103,T104,T104,J.J. Henry,35.42,921,26
104,T104,T104,Pat Perez,35.42,850,24
105,T106,T106,Louis Oosthuizen,35.43,496,14
106,T106,T106,Henrik Stenson,35.43,496,14
107,T106,T106,Nick Watney,35.43,815,23
108,109,109,Ian Poulter,35.44,567,16
109,110,110,Spencer Levin,35.45,709,20
110,111,111,J.B. Holmes,35.46,851,24
111,T112,T112,Steven Bowditch,35.48,1029,29
112,T112,T112,Zach Johnson,35.48,887,25
113,T112,T112,John Peterson,35.48,816,23
114,T112,T112,Brendan Steele,35.48,887,25
115,T116,T116,Robert Allenby,35.5,994,28
116,T116,T116,Paul Casey,35.5,568,16
117,T116,T116,Freddie Jacobson,35.5,923,26
118,T119,T119,Woody Austin,35.52,746,21
119,T119,T119,Russell Henley,35.52,1030,29
120,T119,T119,Charley Hoffman,35.52,888,25
121,T119,T119,Andrew Loupe,35.52,746,21
122,T119,T119,Michael Putnam,35.52,1030,29
123,124,124,Bronson La'Cassie,35.53,604,17
124,125,125,Troy Merritt,35.55,711,20
125,126,126,Matt Jones,35.56,889,25
126,T127,T127,Aaron Baddeley,35.57,818,23
127,T127,T127,Wes Roach,35.57,747,21
128,T129,T129,Sangmoon Bae,35.58,854,24
129,T129,T129,Ben Martin,35.58,925,26
130,131,131,Stewart Cink,35.6,890,25
131,T132,T132,John Merrick,35.61,819,23
132,T132,T132,Johnson Wagner,35.61,819,23
133,T134,T134,Brian Gay,35.63,855,24
134,T134,T134,Jim Herman,35.63,677,19
135,T134,T134,Trevor Immelman,35.63,962,27
136,T134,T134,John Rollins,35.63,962,27
137,T134,T134,Webb Simpson,35.63,855,24
138,T134,T134,Charlie Wi,35.63,855,24
139,T140,T140,Jason Bohn,35.64,891,25
140,T140,T140,Sean O'Hair,35.64,891,25
141,T140,T140,Vijay Singh,35.64,891,25
142,143,143,Will MacKenzie,35.67,963,27
143,T144,T144,Briny Baird,35.69,571,16
144,T144,T144,Luke Donald,35.69,571,16
145,146,146,Brice Garnett,35.7,964,27
146,147,147,Hunter Mahan,35.71,857,24
147,148,148,Jonathan Byrd,35.74,822,23
148,T149,T149,D.H. Lee,35.76,608,17
149,T149,T149,Boo Weekley,35.76,751,21
150,151,151,Ben Curtis,35.78,823,23
151,T152,T152,David Hearn,35.79,1002,28
152,T152,T152,Justin Hicks,35.79,1038,29
153,154,154,David Lingmerth,35.8,895,25
154,T155,T155,Chad Collins,35.81,967,27
155,T155,T155,Davis Love III,35.81,752,21
156,T155,T155,Scott Stallings,35.81,967,27
157,158,158,Tim Clark,35.83,860,24
158,159,159,Jeff Maggert,35.84,681,19
159,160,160,Charlie Beljan,35.88,861,24
160,161,161,John Huh,35.89,969,27
161,162,162,Troy Matteson,35.91,790,22
162,163,163,Tyrone Van Aswegen,35.92,862,24
163,164,164,James Driscoll,35.96,863,24
164,T165,T165,Lucas Glover,36.0,900,25
165,T165,T165,Kevin Tway,36.0,792,22
166,T167,T167,K.J. Choi,36.04,829,23
167,T167,T167,Ernie Els,36.04,829,23
168,169,169,Heath Slocum,36.05,793,22
169,170,170,Lee Westwood,36.12,614,17
170,171,171,D.A. Points,36.17,868,24
171,172,172,Jason Dufner,36.2,543,15
172,173,173,Gonzalo Fernandez-Castaño,36.21,869,24
173,174,174,Derek Ernst,36.3,980,27
174,175,175,Roberto Castro,36.42,947,26
175,176,176,Hudson Swafford,36.48,912,25
176,177,177,Jim Renner,36.74,845,23
