,Rounds_in_the_60s_RANK THIS WEEK,Rounds_in_the_60s_RANK LAST WEEK,Rounds_in_the_60s_PLAYER NAME,Rounds_in_the_60s_EVENTS,Rounds_in_the_60s_TOTAL RNDS
0,T1,T1,Charles Howell III,29,48
1,T1,T1,Brendon Todd,29,48
2,3,3,Brian Harman,32,47
3,T4,T4,Keegan Bradley,26,44
4,T4,T4,Matt Kuchar,24,44
5,T4,T4,Jimmy Walker,27,44
6,7,7,Harris English,28,43
7,T8,T8,Bill Haas,28,42
8,T8,T8,Chris Kirk,28,42
9,T8,T8,Chris Stroud,25,42
10,T11,T11,Jim Furyk,21,40
11,T11,T11,Charley Hoffman,25,40
12,T11,T11,Adam Scott,17,40
13,T14,T14,John Senden,27,39
14,T14,T14,Daniel Summerhays,27,39
15,T16,T16,Graham DeLaet,24,38
16,T16,T16,William McGirt,29,38
17,T16,T16,Ryan Moore,24,38
18,T16,T16,Ryan Palmer,23,38
19,T20,T20,Rickie Fowler,26,37
20,T20,T20,Kevin Kisner,26,37
21,T20,T20,Cameron Tringale,31,37
22,T20,T20,Bubba Watson,21,37
23,T24,T24,Ricky Barnes,27,36
24,T24,T24,Kevin Chappell,28,36
25,T24,T24,Jerry Kelly,23,36
26,T24,T24,Kevin Na,27,36
27,T24,T24,Jordan Spieth,27,36
28,T29,T29,Brendon de Jonge,31,35
29,T29,T29,Matt Every,26,35
30,T29,T29,Justin Hicks,30,35
31,T29,T29,Billy Horschel,27,35
32,T29,T29,Rory McIlroy,17,35
33,T29,T29,George McNeill,24,35
34,T29,T29,Carl Pettersson,28,35
35,T29,T29,Michael Putnam,30,35
36,T37,T37,Scott Brown,30,34
37,T37,T37,Brice Garnett,28,34
38,T37,T37,Freddie Jacobson,27,34
39,T37,T37,Zach Johnson,26,34
40,T37,T37,Seung-Yul Noh,27,34
41,T37,T37,Camilo Villegas,29,34
42,T43,T43,Stuart Appleby,29,33
43,T43,T43,Retief Goosen,26,33
44,T43,T43,Luke Guthrie,26,33
45,T43,T43,Russell Knox,26,33
46,T43,T43,Gary Woodland,25,33
47,T48,T48,Marc Leishman,24,32
48,T48,T48,Webb Simpson,25,32
49,T48,T48,Brian Stuard,29,32
50,T51,T51,Ben Crane,25,31
51,T51,T51,David Hearn,28,31
52,T51,T51,Billy Hurley III,26,31
53,T51,T51,Jeff Overton,24,31
54,T51,T51,Patrick Reed,28,31
55,T51,T51,Vijay Singh,25,31
56,T51,T51,David Toms,20,31
57,T58,T58,Chesson Hadley,29,30
58,T58,T58,Morgan Hoffmann,32,30
59,T58,T58,Will MacKenzie,27,30
60,T58,T58,Brandt Snedeker,25,30
61,T58,T58,Kevin Stadler,26,30
62,T58,T58,Brendan Steele,26,30
63,T58,T58,Robert Streb,21,30
64,T58,T58,Andrew Svoboda,24,30
65,T58,T58,Tyrone Van Aswegen,25,30
66,T67,T67,Stewart Cink,25,29
67,T67,T67,Erik Compton,28,29
68,T67,T67,Sergio Garcia,16,29
69,T67,T67,Dustin Johnson,17,29
70,T67,T67,Matt Jones,25,29
71,T67,T67,Ben Martin,26,29
72,T67,T67,Hideki Matsuyama,24,29
73,T67,T67,Josh Teater,28,29
74,T75,T75,Jason Bohn,25,28
75,T75,T75,Steven Bowditch,30,28
76,T75,T75,Greg Chalmers,27,28
77,T75,T75,James Hahn,27,28
78,T75,T75,J.J. Henry,28,28
79,T75,T75,J.B. Holmes,24,28
80,T75,T75,Scott Langley,29,28
81,T75,T75,Danny Lee,28,28
82,T75,T75,Charl Schwartzel,18,28
83,T75,T75,Bo Van Pelt,25,28
84,T85,T85,Ernie Els,24,27
85,T85,T85,Ryo Ishikawa,24,27
86,T85,T85,Jason Kokrak,19,27
87,T85,T85,Justin Rose,19,27
88,T85,T85,Heath Slocum,23,27
89,T85,T85,Jhonattan Vegas,23,27
90,T91,T91,K.J. Choi,23,26
91,T91,T91,Brian Davis,28,26
92,T91,T91,Martin Flores,26,26
93,T91,T91,Bryce Molder,25,26
94,T91,T91,Pat Perez,25,26
95,T91,T91,Hudson Swafford,26,26
96,T91,T91,Nick Watney,25,26
97,T91,T91,Charlie Wi,25,26
98,T99,T99,Sangmoon Bae,24,25
99,T99,T99,Charlie Beljan,26,25
100,T99,T99,Tim Clark,26,25
101,T99,T99,Russell Henley,29,25
102,T99,T99,Graeme McDowell,17,25
103,T99,T99,Rory Sabbatini,26,25
104,T99,T99,Tim Wilkinson,25,25
105,T106,T106,Robert Allenby,29,24
106,T106,T106,Chad Campbell,18,24
107,T106,T106,Gonzalo Fernandez-Castaño,25,24
108,T106,T106,Andres Romero,26,24
109,T106,T106,Shawn Stefani,17,24
110,T111,T111,Ángel Cabrera,23,23
111,T111,T111,Chad Collins,28,23
112,T111,T111,James Driscoll,25,23
113,T111,T111,Robert Garrigus,25,23
114,T111,T111,John Huh,28,23
115,T111,T111,Trevor Immelman,28,23
116,T111,T111,Davis Love III,22,23
117,T111,T111,John Rollins,28,23
118,T111,T111,Kyle Stanley,28,23
119,T111,T111,Kevin Streelman,24,23
120,T111,T111,Boo Weekley,24,23
121,T111,T111,Willy Wilcox,16,23
122,T123,T123,Bud Cauley,19,22
123,T123,T123,Ken Duke,25,22
124,T123,T123,Brooks Koepka,16,22
125,T123,T123,David Lingmerth,26,22
126,T123,T123,Phil Mickelson,21,22
127,T123,T123,Geoff Ogilvy,26,22
128,T123,T123,Michael Thompson,22,22
129,T130,T130,Jonathan Byrd,24,21
130,T130,T130,Paul Casey,16,21
131,T130,T130,Ben Curtis,24,21
132,T130,T130,Jason Day,15,21
133,T130,T130,Richard Lee,27,21
134,T130,T130,Spencer Levin,20,21
135,T130,T130,Hunter Mahan,25,21
136,T130,T130,John Merrick,25,21
137,T130,T130,Nicholas Thompson,30,21
138,T139,T139,Tommy Gainey,26,20
139,T139,T139,Martin Laird,20,20
140,T139,T139,Justin Leonard,22,20
141,T139,T139,Troy Merritt,20,20
142,T139,T139,Sean O'Hair,25,20
143,T139,T139,Henrik Stenson,15,20
144,T145,T145,Aaron Baddeley,24,19
145,T145,T145,Derek Ernst,28,19
146,T145,T145,Martin Kaymer,19,19
147,T145,T145,Jamie Lovemark,20,19
148,T145,T145,"Ted Potter, Jr.",24,19
149,T145,T145,Scott Stallings,28,19
150,T145,T145,Johnson Wagner,24,19
151,T145,T145,Y.E. Yang,28,19
