,First_Tee_Early_Lowest_Round_RANK THIS WEEK,First_Tee_Early_Lowest_Round_RANK LAST WEEK,First_Tee_Early_Lowest_Round_PLAYER NAME,First_Tee_Early_Lowest_Round_ROUNDS,First_Tee_Early_Lowest_Round_LOW RND
0,T1,T1,Scott Brown,100,61
1,T1,T1,Troy Matteson,62,61
2,T1,T1,Andres Romero,81,61
3,T4,T4,George McNeill,79,62
4,T4,T4,Phil Mickelson,71,62
5,T4,T4,Brendan Steele,89,62
6,T4,T4,Jimmy Walker,98,62
7,T8,T8,Sangmoon Bae,76,63
8,T8,T8,Briny Baird,50,63
9,T8,T8,Miguel Angel Carballo,40,63
10,T8,T8,Paul Casey,56,63
11,T8,T8,Kevin Chappell,100,63
12,T8,T8,Tim Clark,75,63
13,T8,T8,James Driscoll,71,63
14,T8,T8,Robert Garrigus,80,63
15,T8,T8,Brian Gay,81,63
16,T8,T8,Brian Harman,111,63
17,T8,T8,Andrew Loupe,65,63
18,T8,T8,Sean O'Hair,77,63
19,T8,T8,Dicky Pride,32,63
20,T8,T8,Patrick Reed,92,63
21,T8,T8,Rory Sabbatini,82,63
22,T8,T8,Webb Simpson,87,63
23,T8,T8,Kevin Stadler,90,63
24,T8,T8,Bo Van Pelt,83,63
25,T8,T8,Jhonattan Vegas,77,63
26,T8,T8,Lee Westwood,57,63
27,T8,T8,Gary Woodland,93,63
28,T29,T29,Jason Allred,28,64
29,T29,T29,Stuart Appleby,92,64
30,T29,T29,Ricky Barnes,92,64
31,T29,T29,Steven Bowditch,93,64
32,T29,T29,Bud Cauley,56,64
33,T29,T29,Greg Chalmers,85,64
34,T29,T29,Stewart Cink,91,64
35,T29,T29,Ben Crane,81,64
36,T29,T29,Harris English,95,64
37,T29,T29,Brad Fritsch,50,64
38,T29,T29,Sergio Garcia,61,64
39,T29,T29,Retief Goosen,94,64
40,T29,T29,Justin Hicks,103,64
41,T29,T29,Chris Kirk,105,64
42,T29,T29,Kevin Kisner,85,64
43,T29,T29,Brooks Koepka,56,64
44,T29,T29,Marc Leishman,81,64
45,T29,T29,Will MacKenzie,82,64
46,T29,T29,Hideki Matsuyama,82,64
47,T29,T29,William McGirt,96,64
48,T29,T29,Ryan Moore,86,64
49,T29,T29,Kevin Na,94,64
50,T29,T29,Jeff Overton,80,64
51,T29,T29,Ryan Palmer,85,64
52,T29,T29,Jesper Parnevik,9,64
53,T29,T29,Pat Perez,84,64
54,T29,T29,Ian Poulter,57,64
55,T29,T29,Brandt Snedeker,89,64
56,T29,T29,Scott Stallings,77,64
57,T29,T29,Kevin Streelman,79,64
58,T29,T29,Andrew Svoboda,77,64
59,T29,T29,Michael Thompson,74,64
60,T29,T29,Camilo Villegas,95,64
61,T29,T29,Y.E. Yang,79,64
62,T63,T63,Robert Allenby,83,65
63,T63,T63,Aaron Baddeley,74,65
64,T63,T63,Charlie Beljan,76,65
65,T63,T63,Jason Bohn,81,65
66,T63,T63,Keegan Bradley,89,65
67,T63,T63,Ángel Cabrera,69,65
68,T63,T63,Roberto Castro,76,65
69,T63,T63,K.J. Choi,80,65
70,T63,T63,Ben Curtis,77,65
71,T63,T63,Brendon de Jonge,109,65
72,T63,T63,Ken Duke,80,65
73,T63,T63,Bob Estes,6,65
74,T63,T63,Matt Every,85,65
75,T63,T63,Luke Guthrie,85,65
76,T63,T63,Bill Haas,107,65
77,T63,T63,James Hahn,82,65
78,T63,T63,David Hearn,97,65
79,T63,T63,Russell Henley,92,65
80,T63,T63,J.B. Holmes,86,65
81,T63,T63,Charles Howell III,106,65
82,T63,T63,Trevor Immelman,84,65
83,T63,T63,Zach Johnson,97,65
84,T63,T63,Matt Jones,83,65
85,T63,T63,Robert Karlsson,24,65
86,T63,T63,Russell Knox,92,65
87,T63,T63,Jason Kokrak,65,65
88,T63,T63,Doug LaBelle II,34,65
89,T63,T63,Martin Laird,66,65
90,T63,T63,Scott Langley,95,65
91,T63,T63,Danny Lee,84,65
92,T63,T63,Justin Leonard,75,65
93,T63,T63,Spencer Levin,59,65
94,T63,T63,Davis Love III,74,65
95,T63,T63,Hunter Mahan,88,65
96,T63,T63,Ben Martin,80,65
97,T63,T63,Rory McIlroy,66,65
98,T63,T63,John Merrick,87,65
99,T63,T63,Bryce Molder,77,65
100,T63,T63,Seung-Yul Noh,92,65
101,T63,T63,Geoff Ogilvy,84,65
102,T63,T63,Greg Owen,28,65
103,T63,T63,John Peterson,62,65
104,T63,T63,Wes Roach,67,65
105,T63,T63,Adam Scott,68,65
106,T63,T63,Heath Slocum,71,65
107,T63,T63,Henrik Stenson,56,65
108,T63,T63,Brian Stuard,91,65
109,T63,T63,Daniel Summerhays,98,65
110,T63,T63,Hudson Swafford,75,65
111,T63,T63,Kevin Tway,64,65
112,T63,T63,Charlie Wi,72,65
113,T63,T63,Chris Wood,12,65
114,T63,T63,Tiger Woods,21,65
115,T116,T116,Eric Axley,32,66
116,T116,T116,Daniel Berger,4,66
117,T116,T116,Jonas Blixt,64,66
118,T116,T116,Jonathan Byrd,76,66
119,T116,T116,Will Claxton,25,66
120,T116,T116,Chad Collins,78,66
121,T116,T116,John Daly,41,66
122,T116,T116,Brian Davis,93,66
123,T116,T116,Graham DeLaet,80,66
124,T116,T116,Jamie Donaldson,39,66
125,T116,T116,Ernie Els,85,66
126,T116,T116,Derek Ernst,80,66
127,T116,T116,Gonzalo Fernandez-Castaño,83,66
128,T116,T116,Tommy Gainey,73,66
129,T116,T116,Brice Garnett,92,66
130,T116,T116,Lucas Glover,68,66
131,T116,T116,Oliver Goss,22,66
132,T116,T116,Emiliano Grillo,4,66
133,T116,T116,Chesson Hadley,84,66
134,T116,T116,Scott Hend,12,66
135,T116,T116,Charley Hoffman,93,66
136,T116,T116,Morgan Hoffmann,103,66
137,T116,T116,Billy Horschel,92,66
138,T116,T116,John Huh,87,66
139,T116,T116,Billy Hurley III,86,66
140,T116,T116,Ryuji Imada,28,66
141,T116,T116,Miguel Angel Jiménez,23,66
142,T116,T116,Dustin Johnson,58,66
143,T116,T116,Jerry Kelly,80,66
144,T116,T116,Matt Kuchar,91,66
145,T116,T116,Bronson La'Cassie,51,66
146,T116,T116,D.H. Lee,54,66
147,T116,T116,WC Liang,6,66
148,T116,T116,David Lingmerth,80,66
149,T116,T116,Jamie Lovemark,64,66
150,T116,T116,David Lynn,33,66
151,T116,T116,Peter Malnati,48,66
152,T116,T116,Steve Marino,40,66
153,T116,T116,Scott McCarron,27,66
154,T116,T116,Troy Merritt,62,66
155,T116,T116,Edoardo Molinari,8,66
156,T116,T116,Tim Petrovic,28,66
157,T116,T116,Scott Piercy,35,66
