,Front_9_Par_5_Scoring_Average_RANK THIS WEEK,Front_9_Par_5_Scoring_Average_RANK LAST WEEK,Front_9_Par_5_Scoring_Average_PLAYER NAME,Front_9_Par_5_Scoring_Average_ROUNDS,Front_9_Par_5_Scoring_Average_AVG,Front_9_Par_5_Scoring_Average_TOTAL STROKES,Front_9_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Adam Scott,68,4.41,406,92
1,2,2,Charl Schwartzel,64,4.45,374,84
2,3,3,Dustin Johnson,58,4.46,370,83
3,4,4,Willy Wilcox,51,4.47,295,66
4,T5,T5,Charles Howell III,106,4.5,675,150
5,T5,T5,Justin Rose,70,4.5,450,100
6,7,7,Matt Jones,83,4.51,546,121
7,8,8,Ryo Ishikawa,75,4.52,520,115
8,T9,T9,Paul Casey,56,4.53,362,80
9,T9,T9,Bud Cauley,56,4.53,344,76
10,T9,T9,Zach Johnson,97,4.53,589,130
11,T9,T9,Kevin Na,94,4.53,566,125
12,T13,T13,Graham DeLaet,80,4.54,504,111
13,T13,T13,Harris English,95,4.54,572,126
14,T13,T13,Hideki Matsuyama,82,4.54,495,109
15,T13,T13,Tim Wilkinson,86,4.54,517,114
16,T17,T17,Jason Day,54,4.55,305,67
17,T17,T17,Chris Kirk,105,4.55,650,143
18,T17,T17,Vijay Singh,83,4.55,514,113
19,T17,T17,Nicholas Thompson,85,4.55,560,123
20,T17,T17,Jhonattan Vegas,77,4.55,469,103
21,T17,T17,Jimmy Walker,98,4.55,605,133
22,T23,T23,Woody Austin,63,4.56,397,87
23,T23,T23,Jason Dufner,57,4.56,374,82
24,T23,T23,Marc Leishman,81,4.56,502,110
25,T23,T23,Wes Roach,67,4.56,424,93
26,T23,T23,Henrik Stenson,56,4.56,356,78
27,T28,T28,Brian Davis,93,4.57,630,138
28,T28,T28,Matt Every,85,4.57,553,121
29,T28,T28,Bill Haas,107,4.57,704,154
30,T28,T28,Brooks Koepka,56,4.57,347,76
31,T28,T28,Bryce Molder,77,4.57,471,103
32,T28,T28,Jordan Spieth,102,4.57,672,147
33,T34,T34,Sangmoon Bae,76,4.58,518,113
34,T34,T34,K.J. Choi,80,4.58,549,120
35,T34,T34,Ryan Moore,86,4.58,559,122
36,T34,T34,Seung-Yul Noh,92,4.58,618,135
37,T34,T34,Patrick Reed,92,4.58,559,122
38,T34,T34,Chris Stroud,88,4.58,559,122
39,T34,T34,Brian Stuard,91,4.58,563,123
40,T34,T34,Bubba Watson,76,4.58,449,98
41,T42,T42,Jim Furyk,84,4.59,528,115
42,T42,T42,Brice Garnett,92,4.59,560,122
43,T42,T42,Matt Kuchar,91,4.59,569,124
44,T42,T42,Hunter Mahan,88,4.59,565,123
45,T42,T42,Graeme McDowell,66,4.59,381,83
46,T42,T42,Rory McIlroy,66,4.59,422,92
47,T42,T42,George McNeill,79,4.59,482,105
48,T42,T42,Brandt Snedeker,89,4.59,610,133
49,T50,T50,Ricky Barnes,92,4.6,557,121
50,T50,T50,Rickie Fowler,91,4.6,571,124
51,T50,T50,William McGirt,96,4.6,589,128
52,T50,T50,Carl Pettersson,91,4.6,570,124
53,T54,T54,Steven Bowditch,93,4.61,599,130
54,T54,T54,Robert Garrigus,80,4.61,562,122
55,T54,T54,Kevin Kisner,85,4.61,586,127
56,T54,T54,Martin Laird,66,4.61,452,98
57,T54,T54,Jamie Lovemark,64,4.61,387,84
58,T54,T54,Josh Teater,90,4.61,586,127
59,T60,T60,Keegan Bradley,89,4.62,591,128
60,T60,T60,Erik Compton,88,4.62,596,129
61,T60,T60,Sergio Garcia,61,4.62,351,76
62,T60,T60,Retief Goosen,94,4.62,596,129
63,T60,T60,Jason Kokrak,65,4.62,457,99
64,T60,T60,John Senden,99,4.62,615,133
65,T66,T66,Luke Donald,57,4.63,417,90
66,T66,T66,James Driscoll,71,4.63,481,104
67,T66,T66,Brad Fritsch,50,4.63,301,65
68,T66,T66,Robert Streb,75,4.63,468,101
69,T66,T66,Daniel Summerhays,98,4.63,653,141
70,T66,T66,Cameron Tringale,111,4.63,741,160
71,T66,T66,Lee Westwood,57,4.63,389,84
72,T73,T73,Aaron Baddeley,74,4.64,496,107
73,T73,T73,Briny Baird,50,4.64,353,76
74,T73,T73,Roberto Castro,76,4.64,515,111
75,T73,T73,Brendon de Jonge,109,4.64,715,154
76,T73,T73,Billy Horschel,92,4.64,659,142
77,T73,T73,Danny Lee,84,4.64,524,113
78,T73,T73,Spencer Levin,59,4.64,385,83
79,T73,T73,Andrew Loupe,65,4.64,422,91
80,T73,T73,Ryan Palmer,85,4.64,548,118
81,T73,T73,Andres Romero,81,4.64,497,107
82,T73,T73,Rory Sabbatini,82,4.64,561,121
83,T73,T73,Webb Simpson,87,4.64,510,110
84,T73,T73,Brendon Todd,108,4.64,673,145
85,T86,T86,Martin Flores,85,4.65,604,130
86,T86,T86,Lucas Glover,68,4.65,498,107
87,T86,T86,Chesson Hadley,84,4.65,558,120
88,T86,T86,James Hahn,82,4.65,516,111
89,T86,T86,Sean O'Hair,77,4.65,516,111
90,T86,T86,Heath Slocum,71,4.65,409,88
91,T86,T86,Brendan Steele,89,4.65,600,129
92,T93,T93,Scott Brown,100,4.66,709,152
93,T93,T93,Kevin Chappell,100,4.66,648,139
94,T93,T93,Ben Curtis,77,4.66,494,106
95,T93,T93,Trevor Immelman,84,4.66,545,117
96,T93,T93,Geoff Ogilvy,84,4.66,531,114
97,T93,T93,Pat Perez,84,4.66,592,127
98,T93,T93,Michael Putnam,106,4.66,703,151
99,T93,T93,Hudson Swafford,75,4.66,452,97
100,T93,T93,Kevin Tway,64,4.66,387,83
101,T102,T102,Justin Hicks,103,4.67,687,147
102,T102,T102,Morgan Hoffmann,103,4.67,645,138
103,T102,T102,Russell Knox,92,4.67,631,135
104,T102,T102,Ben Martin,80,4.67,574,123
105,T102,T102,Louis Oosthuizen,50,4.67,299,64
106,T102,T102,Kevin Stadler,90,4.67,588,126
107,T102,T102,Shawn Stefani,60,4.67,392,84
108,T102,T102,Andrew Svoboda,77,4.67,518,111
109,T102,T102,Johnson Wagner,69,4.67,416,89
110,T111,T111,Jason Bohn,81,4.68,519,111
111,T111,T111,Ken Duke,80,4.68,496,106
112,T111,T111,Tommy Gainey,73,4.68,454,97
113,T111,T111,Brian Harman,111,4.68,678,145
114,T111,T111,Bronson La'Cassie,51,4.68,323,69
115,T111,T111,Camilo Villegas,95,4.68,632,135
116,T111,T111,Gary Woodland,93,4.68,636,136
117,T118,T118,Jonathan Byrd,76,4.69,488,104
118,T118,T118,Derek Ernst,80,4.69,525,112
119,T118,T118,Russell Henley,92,4.69,615,131
120,T118,T118,J.J. Henry,91,4.69,558,119
121,T118,T118,Jim Herman,62,4.69,389,83
122,T118,T118,Jerry Kelly,80,4.69,525,112
123,T118,T118,Richard Lee,80,4.69,572,122
124,T118,T118,Davis Love III,74,4.69,478,102
125,T118,T118,Kevin Streelman,79,4.69,544,116
126,T127,T127,David Hearn,97,4.7,648,138
127,T127,T127,Charley Hoffman,93,4.7,663,141
128,T127,T127,Boo Weekley,73,4.7,493,105
129,T127,T127,Charlie Wi,72,4.7,456,97
130,T131,T131,Freddie Jacobson,91,4.71,626,133
131,T131,T131,Jeff Overton,80,4.71,518,110
132,T131,T131,John Peterson,62,4.71,391,83
133,T131,T131,Ian Poulter,57,4.71,405,86
134,T131,T131,Scott Stallings,77,4.71,537,114
135,T131,T131,Bo Van Pelt,83,4.71,617,131
136,T137,T137,Charlie Beljan,76,4.72,463,98
137,T137,T137,Ángel Cabrera,69,4.72,401,85
138,T137,T137,Chad Campbell,57,4.72,316,67
139,T137,T137,Ben Crane,81,4.72,505,107
140,T137,T137,Phil Mickelson,71,4.72,510,108
141,T137,T137,"Ted Potter, Jr.",68,4.72,448,95
142,T137,T137,Nick Watney,80,4.72,514,109
143,T137,T137,Mark Wilson,69,4.72,420,89
144,T137,T137,Y.E. Yang,79,4.72,533,113
145,T146,T146,Tim Clark,75,4.73,449,95
146,T146,T146,Scott Langley,95,4.73,620,131
147,T146,T146,Will MacKenzie,82,4.73,563,119
148,T146,T146,Troy Merritt,62,4.73,374,79
149,T146,T146,Kyle Stanley,87,4.73,568,120
150,T151,T151,Stewart Cink,91,4.74,669,141
151,T151,T151,J.B. Holmes,86,4.74,602,127
152,T151,T151,Martin Kaymer,65,4.74,427,90
153,T151,T151,John Merrick,87,4.74,631,133
154,T151,T151,Michael Thompson,74,4.74,545,115
155,T156,T156,Jonas Blixt,64,4.75,437,92
156,T156,T156,Ernie Els,85,4.75,570,120
157,T156,T156,Justin Leonard,75,4.75,499,105
158,159,159,Jim Renner,61,4.76,400,84
159,T160,T160,Greg Chalmers,85,4.77,558,117
160,T160,T160,Tyrone Van Aswegen,79,4.77,530,111
161,T162,T162,Robert Allenby,83,4.78,535,112
162,T162,T162,Luke Guthrie,85,4.78,550,115
163,T162,T162,John Huh,87,4.78,583,122
164,T162,T162,Billy Hurley III,86,4.78,555,116
165,T162,T162,D.H. Lee,54,4.78,354,74
166,T162,T162,Jeff Maggert,54,4.78,363,76
167,T162,T162,John Rollins,84,4.78,554,116
168,169,169,Brian Gay,81,4.79,579,121
169,170,170,Stuart Appleby,92,4.8,609,127
170,T171,T171,Chad Collins,78,4.81,519,108
171,T171,T171,David Lingmerth,80,4.81,529,110
172,T171,T171,Troy Matteson,62,4.81,370,77
173,T171,T171,David Toms,64,4.81,390,81
174,T171,T171,Mike Weir,69,4.81,467,97
175,176,176,Gonzalo Fernandez-Castaño,83,4.82,549,114
176,177,177,D.A. Points,75,4.89,528,108
