,Tenth_Tee_Early_Par_5_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Par_5_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Par_5_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Par_5_Scoring_Average_ROUNDS,Tenth_Tee_Early_Par_5_Scoring_Average_AVG,Tenth_Tee_Early_Par_5_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Dustin Johnson,58,4.37,118,27
1,2,2,Paul Casey,56,4.4,88,20
2,3,3,Brooks Koepka,56,4.41,172,39
3,4,4,Graham DeLaet,80,4.42,168,38
4,5,5,Hideki Matsuyama,82,4.43,164,37
5,T6,T6,Ben Curtis,77,4.46,223,50
6,T6,T6,Nick Watney,80,4.46,107,24
7,8,8,Robert Garrigus,80,4.47,259,58
8,9,9,Ian Poulter,57,4.48,148,33
9,T10,T10,Adam Scott,68,4.49,166,37
10,T10,T10,Kevin Stadler,90,4.49,166,37
11,T12,T12,Shawn Stefani,60,4.5,135,30
12,T12,T12,Willy Wilcox,51,4.5,99,22
13,14,14,Kevin Na,94,4.52,199,44
14,T15,T15,Justin Hicks,103,4.53,181,40
15,T15,T15,Billy Horschel,92,4.53,145,32
16,T15,T15,Matt Jones,83,4.53,231,51
17,T15,T15,Will MacKenzie,82,4.53,213,47
18,T15,T15,Jordan Spieth,102,4.53,353,78
19,T15,T15,Bubba Watson,76,4.53,240,53
20,T21,T21,Brian Davis,93,4.54,209,46
21,T21,T21,Graeme McDowell,66,4.54,177,39
22,T23,T23,Brad Fritsch,50,4.55,132,29
23,T23,T23,Nicholas Thompson,85,4.55,314,69
24,T25,T25,Charlie Beljan,76,4.56,246,54
25,T25,T25,James Driscoll,71,4.56,196,43
26,T25,T25,Martin Flores,85,4.56,237,52
27,T25,T25,Charles Howell III,106,4.56,187,41
28,T29,T29,Rickie Fowler,91,4.57,315,69
29,T29,T29,Rory McIlroy,66,4.57,160,35
30,T31,T31,Ricky Barnes,92,4.58,229,50
31,T31,T31,Morgan Hoffmann,103,4.58,339,74
32,T31,T31,Ryo Ishikawa,75,4.58,275,60
33,T31,T31,Zach Johnson,97,4.58,270,59
34,T31,T31,Vijay Singh,83,4.58,174,38
35,T36,T36,Briny Baird,50,4.59,179,39
36,T36,T36,Martin Laird,66,4.59,124,27
37,T38,T38,Lucas Glover,68,4.6,207,45
38,T38,T38,J.B. Holmes,86,4.6,267,58
39,T38,T38,Jeff Overton,80,4.6,207,45
40,T38,T38,Brendan Steele,89,4.6,285,62
41,T38,T38,Brian Stuard,91,4.6,239,52
42,T38,T38,Cameron Tringale,111,4.6,354,77
43,T44,T44,Steven Bowditch,93,4.61,226,49
44,T44,T44,K.J. Choi,80,4.61,235,51
45,T44,T44,Erik Compton,88,4.61,327,71
46,T44,T44,Jason Day,54,4.61,143,31
47,T44,T44,Matt Every,85,4.61,143,31
48,T44,T44,Geoff Ogilvy,84,4.61,166,36
49,T44,T44,Wes Roach,67,4.61,166,36
50,T51,T51,Robert Allenby,83,4.62,208,45
51,T51,T51,Harris English,95,4.62,240,52
52,T51,T51,Matt Kuchar,91,4.62,277,60
53,T51,T51,Ben Martin,80,4.62,240,52
54,T51,T51,George McNeill,79,4.62,180,39
55,T56,T56,Sangmoon Bae,76,4.63,148,32
56,T56,T56,Luke Donald,57,4.63,162,35
57,T56,T56,Brian Harman,111,4.63,292,63
58,T56,T56,Russell Knox,92,4.63,227,49
59,T56,T56,William McGirt,96,4.63,292,63
60,T56,T56,Sean O'Hair,77,4.63,259,56
61,T56,T56,"Ted Potter, Jr.",68,4.63,176,38
62,T56,T56,Patrick Reed,92,4.63,315,68
63,T56,T56,Webb Simpson,87,4.63,273,59
64,T56,T56,Kevin Streelman,79,4.63,185,40
65,T66,T66,Chad Campbell,57,4.64,195,42
66,T66,T66,Kevin Chappell,100,4.64,297,64
67,T66,T66,Jason Dufner,57,4.64,153,33
68,T66,T66,Hudson Swafford,75,4.64,181,39
69,T70,T70,Keegan Bradley,89,4.65,251,54
