,First_Tee_Late_Round_3_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_3_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_3_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_3_Scoring_Average_AVG,First_Tee_Late_Round_3_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Bryce Molder,66.0,132,2
1,2,2,Briny Baird,67.0,67,1
2,3,3,Willy Wilcox,67.2,336,5
3,4,4,David Toms,67.25,269,4
4,5,5,Tim Clark,67.4,337,5
5,6,6,Chad Campbell,67.5,135,2
6,7,7,Rickie Fowler,67.63,541,8
7,8,8,Nicholas Thompson,67.67,203,3
8,9,9,Jerry Kelly,67.8,339,5
9,T10,T10,Phil Mickelson,68.33,410,6
10,T10,T10,Webb Simpson,68.33,410,6
11,12,12,David Lingmerth,68.5,137,2
12,T13,T13,Jonathan Byrd,69.0,414,6
13,T13,T13,Luke Donald,69.0,207,3
14,T13,T13,Jim Herman,69.0,138,2
15,T13,T13,Spencer Levin,69.0,138,2
16,T13,T13,Will MacKenzie,69.0,207,3
17,T13,T13,Jeff Maggert,69.0,207,3
18,T13,T13,Rory McIlroy,69.0,828,12
19,T13,T13,Rory Sabbatini,69.0,414,6
20,T13,T13,Gary Woodland,69.0,552,8
21,22,22,Nick Watney,69.14,484,7
22,T23,T23,Keegan Bradley,69.17,830,12
23,T23,T23,Kevin Stadler,69.17,415,6
24,25,25,Billy Hurley III,69.2,346,5
25,26,26,Justin Rose,69.22,623,9
26,27,27,Jason Dufner,69.25,277,4
27,T28,T28,Ángel Cabrera,69.33,208,3
28,T28,T28,Brian Harman,69.33,624,9
29,T28,T28,Ryan Palmer,69.33,624,9
30,T28,T28,Brendon Todd,69.33,624,9
31,T32,T32,Jonas Blixt,69.5,139,2
32,T32,T32,Roberto Castro,69.5,139,2
33,T32,T32,Charles Howell III,69.5,556,8
34,T32,T32,Brooks Koepka,69.5,139,2
35,T32,T32,Troy Matteson,69.5,139,2
