,Par_5_Performance_RANK THIS WEEK,Par_5_Performance_RANK LAST WEEK,Par_5_Performance_PLAYER NAME,Par_5_Performance_ROUNDS,Par_5_Performance_STATUS,Par_5_Performance_PAR 5 AVG,Par_5_Performance_TOTAL PAR
0,1,1,Charles Howell III,106,-139,4.57,1630
1,2,2,Cameron Tringale,111,-130,4.63,1765
2,3,3,Bill Haas,107,-128,4.62,1705
3,T4,T4,Kevin Na,94,-125,4.57,1460
4,T4,T4,John Senden,99,-125,4.58,1490
5,6,6,Chris Kirk,105,-124,4.61,1600
6,7,7,Zach Johnson,97,-119,4.58,1430
7,8,8,Jordan Spieth,102,-116,4.63,1570
8,9,9,Jimmy Walker,98,-114,4.62,1510
9,10,10,Brian Davis,93,-113,4.61,1465
10,11,11,Steven Bowditch,93,-112,4.6,1415
11,T12,T12,Rickie Fowler,91,-111,4.59,1370
12,T12,T12,Hideki Matsuyama,82,-111,4.55,1240
13,T12,T12,Brendon Todd,108,-111,4.66,1620
14,15,15,Billy Horschel,92,-110,4.63,1480
15,T16,T16,Adam Scott,68,-107,4.48,1020
16,T16,T16,Daniel Summerhays,98,-107,4.66,1570
17,18,18,Harris English,95,-106,4.62,1380
18,T19,T19,Kevin Chappell,100,-103,4.67,1550
19,T19,T19,Michael Putnam,106,-103,4.67,1570
20,T21,T21,Brendon de Jonge,109,-102,4.69,1665
21,T21,T21,Brian Harman,111,-102,4.69,1640
22,T23,T23,Martin Flores,85,-101,4.64,1385
23,T23,T23,Gary Woodland,93,-101,4.67,1510
24,T25,T25,Robert Garrigus,80,-100,4.61,1275
25,T25,T25,Matt Jones,83,-100,4.63,1355
26,T25,T25,Kevin Stadler,90,-100,4.64,1400
27,T28,T28,Stewart Cink,91,-97,4.67,1475
28,T28,T28,Ryo Ishikawa,75,-97,4.61,1240
29,T28,T28,Brendan Steele,89,-97,4.65,1405
30,31,31,Morgan Hoffmann,103,-96,4.68,1485
31,T32,T32,Marc Leishman,81,-95,4.61,1220
32,T32,T32,Brian Stuard,91,-95,4.64,1325
33,T32,T32,Jhonattan Vegas,77,-95,4.58,1140
34,T32,T32,Bubba Watson,76,-95,4.58,1140
35,T36,T36,Matt Every,85,-94,4.64,1295
36,T36,T36,Brandt Snedeker,89,-94,4.66,1390
37,38,38,Charley Hoffman,93,-93,4.7,1530
38,T39,T39,Jim Furyk,84,-92,4.63,1260
39,T39,T39,Brice Garnett,92,-92,4.65,1310
