,Early_Round_4_Scoring_Average_RANK THIS WEEK,Early_Round_4_Scoring_Average_RANK LAST WEEK,Early_Round_4_Scoring_Average_PLAYER NAME,Early_Round_4_Scoring_Average_AVG,Early_Round_4_Scoring_Average_TOTAL STROKES,Early_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Rory McIlroy,65.0,65,1
1,2,2,Hudson Swafford,66.75,267,4
2,T3,T3,Will MacKenzie,67.5,270,4
3,T3,T3,John Peterson,67.5,135,2
4,T3,T3,Adam Scott,67.5,135,2
5,6,6,Phil Mickelson,67.6,338,5
6,7,7,Henrik Stenson,67.8,339,5
7,8,8,Brad Fritsch,68.0,204,3
8,9,9,Matt Kuchar,68.5,274,4
9,10,10,Kevin Kisner,68.56,617,9
10,T11,T11,Charlie Beljan,68.67,206,3
11,T11,T11,Bud Cauley,68.67,206,3
12,13,13,David Toms,68.8,344,5
13,T14,T14,Charl Schwartzel,68.83,413,6
14,T14,T14,Jordan Spieth,68.83,413,6
15,T16,T16,Harris English,69.0,828,12
16,T16,T16,Rickie Fowler,69.0,483,7
17,T16,T16,Webb Simpson,69.0,690,10
18,19,19,Patrick Reed,69.11,622,9
19,20,20,Robert Allenby,69.17,415,6
20,T21,T21,Jonas Blixt,69.25,277,4
21,T21,T21,Graham DeLaet,69.25,277,4
22,T21,T21,Luke Guthrie,69.25,554,8
23,24,24,Johnson Wagner,69.33,416,6
24,T25,T25,Brooks Koepka,69.43,486,7
25,T25,T25,Graeme McDowell,69.43,486,7
26,T27,T27,Dustin Johnson,69.5,139,2
27,T27,T27,Bryce Molder,69.5,417,6
28,T27,T27,"Ted Potter, Jr.",69.5,278,4
29,T30,T30,Danny Lee,69.57,487,7
30,T30,T30,William McGirt,69.57,487,7
31,32,32,Charles Howell III,69.75,837,12
32,33,33,Scott Langley,69.78,628,9
33,T34,T34,Ben Martin,69.8,349,5
34,T34,T34,Bubba Watson,69.8,349,5
35,36,36,Charlie Wi,69.83,419,6
36,37,37,Kevin Na,69.89,629,9
37,38,38,Jeff Overton,69.91,769,11
38,T39,T39,Kevin Chappell,69.92,839,12
39,T39,T39,Russell Knox,69.92,909,13
40,T41,T41,K.J. Choi,70.0,770,11
41,T41,T41,Chad Collins,70.0,420,6
42,T41,T41,Pat Perez,70.0,490,7
43,T41,T41,John Senden,70.0,630,9
44,T41,T41,Y.E. Yang,70.0,560,8
45,T46,T46,Billy Horschel,70.1,701,10
46,T46,T46,Chris Kirk,70.1,701,10
47,48,48,Ernie Els,70.11,631,9
48,T49,T49,Steven Bowditch,70.13,561,8
49,T49,T49,Ben Curtis,70.13,561,8
50,T51,T51,Scott Stallings,70.14,491,7
51,T51,T51,Lee Westwood,70.14,491,7
52,T53,T53,Derek Ernst,70.17,421,6
53,T53,T53,Nick Watney,70.17,421,6
54,T55,T55,Stuart Appleby,70.2,702,10
55,T55,T55,Ryo Ishikawa,70.2,351,5
56,T55,T55,Hunter Mahan,70.2,351,5
57,T58,T58,Billy Hurley III,70.25,562,8
58,T58,T58,Jason Kokrak,70.25,281,4
59,T58,T58,Louis Oosthuizen,70.25,281,4
60,61,61,Camilo Villegas,70.27,773,11
61,T62,T62,Paul Casey,70.29,492,7
62,T62,T62,David Hearn,70.29,984,14
63,64,64,Charley Hoffman,70.3,703,10
64,T65,T65,Jerry Kelly,70.33,633,9
65,T65,T65,Brendon Todd,70.33,844,12
66,T65,T65,Jimmy Walker,70.33,422,6
67,68,68,Brian Davis,70.4,704,10
68,69,69,George McNeill,70.43,493,7
69,T70,T70,Ángel Cabrera,70.5,423,6
70,T70,T70,Sergio Garcia,70.5,282,4
71,T70,T70,John Huh,70.5,564,8
72,T70,T70,Brendan Steele,70.5,705,10
73,T74,T74,Chris Stroud,70.56,635,9
74,T74,T74,Tyrone Van Aswegen,70.56,635,9
75,T76,T76,Greg Chalmers,70.57,494,7
76,T76,T76,Matt Every,70.57,494,7
77,T78,T78,Martin Flores,70.6,706,10
78,T78,T78,Heath Slocum,70.6,353,5
79,80,80,Jason Bohn,70.63,565,8
80,81,81,Seung-Yul Noh,70.64,989,14
81,82,82,Cameron Tringale,70.67,1060,15
82,83,83,Ken Duke,70.7,707,10
83,T84,T84,Jonathan Byrd,70.71,495,7
84,T84,T84,Andrew Svoboda,70.71,495,7
85,T86,T86,Stewart Cink,70.75,849,12
86,T86,T86,Brian Harman,70.75,849,12
87,T86,T86,Daniel Summerhays,70.75,849,12
88,T86,T86,Gary Woodland,70.75,566,8
89,90,90,Ricky Barnes,70.78,637,9
90,T91,T91,Keegan Bradley,70.8,354,5
91,T91,T91,Kevin Streelman,70.8,354,5
92,T91,T91,Mark Wilson,70.8,354,5
93,94,94,Troy Merritt,70.83,425,6
94,95,95,Andres Romero,70.88,567,8
95,T96,T96,Russell Henley,70.89,638,9
96,T96,T96,Hideki Matsuyama,70.89,638,9
97,T98,T98,Trevor Immelman,70.9,709,10
98,T98,T98,Michael Thompson,70.9,709,10
99,100,100,Gonzalo Fernandez-Castaño,70.91,780,11
100,T101,T101,Jason Day,71.0,71,1
101,T101,T101,Luke Donald,71.0,639,9
102,T101,T101,James Driscoll,71.0,497,7
103,T101,T101,Bill Haas,71.0,852,12
104,T101,T101,James Hahn,71.0,568,8
105,T101,T101,Richard Lee,71.0,426,6
106,T101,T101,Marc Leishman,71.0,497,7
107,T101,T101,Wes Roach,71.0,568,8
108,T101,T101,Nicholas Thompson,71.0,355,5
109,T101,T101,Willy Wilcox,71.0,284,4
110,111,111,J.J. Henry,71.08,924,13
111,112,112,Erik Compton,71.11,640,9
112,113,113,Sangmoon Bae,71.14,498,7
113,114,114,Brice Garnett,71.18,783,11
114,T115,T115,Ryan Moore,71.25,285,4
115,T115,T115,Brian Stuard,71.25,285,4
116,T117,T117,Brendon de Jonge,71.33,1070,15
117,T117,T117,Tommy Gainey,71.33,214,3
118,T117,T117,Boo Weekley,71.33,856,12
119,120,120,Aaron Baddeley,71.4,357,5
120,121,121,Justin Leonard,71.44,643,9
121,T122,T122,Chad Campbell,71.5,286,4
122,T122,T122,Robert Garrigus,71.5,572,8
123,T122,T122,Spencer Levin,71.5,572,8
124,T122,T122,Michael Putnam,71.5,1001,14
125,T122,T122,Justin Rose,71.5,143,2
126,127,127,Jim Furyk,71.67,430,6
127,128,128,John Merrick,71.69,932,13
128,129,129,Scott Brown,71.7,717,10
129,T130,T130,Tim Clark,71.8,359,5
130,T130,T130,Brian Gay,71.8,718,10
131,T130,T130,Ryan Palmer,71.8,359,5
132,133,133,Zach Johnson,71.82,790,11
133,T134,T134,Roberto Castro,71.83,431,6
134,T134,T134,Tim Wilkinson,71.83,431,6
135,T136,T136,Carl Pettersson,71.88,575,8
136,T136,T136,Ian Poulter,71.88,575,8
137,138,138,Geoff Ogilvy,71.89,647,9
138,T139,T139,Martin Laird,71.9,719,10
139,T139,T139,Kevin Stadler,71.9,719,10
140,141,141,Josh Teater,71.91,791,11
141,142,142,Justin Hicks,71.92,935,13
142,T143,T143,Woody Austin,72.0,360,5
143,T143,T143,Morgan Hoffmann,72.0,576,8
144,T143,T143,Freddie Jacobson,72.0,648,9
145,T143,T143,Andrew Loupe,72.0,288,4
146,T143,T143,Jeff Maggert,72.0,288,4
147,T143,T143,Shawn Stefani,72.0,648,9
148,T143,T143,Bo Van Pelt,72.0,432,6
149,T150,T150,Vijay Singh,72.2,722,10
150,T150,T150,Brandt Snedeker,72.2,722,10
151,152,152,Robert Streb,72.29,506,7
152,T153,T153,Ben Crane,72.33,651,9
153,T153,T153,Retief Goosen,72.33,651,9
154,T153,T153,Davis Love III,72.33,651,9
155,T153,T153,Kevin Tway,72.33,434,6
156,157,157,Sean O'Hair,72.36,796,11
157,158,158,Matt Jones,72.38,579,8
158,159,159,Rory Sabbatini,72.43,507,7
159,160,160,David Lingmerth,72.5,580,8
160,T161,T161,John Rollins,72.56,653,9
161,T161,T161,Kyle Stanley,72.56,653,9
162,163,163,Jason Dufner,72.6,363,5
163,T164,T164,Chesson Hadley,72.67,218,3
164,T164,T164,J.B. Holmes,72.67,436,6
165,166,166,D.A. Points,72.78,655,9
166,T167,T167,Lucas Glover,73.0,365,5
167,T167,T167,Jamie Lovemark,73.0,438,6
168,169,169,Jhonattan Vegas,73.29,513,7
169,170,170,Bronson La'Cassie,73.4,367,5
170,171,171,Martin Kaymer,73.83,443,6
171,T172,T172,Troy Matteson,74.0,148,2
172,T172,T172,Jim Renner,74.0,296,4
173,T172,T172,Mike Weir,74.0,222,3
174,175,175,D.H. Lee,74.25,297,4
175,176,176,Jim Herman,74.67,448,6
176,177,177,Briny Baird,75.4,377,5
