,Late_Round_3_Scoring_Average_RANK THIS WEEK,Late_Round_3_Scoring_Average_RANK LAST WEEK,Late_Round_3_Scoring_Average_PLAYER NAME,Late_Round_3_Scoring_Average_AVG,Late_Round_3_Scoring_Average_TOTAL STROKES,Late_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Briny Baird,67.0,67,1
1,2,2,Tim Clark,67.14,470,7
2,3,3,Jerry Kelly,67.43,472,7
3,4,4,Rickie Fowler,67.63,541,8
4,5,5,Bryce Molder,67.67,203,3
5,T6,T6,Chad Campbell,68.2,341,5
6,T6,T6,David Toms,68.2,341,5
7,T8,T8,Troy Merritt,68.33,205,3
8,T8,T8,Phil Mickelson,68.33,410,6
9,T8,T8,Y.E. Yang,68.33,205,3
10,11,11,Webb Simpson,68.43,479,7
11,12,12,Will MacKenzie,68.67,412,6
12,13,13,Willy Wilcox,68.71,481,7
13,14,14,Nicholas Thompson,68.75,275,4
14,15,15,Brian Gay,68.8,344,5
15,16,16,Jonathan Byrd,68.88,551,8
16,T17,T17,Rory McIlroy,69.0,828,12
17,T17,T17,Rory Sabbatini,69.0,414,6
18,T17,T17,Gary Woodland,69.0,552,8
19,20,20,Justin Rose,69.1,691,10
20,21,21,Kevin Stadler,69.17,415,6
21,T22,T22,Roberto Castro,69.2,346,5
22,T22,T22,Charles Howell III,69.2,692,10
23,T24,T24,Jason Dufner,69.25,277,4
24,T24,T24,Scott Stallings,69.25,277,4
25,26,26,Bubba Watson,69.3,693,10
26,T27,T27,Jonas Blixt,69.33,208,3
27,T27,T27,Ángel Cabrera,69.33,208,3
28,T27,T27,Spencer Levin,69.33,208,3
29,T30,T30,Brian Harman,69.36,763,11
30,T30,T30,Ryan Palmer,69.36,763,11
31,32,32,Keegan Bradley,69.46,903,13
32,T33,T33,Luke Donald,69.5,278,4
33,T33,T33,James Hahn,69.5,556,8
34,T33,T33,Brooks Koepka,69.5,139,2
35,T33,T33,William McGirt,69.5,556,8
36,T33,T33,Andres Romero,69.5,139,2
37,38,38,Kevin Kisner,69.56,626,9
38,T39,T39,Gonzalo Fernandez-Castaño,69.57,487,7
39,T39,T39,John Rollins,69.57,487,7
40,T39,T39,Charlie Wi,69.57,487,7
41,42,42,Chris Stroud,69.58,835,12
42,43,43,Sergio Garcia,69.6,696,10
43,44,44,Carl Pettersson,69.63,557,8
44,45,45,Jason Kokrak,69.67,627,9
45,T46,T46,Freddie Jacobson,69.7,697,10
46,T46,T46,Nick Watney,69.7,697,10
47,48,48,Billy Hurley III,69.71,488,7
48,49,49,Brendon Todd,69.75,837,12
49,50,50,Daniel Summerhays,69.78,628,9
50,T51,T51,Graham DeLaet,69.8,698,10
51,T51,T51,Chesson Hadley,69.8,698,10
52,T51,T51,Louis Oosthuizen,69.8,349,5
53,54,54,Morgan Hoffmann,69.82,768,11
54,55,55,Stuart Appleby,69.83,419,6
55,56,56,Brian Stuard,69.86,489,7
56,T57,T57,Billy Horschel,69.9,699,10
57,T57,T57,Robert Streb,69.9,699,10
58,59,59,John Senden,69.93,979,14
59,T60,T60,Robert Allenby,70.0,350,5
60,T60,T60,James Driscoll,70.0,280,4
61,T60,T60,David Hearn,70.0,700,10
62,T60,T60,Troy Matteson,70.0,210,3
63,T60,T60,Sean O'Hair,70.0,280,4
64,T60,T60,D.A. Points,70.0,280,4
65,T60,T60,"Ted Potter, Jr.",70.0,280,4
66,67,67,Jim Furyk,70.06,1191,17
67,T68,T68,Matt Kuchar,70.07,1051,15
68,T68,T68,Jordan Spieth,70.07,1051,15
69,70,70,Jimmy Walker,70.08,841,12
70,T71,T71,Martin Kaymer,70.14,491,7
71,T71,T71,Justin Leonard,70.14,491,7
72,T71,T71,Ian Poulter,70.14,491,7
73,T71,T71,Adam Scott,70.14,982,14
74,75,75,Brendon de Jonge,70.15,912,13
75,T76,T76,Bud Cauley,70.2,351,5
76,T76,T76,Shawn Stefani,70.2,351,5
77,78,78,Zach Johnson,70.23,913,13
78,T79,T79,Woody Austin,70.25,281,4
79,T79,T79,David Lingmerth,70.25,281,4
80,T79,T79,George McNeill,70.25,562,8
81,T82,T82,Justin Hicks,70.33,633,9
82,T82,T82,Scott Langley,70.33,633,9
83,T82,T82,Danny Lee,70.33,633,9
84,T82,T82,Jhonattan Vegas,70.33,422,6
85,86,86,Ben Crane,70.38,563,8
86,87,87,Derek Ernst,70.4,352,5
87,T88,T88,Ben Martin,70.43,493,7
88,T88,T88,Vijay Singh,70.43,493,7
89,T90,T90,Ernie Els,70.5,564,8
90,T90,T90,Robert Garrigus,70.5,564,8
91,T92,T92,Ricky Barnes,70.57,494,7
92,T92,T92,Ryo Ishikawa,70.57,494,7
93,T92,T92,Kevin Na,70.57,988,14
94,T95,T95,Brad Fritsch,70.6,353,5
95,T95,T95,Kyle Stanley,70.6,353,5
