,First_Tee_Late_Round_1_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_1_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_1_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_1_Scoring_Average_AVG,First_Tee_Late_Round_1_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Rory McIlroy,66.2,331,5
1,2,2,Pat Perez,67.0,268,4
2,T3,T3,Jason Kokrak,68.0,204,3
3,T3,T3,Ryan Palmer,68.0,272,4
4,T5,T5,David Hearn,68.33,410,6
5,T5,T5,Charley Hoffman,68.33,410,6
6,T5,T5,Willy Wilcox,68.33,205,3
7,T8,T8,Ricky Barnes,68.67,206,3
8,T8,T8,Ben Martin,68.67,412,6
9,T8,T8,Wes Roach,68.67,206,3
10,11,11,Jim Herman,68.71,481,7
11,T12,T12,Sangmoon Bae,68.8,344,5
12,T12,T12,J.J. Henry,68.8,344,5
13,14,14,Harris English,68.89,620,9
14,T15,T15,Matt Every,69.0,276,4
15,T15,T15,Kevin Kisner,69.0,345,5
16,T15,T15,Scott Langley,69.0,414,6
17,T18,T18,K.J. Choi,69.17,415,6
18,T18,T18,David Toms,69.17,415,6
19,20,20,Martin Flores,69.2,346,5
20,T21,T21,Ken Duke,69.25,277,4
21,T21,T21,Bill Haas,69.25,554,8
22,23,23,J.B. Holmes,69.3,693,10
23,24,24,Jordan Spieth,69.36,763,11
24,T25,T25,Paul Casey,69.4,347,5
25,T25,T25,Brooks Koepka,69.4,347,5
26,T25,T25,Andrew Loupe,69.4,347,5
27,T25,T25,Shawn Stefani,69.4,347,5
28,29,29,Zach Johnson,69.42,833,12
29,30,30,Matt Kuchar,69.46,903,13
30,31,31,Richard Lee,69.5,278,4
31,T32,T32,Jamie Lovemark,69.6,348,5
32,T32,T32,Jhonattan Vegas,69.6,348,5
33,T32,T32,Boo Weekley,69.6,348,5
34,T35,T35,Chris Kirk,69.67,418,6
35,T35,T35,Graeme McDowell,69.67,418,6
36,37,37,Robert Streb,69.71,488,7
37,T38,T38,Spencer Levin,69.8,349,5
38,T38,T38,Brian Stuard,69.8,349,5
39,40,40,Brian Harman,69.82,768,11
40,41,41,Davis Love III,69.89,629,9
41,42,42,William McGirt,69.91,769,11
42,T43,T43,Jim Furyk,70.0,560,8
43,T43,T43,Sergio Garcia,70.0,490,7
44,T43,T43,Geoff Ogilvy,70.0,70,1
45,T43,T43,Louis Oosthuizen,70.0,140,2
46,T43,T43,Johnson Wagner,70.0,210,3
47,T43,T43,Tim Wilkinson,70.0,490,7
48,T49,T49,Aaron Baddeley,70.2,351,5
49,T49,T49,Martin Laird,70.2,351,5
50,T51,T51,Hideki Matsuyama,70.25,281,4
51,T51,T51,Bubba Watson,70.25,843,12
52,53,53,Jason Dufner,70.29,492,7
53,54,54,Luke Guthrie,70.3,703,10
54,T55,T55,Stewart Cink,70.33,211,3
55,T55,T55,Tommy Gainey,70.33,422,6
56,T55,T55,Marc Leishman,70.33,422,6
57,T55,T55,Gary Woodland,70.33,422,6
58,59,59,Chad Collins,70.43,493,7
59,T60,T60,Justin Hicks,70.5,564,8
60,T60,T60,D.H. Lee,70.5,141,2
61,62,62,Chad Campbell,70.57,494,7
62,63,63,Retief Goosen,70.6,353,5
63,64,64,Chris Stroud,70.63,565,8
64,T65,T65,Ian Poulter,70.67,212,3
65,T65,T65,Josh Teater,70.67,424,6
66,T67,T67,Jerry Kelly,70.71,495,7
67,T67,T67,John Rollins,70.71,495,7
68,T67,T67,Henrik Stenson,70.71,495,7
69,T67,T67,Lee Westwood,70.71,495,7
70,T71,T71,Michael Putnam,70.75,566,8
71,T71,T71,Mike Weir,70.75,566,8
72,T73,T73,Jonathan Byrd,70.8,354,5
73,T73,T73,Brendon Todd,70.8,708,10
74,T75,T75,Webb Simpson,70.83,850,12
75,T75,T75,Bo Van Pelt,70.83,425,6
76,T77,T77,Martin Kaymer,70.86,496,7
77,T77,T77,John Senden,70.86,496,7
78,T79,T79,Billy Hurley III,70.89,638,9
79,T79,T79,Adam Scott,70.89,638,9
80,T81,T81,Ángel Cabrera,71.0,426,6
81,T81,T81,John Huh,71.0,213,3
82,T81,T81,Bronson La'Cassie,71.0,142,2
83,T81,T81,Will MacKenzie,71.0,284,4
84,T81,T81,Kevin Na,71.0,426,6
85,T81,T81,Andres Romero,71.0,355,5
86,T81,T81,Charl Schwartzel,71.0,142,2
87,T81,T81,Cameron Tringale,71.0,639,9
88,T81,T81,Tyrone Van Aswegen,71.0,355,5
89,T81,T81,Charlie Wi,71.0,639,9
90,91,91,Justin Rose,71.11,640,9
91,T92,T92,Graham DeLaet,71.14,498,7
92,T92,T92,Justin Leonard,71.14,498,7
93,T94,T94,Greg Chalmers,71.17,427,6
94,T94,T94,Dustin Johnson,71.17,427,6
95,T94,T94,Camilo Villegas,71.17,427,6
96,T97,T97,Robert Allenby,71.2,356,5
97,T97,T97,Russell Knox,71.2,356,5
98,T97,T97,Jeff Overton,71.2,356,5
99,100,100,Jonas Blixt,71.25,285,4
100,T101,T101,Bud Cauley,71.29,499,7
101,T101,T101,Daniel Summerhays,71.29,499,7
102,T101,T101,Kevin Tway,71.29,499,7
103,104,104,Brandt Snedeker,71.3,713,10
104,T105,T105,Danny Lee,71.33,428,6
105,T105,T105,Jim Renner,71.33,642,9
106,T107,T107,Keegan Bradley,71.4,714,10
107,T107,T107,"Ted Potter, Jr.",71.4,357,5
108,109,109,Freddie Jacobson,71.43,500,7
109,T110,T110,Morgan Hoffmann,71.45,786,11
110,T110,T110,David Lingmerth,71.45,786,11
111,T112,T112,Tim Clark,71.5,572,8
112,T112,T112,Ben Crane,71.5,429,6
113,T112,T112,Charles Howell III,71.5,143,2
114,T112,T112,Vijay Singh,71.5,286,4
115,116,116,Rickie Fowler,71.56,644,9
116,117,117,Brice Garnett,71.6,358,5
117,118,118,Brian Gay,71.63,573,8
118,119,119,D.A. Points,71.7,717,10
119,120,120,John Merrick,71.71,502,7
120,T121,T121,John Peterson,71.75,574,8
121,T121,T121,Hudson Swafford,71.75,574,8
122,123,123,Stuart Appleby,71.8,359,5
123,T124,T124,Seung-Yul Noh,71.83,431,6
124,T124,T124,Brendan Steele,71.83,431,6
125,126,126,Andrew Svoboda,71.86,503,7
126,127,127,Kevin Chappell,71.88,575,8
127,128,128,James Hahn,71.89,647,9
128,129,129,Gonzalo Fernandez-Castaño,71.9,719,10
129,T130,T130,Brendon de Jonge,72.0,504,7
130,T130,T130,Lucas Glover,72.0,288,4
131,T130,T130,Jeff Maggert,72.0,360,5
132,T130,T130,Hunter Mahan,72.0,288,4
133,T130,T130,Mark Wilson,72.0,288,4
134,135,135,Erik Compton,72.13,577,8
135,T136,T136,Jason Bohn,72.14,505,7
136,T136,T136,Bryce Molder,72.14,505,7
137,T138,T138,Charlie Beljan,72.17,433,6
138,T138,T138,Phil Mickelson,72.17,433,6
139,T138,T138,Kevin Streelman,72.17,433,6
140,T141,T141,Steven Bowditch,72.2,361,5
141,T141,T141,Jason Day,72.2,361,5
142,T141,T141,Luke Donald,72.2,361,5
143,T141,T141,Billy Horschel,72.2,722,10
144,145,145,Sean O'Hair,72.22,650,9
145,T146,T146,Chesson Hadley,72.33,434,6
146,T146,T146,Kyle Stanley,72.33,434,6
147,T146,T146,Jimmy Walker,72.33,651,9
148,149,149,Patrick Reed,72.38,579,8
149,150,150,Nick Watney,72.4,362,5
150,151,151,Derek Ernst,72.43,507,7
151,T152,T152,Briny Baird,72.67,218,3
152,T152,T152,Brian Davis,72.67,218,3
153,T152,T152,Matt Jones,72.67,218,3
154,T152,T152,Carl Pettersson,72.67,218,3
155,T152,T152,Kevin Stadler,72.67,218,3
156,T157,T157,Scott Brown,72.75,291,4
157,T157,T157,Russell Henley,72.75,291,4
158,T157,T157,Troy Matteson,72.75,291,4
