,First_Tee_Early_Par_4_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Par_4_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Par_4_Scoring_Average_PLAYER NAME,First_Tee_Early_Par_4_Scoring_Average_ROUNDS,First_Tee_Early_Par_4_Scoring_Average_AVG,First_Tee_Early_Par_4_Scoring_Average_TOTAL STROKES,First_Tee_Early_Par_4_Scoring_Average_TOTAL HOLES
0,T1,T1,Dustin Johnson,58,3.91,458,117
1,T1,T1,Adam Scott,68,3.91,348,89
2,T1,T1,Jimmy Walker,98,3.91,942,241
3,4,4,Henrik Stenson,56,3.93,428,109
4,5,5,Matt Kuchar,91,3.94,418,106
5,6,6,Justin Rose,70,3.95,601,152
6,T7,T7,Kevin Chappell,100,3.96,1330,336
7,T7,T7,Kevin Kisner,85,3.96,1066,269
8,T7,T7,Brooks Koepka,56,3.96,923,233
9,T7,T7,Rory McIlroy,66,3.96,412,104
10,T11,T11,Danny Lee,84,3.97,993,250
11,T11,T11,Andrew Loupe,65,3.97,730,184
12,T11,T11,Ryan Palmer,85,3.97,890,224
13,T14,T14,Chris Kirk,105,3.98,1430,359
14,T14,T14,Russell Knox,92,3.98,1397,351
15,T14,T14,Phil Mickelson,71,3.98,808,203
16,T14,T14,Michael Thompson,74,3.98,1113,280
17,T18,T18,Keegan Bradley,89,3.99,809,203
18,T18,T18,Erik Compton,88,3.99,825,207
19,T18,T18,Harris English,95,3.99,1218,305
20,T18,T18,Brad Fritsch,50,3.99,559,140
21,T18,T18,Sergio Garcia,61,3.99,614,154
22,T18,T18,Luke Guthrie,85,3.99,1050,263
23,T18,T18,Kevin Na,94,3.99,1168,293
24,T25,T25,Retief Goosen,94,4.0,1363,341
25,T25,T25,J.B. Holmes,86,4.0,869,217
26,T25,T25,Charles Howell III,106,4.0,1782,446
27,T25,T25,Ryan Moore,86,4.0,983,246
28,T25,T25,Jeff Overton,80,4.0,1323,331
29,T25,T25,Brendan Steele,89,4.0,1316,329
30,T25,T25,Daniel Summerhays,98,4.0,1309,327
31,T25,T25,David Toms,64,4.0,664,166
32,T33,T33,Sangmoon Bae,76,4.01,1275,318
33,T33,T33,Ben Crane,81,4.01,1030,257
34,T33,T33,Jim Furyk,84,4.01,513,128
35,T33,T33,Robert Garrigus,80,4.01,1091,272
36,T33,T33,Charley Hoffman,93,4.01,1440,359
37,T33,T33,Jason Kokrak,65,4.01,766,191
38,T33,T33,Ben Martin,80,4.01,963,240
39,T33,T33,William McGirt,96,4.01,1174,293
40,T33,T33,Bryce Molder,77,4.01,986,246
41,T33,T33,Andres Romero,81,4.01,1158,289
42,T33,T33,Camilo Villegas,95,4.01,1650,411
43,T33,T33,Gary Woodland,93,4.01,1602,400
44,T45,T45,Scott Brown,100,4.02,1709,425
45,T45,T45,Ernie Els,85,4.02,1222,304
46,T45,T45,Martin Flores,85,4.02,1245,310
47,T45,T45,J.J. Henry,91,4.02,1334,332
48,T45,T45,George McNeill,79,4.02,1291,321
49,T45,T45,Seung-Yul Noh,92,4.02,1513,376
50,T45,T45,Brandt Snedeker,89,4.02,905,225
51,T45,T45,Brian Stuard,91,4.02,1154,287
52,T45,T45,Cameron Tringale,111,4.02,1682,418
53,T54,T54,Stuart Appleby,92,4.03,1326,329
54,T54,T54,Ricky Barnes,92,4.03,1443,358
55,T54,T54,Jonas Blixt,64,4.03,938,233
56,T54,T54,Paul Casey,56,4.03,1052,261
57,T54,T54,Bud Cauley,56,4.03,713,177
58,T54,T54,Greg Chalmers,85,4.03,967,240
59,T54,T54,Rickie Fowler,91,4.03,878,218
60,T54,T54,Bill Haas,107,4.03,1594,396
61,T54,T54,David Hearn,97,4.03,1512,375
62,T54,T54,Billy Hurley III,86,4.03,1068,265
63,T54,T54,Hunter Mahan,88,4.03,1189,295
64,T54,T54,Louis Oosthuizen,50,4.03,733,182
65,T54,T54,Webb Simpson,87,4.03,1221,303
66,T54,T54,Andrew Svoboda,77,4.03,1237,307
67,T54,T54,Brendon Todd,108,4.03,1283,318
68,T54,T54,Bubba Watson,76,4.03,617,153
69,T54,T54,Charlie Wi,72,4.03,741,184
70,T71,T71,Robert Allenby,83,4.04,1181,292
71,T71,T71,Stewart Cink,91,4.04,1435,355
72,T71,T71,Ben Curtis,77,4.04,1002,248
73,T71,T71,Graham DeLaet,80,4.04,997,247
74,T71,T71,Brian Gay,81,4.04,1224,303
75,T71,T71,Jerry Kelly,80,4.04,1305,323
76,T71,T71,Patrick Reed,92,4.04,1095,271
77,T71,T71,John Senden,99,4.04,1342,332
78,T71,T71,Robert Streb,75,4.04,807,200
79,T71,T71,Kevin Streelman,79,4.04,1013,251
80,T71,T71,Bo Van Pelt,83,4.04,1274,315
81,T71,T71,Tim Wilkinson,86,4.04,933,231
82,T83,T83,K.J. Choi,80,4.05,1191,294
83,T83,T83,Brian Harman,111,4.05,1643,406
84,T83,T83,Billy Horschel,92,4.05,1417,350
85,T83,T83,Scott Langley,95,4.05,1206,298
86,T83,T83,Will MacKenzie,82,4.05,1078,266
87,T83,T83,Hideki Matsuyama,82,4.05,1150,284
88,T83,T83,Carl Pettersson,91,4.05,1382,341
