,11-25_Final_Round_Performance_RANK THIS WEEK,11-25_Final_Round_Performance_RANK LAST WEEK,11-25_Final_Round_Performance_PLAYER NAME,11-25_Final_Round_Performance_EVENTS,11-25_Final_Round_Performance_% TIMES IMPROVED,11-25_Final_Round_Performance_# OF TIMES IMPROVED
0,T1,T1,Charlie Beljan,26,100.0,1.0
1,T1,T1,Chad Campbell,18,100.0,1.0
2,T1,T1,Ben Curtis,24,100.0,1.0
3,T1,T1,J.J. Henry,28,100.0,2.0
4,T1,T1,Jerry Kelly,23,100.0,2.0
5,T1,T1,Martin Laird,20,100.0,4.0
6,T1,T1,D.H. Lee,20,100.0,1.0
7,T1,T1,Marc Leishman,24,100.0,3.0
8,T1,T1,Will MacKenzie,27,100.0,1.0
9,T1,T1,Troy Merritt,20,100.0,1.0
10,T1,T1,Jeff Overton,24,100.0,2.0
11,T1,T1,D.A. Points,27,100.0,1.0
12,T1,T1,Shawn Stefani,17,100.0,1.0
13,T1,T1,Nicholas Thompson,30,100.0,1.0
14,T1,T1,David Toms,20,100.0,1.0
15,T1,T1,Tyrone Van Aswegen,25,100.0,2.0
16,17,17,Ernie Els,24,85.7,6.0
17,18,18,Harris English,28,83.3,5.0
18,19,19,Graham DeLaet,24,80.0,4.0
19,T20,T20,Scott Brown,30,75.0,3.0
20,T20,T20,Ángel Cabrera,23,75.0,3.0
21,T20,T20,Ryan Palmer,23,75.0,3.0
22,T20,T20,Henrik Stenson,15,75.0,3.0
23,24,24,Charley Hoffman,25,71.4,5.0
24,T25,T25,Roberto Castro,27,66.7,2.0
25,T25,T25,Matt Every,26,66.7,4.0
26,T25,T25,Martin Flores,26,66.7,2.0
27,T25,T25,Rickie Fowler,26,66.7,2.0
28,T25,T25,Billy Horschel,27,66.7,2.0
29,T25,T25,Billy Hurley III,26,66.7,2.0
30,T25,T25,Dustin Johnson,17,66.7,2.0
31,T25,T25,David Lingmerth,26,66.7,2.0
32,T25,T25,Troy Matteson,23,66.7,2.0
33,T25,T25,George McNeill,24,66.7,4.0
34,T25,T25,Geoff Ogilvy,26,66.7,2.0
35,T25,T25,Carl Pettersson,28,66.7,2.0
36,T25,T25,Charl Schwartzel,18,66.7,2.0
37,T25,T25,Adam Scott,17,66.7,4.0
38,T25,T25,Webb Simpson,25,66.7,2.0
39,T25,T25,Robert Streb,21,66.7,4.0
40,41,41,Jimmy Walker,27,63.6,7.0
41,42,42,Brendon Todd,29,62.5,5.0
42,T43,T43,Erik Compton,28,60.0,3.0
43,T43,T43,Jason Dufner,17,60.0,3.0
44,T43,T43,Chesson Hadley,29,60.0,3.0
45,T43,T43,Kevin Na,27,60.0,3.0
46,T47,T47,Jim Furyk,21,57.1,4.0
47,T47,T47,Gary Woodland,25,57.1,4.0
48,49,49,Jordan Spieth,27,55.6,5.0
49,T50,T50,Stuart Appleby,29,50.0,2.0
50,T50,T50,Ricky Barnes,27,50.0,3.0
51,T50,T50,Steven Bowditch,30,50.0,1.0
52,T50,T50,Keegan Bradley,26,50.0,3.0
53,T50,T50,Paul Casey,16,50.0,2.0
54,T50,T50,Chad Collins,28,50.0,1.0
55,T50,T50,Jason Day,15,50.0,2.0
56,T50,T50,Brendon de Jonge,31,50.0,2.0
57,T50,T50,James Driscoll,25,50.0,2.0
58,T50,T50,Sergio Garcia,16,50.0,1.0
59,T50,T50,Luke Guthrie,26,50.0,3.0
60,T50,T50,Brian Harman,32,50.0,2.0
61,T50,T50,Ryo Ishikawa,24,50.0,1.0
62,T50,T50,Matt Jones,25,50.0,1.0
63,T50,T50,Chris Kirk,28,50.0,2.0
64,T50,T50,Brooks Koepka,16,50.0,1.0
65,T50,T50,Jeff Maggert,19,50.0,1.0
66,T50,T50,Ben Martin,26,50.0,1.0
67,T50,T50,Graeme McDowell,17,50.0,3.0
68,T50,T50,Rory McIlroy,17,50.0,3.0
69,T50,T50,Bryce Molder,25,50.0,2.0
70,T50,T50,John Peterson,25,50.0,1.0
71,T50,T50,John Rollins,28,50.0,1.0
72,T50,T50,Kyle Stanley,28,50.0,1.0
73,T50,T50,Brendan Steele,26,50.0,3.0
74,T50,T50,Brian Stuard,29,50.0,3.0
75,T50,T50,Charlie Wi,25,50.0,2.0
76,77,77,Charles Howell III,29,44.4,4.0
77,T78,T78,Zach Johnson,26,42.9,3.0
78,T78,T78,Matt Kuchar,24,42.9,3.0
79,T78,T78,Hunter Mahan,25,42.9,3.0
