,Par_5_Eagle_Leaders_RANK THIS WEEK,Par_5_Eagle_Leaders_RANK LAST WEEK,Par_5_Eagle_Leaders_PLAYER NAME,Par_5_Eagle_Leaders_ROUNDS,Par_5_Eagle_Leaders_TOTAL,Par_5_Eagle_Leaders_TOTAL PAR 5 HOLES,Par_5_Eagle_Leaders_TOTAL HOLE OUTS
0,T1,T1,Steven Bowditch,93,14,283,3.0
1,T1,T1,Billy Horschel,92,14,296,2.0
2,3,3,Matt Jones,83,13,271,1.0
3,T4,T4,Brian Harman,111,11,328,
4,T4,T4,Marc Leishman,81,11,244,
5,T4,T4,Will MacKenzie,82,11,262,2.0
6,T4,T4,Patrick Reed,92,11,272,1.0
7,T4,T4,Nicholas Thompson,85,11,258,1.0
8,T4,T4,Bubba Watson,76,11,228,1.0
9,T10,T10,Stewart Cink,91,10,295,1.0
10,T10,T10,Charles Howell III,106,10,326,4.0
11,T10,T10,Ryan Palmer,85,10,257,3.0
12,T10,T10,Justin Rose,70,10,224,1.0
13,T14,T14,Brian Davis,93,9,293,4.0
14,T14,T14,James Hahn,82,9,234,3.0
15,T14,T14,Martin Laird,66,9,204,1.0
16,T14,T14,John Merrick,87,9,278,2.0
17,T14,T14,Kevin Na,94,9,292,1.0
18,T14,T14,Andres Romero,81,9,231,1.0
19,T14,T14,Kevin Stadler,90,9,280,1.0
20,T14,T14,Daniel Summerhays,98,9,314,2.0
21,T14,T14,Bo Van Pelt,83,9,266,2.0
22,T23,T23,Charlie Beljan,76,8,220,
23,T23,T23,Harris English,95,8,276,1.0
24,T23,T23,Bill Haas,107,8,341,
25,T23,T23,Trevor Immelman,84,8,247,4.0
26,T23,T23,Dustin Johnson,58,8,180,2.0
27,T23,T23,Russell Knox,92,8,282,1.0
28,T23,T23,Rory McIlroy,66,8,204,
29,T23,T23,Ryan Moore,86,8,272,2.0
30,T23,T23,Seung-Yul Noh,92,8,282,2.0
31,T23,T23,Carl Pettersson,91,8,267,1.0
32,T23,T23,Michael Putnam,106,8,314,1.0
