,Late_Par_3_Scoring_Average_RANK THIS WEEK,Late_Par_3_Scoring_Average_RANK LAST WEEK,Late_Par_3_Scoring_Average_PLAYER NAME,Late_Par_3_Scoring_Average_ROUNDS,Late_Par_3_Scoring_Average_AVG,Late_Par_3_Scoring_Average_TOTAL STROKES,Late_Par_3_Scoring_Average_TOTAL HOLES
0,T1,T1,Scott Brown,100,2.95,570,193
1,T1,T1,Sergio Garcia,61,2.95,425,144
2,T1,T1,Tyrone Van Aswegen,79,2.95,416,141
3,4,4,Ben Crane,81,2.96,476,161
4,T5,T5,Jim Furyk,84,2.97,629,212
5,T5,T5,Justin Hicks,103,2.97,525,177
6,T5,T5,Troy Merritt,62,2.97,333,112
7,T8,T8,Bill Haas,107,2.98,638,214
8,T8,T8,Jordan Spieth,102,2.98,701,235
9,T10,T10,Tim Clark,75,2.99,446,149
10,T10,T10,Charl Schwartzel,64,2.99,419,140
11,T10,T10,Bo Van Pelt,83,2.99,521,174
12,T13,T13,Ernie Els,85,3.0,447,149
13,T13,T13,Ryan Moore,86,3.0,591,197
14,T13,T13,Brendon Todd,108,3.0,683,228
15,T16,T16,Ricky Barnes,92,3.01,493,164
16,T16,T16,Brian Harman,111,3.01,650,216
17,T16,T16,David Hearn,97,3.01,517,172
18,T16,T16,Billy Hurley III,86,3.01,511,170
19,T16,T16,Zach Johnson,97,3.01,608,202
20,T16,T16,Dustin Johnson,58,3.01,427,142
21,T16,T16,Jerry Kelly,80,3.01,427,142
22,T16,T16,Heath Slocum,71,3.01,388,129
23,T16,T16,Kevin Stadler,90,3.01,475,158
24,T16,T16,Kyle Stanley,87,3.01,425,141
25,T16,T16,Chris Stroud,88,3.01,557,185
26,T27,T27,Keegan Bradley,89,3.02,634,210
27,T27,T27,Jason Day,54,3.02,375,124
28,T27,T27,Russell Knox,92,3.02,517,171
29,T27,T27,Jeff Maggert,54,3.02,317,105
30,T27,T27,Jimmy Walker,98,3.02,632,209
31,T27,T27,Mike Weir,69,3.02,401,133
32,T33,T33,Briny Baird,50,3.03,233,77
33,T33,T33,J.J. Henry,91,3.03,451,149
34,T33,T33,Billy Horschel,92,3.03,572,189
35,T33,T33,Ryo Ishikawa,75,3.03,479,158
36,T33,T33,Martin Kaymer,65,3.03,400,132
37,T33,T33,Richard Lee,80,3.03,466,154
38,T33,T33,John Senden,99,3.03,633,209
39,T33,T33,Daniel Summerhays,98,3.03,548,181
40,T41,T41,Robert Allenby,83,3.04,468,154
41,T41,T41,Chad Campbell,57,3.04,322,106
42,T41,T41,Kevin Chappell,100,3.04,566,186
43,T41,T41,Graham DeLaet,80,3.04,541,178
44,T41,T41,Rickie Fowler,91,3.04,514,169
45,T41,T41,Morgan Hoffmann,103,3.04,627,206
46,T41,T41,Jason Kokrak,65,3.04,474,156
47,T41,T41,Marc Leishman,81,3.04,514,169
48,T41,T41,Will MacKenzie,82,3.04,526,173
49,T41,T41,Phil Mickelson,71,3.04,429,141
50,T41,T41,Ryan Palmer,85,3.04,562,185
51,T41,T41,Camilo Villegas,95,3.04,502,165
52,T41,T41,Nick Watney,80,3.04,502,165
53,T54,T54,Matt Jones,83,3.05,491,161
54,T54,T54,David Lingmerth,80,3.05,418,137
55,T54,T54,Ben Martin,80,3.05,531,174
56,T54,T54,George McNeill,79,3.05,470,154
57,T54,T54,Sean O'Hair,77,3.05,384,126
58,T54,T54,Louis Oosthuizen,50,3.05,296,97
59,T54,T54,David Toms,64,3.05,357,117
60,T61,T61,Ángel Cabrera,69,3.06,383,125
61,T61,T61,Harris English,95,3.06,550,180
62,T61,T61,Jim Herman,62,3.06,337,110
63,T61,T61,John Huh,87,3.06,432,141
64,T61,T61,Kevin Kisner,85,3.06,560,183
65,T61,T61,Justin Leonard,75,3.06,416,136
66,T61,T61,Bryce Molder,77,3.06,385,126
67,T61,T61,Kevin Na,94,3.06,636,208
68,T61,T61,Carl Pettersson,91,3.06,547,179
69,T61,T61,D.A. Points,75,3.06,395,129
70,T61,T61,Webb Simpson,87,3.06,459,150
71,T61,T61,Brendan Steele,89,3.06,444,145
72,T61,T61,Brian Stuard,91,3.06,557,182
73,T61,T61,Willy Wilcox,51,3.06,346,113
74,T75,T75,Paul Casey,56,3.07,310,101
75,T75,T75,Chad Collins,78,3.07,457,149
76,T75,T75,Brian Davis,93,3.07,558,182
77,T75,T75,Matt Every,85,3.07,556,181
78,T75,T75,Robert Garrigus,80,3.07,466,152
79,T75,T75,Luke Guthrie,85,3.07,500,163
80,T75,T75,Matt Kuchar,91,3.07,696,227
81,T75,T75,Scott Langley,95,3.07,593,193
82,T75,T75,Seung-Yul Noh,92,3.07,518,169
83,T75,T75,Wes Roach,67,3.07,350,114
84,T75,T75,Justin Rose,70,3.07,512,167
85,T75,T75,Brandt Snedeker,89,3.07,574,187
86,T75,T75,Shawn Stefani,60,3.07,307,100
87,T75,T75,Andrew Svoboda,77,3.07,473,154
88,T75,T75,Bubba Watson,76,3.07,516,168
89,T75,T75,Charlie Wi,72,3.07,433,141
90,T75,T75,Gary Woodland,93,3.07,564,184
91,T92,T92,Jason Bohn,81,3.08,514,167
92,T92,T92,Ken Duke,80,3.08,407,132
93,T92,T92,Tommy Gainey,73,3.08,456,148
94,T92,T92,Charley Hoffman,93,3.08,554,180
95,T92,T92,Jeff Overton,80,3.08,385,125
96,T92,T92,Jim Renner,61,3.08,376,122
97,T92,T92,Josh Teater,90,3.08,521,169
98,T92,T92,Cameron Tringale,111,3.08,597,194
99,T92,T92,Johnson Wagner,69,3.08,388,126
100,T92,T92,Tim Wilkinson,86,3.08,558,181
101,T102,T102,Greg Chalmers,85,3.09,532,172
102,T102,T102,Luke Donald,57,3.09,290,94
103,T102,T102,Retief Goosen,94,3.09,553,179
104,T102,T102,Freddie Jacobson,91,3.09,569,184
105,T102,T102,Chris Kirk,105,3.09,698,226
106,T102,T102,Martin Laird,66,3.09,337,109
107,T102,T102,Danny Lee,84,3.09,513,166
108,T102,T102,Spencer Levin,59,3.09,303,98
109,T102,T102,Graeme McDowell,66,3.09,399,129
110,T102,T102,William McGirt,96,3.09,587,190
111,T102,T102,Rory McIlroy,66,3.09,532,172
112,T102,T102,Y.E. Yang,79,3.09,427,138
113,T114,T114,Brad Fritsch,50,3.1,310,100
114,T114,T114,James Hahn,82,3.1,499,161
115,T114,T114,Jamie Lovemark,64,3.1,353,114
116,T114,T114,Troy Matteson,62,3.1,335,108
117,T118,T118,Stuart Appleby,92,3.11,491,158
118,T118,T118,Jonathan Byrd,76,3.11,461,148
119,T118,T118,K.J. Choi,80,3.11,441,142
120,T118,T118,James Driscoll,71,3.11,441,142
121,T118,T118,J.B. Holmes,86,3.11,615,198
122,T118,T118,Charles Howell III,106,3.11,644,207
123,T118,T118,Pat Perez,84,3.11,570,183
124,T118,T118,"Ted Potter, Jr.",68,3.11,404,130
125,T118,T118,Michael Putnam,106,3.11,613,197
126,T118,T118,Adam Scott,68,3.11,576,185
127,T128,T128,Charlie Beljan,76,3.12,484,155
128,T128,T128,Roberto Castro,76,3.12,443,142
129,T128,T128,Bud Cauley,56,3.12,403,129
130,T128,T128,Brice Garnett,92,3.12,505,162
131,T128,T128,Brian Gay,81,3.12,387,124
132,T128,T128,Davis Love III,74,3.12,371,119
133,T128,T128,Andres Romero,81,3.12,405,130
134,T128,T128,Rory Sabbatini,82,3.12,468,150
135,T128,T128,Hudson Swafford,75,3.12,440,141
136,T137,T137,Stewart Cink,91,3.13,545,174
137,T137,T137,Erik Compton,88,3.13,566,181
138,T137,T137,Brendon de Jonge,109,3.13,619,198
139,T137,T137,Derek Ernst,80,3.13,441,141
140,T137,T137,Brooks Koepka,56,3.13,291,93
141,T137,T137,D.H. Lee,54,3.13,269,86
142,T137,T137,John Peterson,62,3.13,394,126
143,T137,T137,Vijay Singh,83,3.13,479,153
144,T137,T137,Michael Thompson,74,3.13,404,129
145,T137,T137,Jhonattan Vegas,77,3.13,470,150
146,T137,T137,Boo Weekley,73,3.13,350,112
147,T148,T148,Jonas Blixt,64,3.14,342,109
148,T148,T148,Steven Bowditch,93,3.14,571,182
149,T148,T148,Martin Flores,85,3.14,505,161
150,T148,T148,Nicholas Thompson,85,3.14,487,155
151,T152,T152,Gonzalo Fernandez-Castaño,83,3.15,466,148
152,T152,T152,Hideki Matsuyama,82,3.15,517,164
153,T152,T152,Henrik Stenson,56,3.15,429,136
154,T155,T155,Ben Curtis,77,3.16,433,137
155,T155,T155,Jason Dufner,57,3.16,335,106
156,T155,T155,Chesson Hadley,84,3.16,600,190
157,T155,T155,Trevor Immelman,84,3.16,367,116
158,T155,T155,Ian Poulter,57,3.16,329,104
