,Tenth_Tee_Early_Round_4_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_4_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_4_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_4_Scoring_Average_AVG,Tenth_Tee_Early_Round_4_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Webb Simpson,64.0,64,1
1,2,2,Hudson Swafford,65.0,65,1
2,T3,T3,William McGirt,66.0,132,2
3,T3,T3,Adam Scott,66.0,66,1
4,T3,T3,Nick Watney,66.0,66,1
5,T6,T6,Brian Davis,67.0,67,1
6,T6,T6,Harris English,67.0,67,1
7,T6,T6,Justin Hicks,67.0,67,1
8,T6,T6,Graeme McDowell,67.0,134,2
9,T10,T10,Robert Allenby,67.5,135,2
10,T10,T10,Russell Knox,67.5,135,2
11,T10,T10,Will MacKenzie,67.5,135,2
12,13,13,Johnson Wagner,67.67,203,3
13,T14,T14,Woody Austin,68.0,136,2
14,T14,T14,Jonas Blixt,68.0,68,1
15,T14,T14,Troy Merritt,68.0,68,1
16,T17,T17,Brendan Steele,68.5,137,2
17,T17,T17,David Toms,68.5,137,2
18,T17,T17,Gary Woodland,68.5,137,2
19,T20,T20,Morgan Hoffmann,68.67,206,3
20,T20,T20,Boo Weekley,68.67,206,3
21,22,22,Rickie Fowler,68.75,275,4
22,T23,T23,Ricky Barnes,69.0,207,3
23,T23,T23,Charlie Beljan,69.0,69,1
24,T23,T23,Jason Bohn,69.0,138,2
25,T23,T23,Chad Collins,69.0,138,2
26,T23,T23,Gonzalo Fernandez-Castaño,69.0,69,1
27,T23,T23,Charles Howell III,69.0,138,2
28,T23,T23,Kevin Kisner,69.0,69,1
29,T23,T23,Matt Kuchar,69.0,69,1
30,T23,T23,Ben Martin,69.0,69,1
31,T23,T23,Troy Matteson,69.0,69,1
32,T23,T23,Geoff Ogilvy,69.0,207,3
33,T23,T23,Carl Pettersson,69.0,138,2
34,T23,T23,Charl Schwartzel,69.0,69,1
35,T23,T23,Kevin Stadler,69.0,138,2
36,T23,T23,Daniel Summerhays,69.0,276,4
37,T23,T23,Josh Teater,69.0,138,2
38,T23,T23,Bo Van Pelt,69.0,69,1
39,T23,T23,Bubba Watson,69.0,69,1
40,T23,T23,Y.E. Yang,69.0,207,3
41,T42,T42,James Hahn,69.5,278,4
42,T42,T42,Brian Harman,69.5,139,2
43,T42,T42,Freddie Jacobson,69.5,139,2
44,T42,T42,Jeff Overton,69.5,278,4
45,T42,T42,Pat Perez,69.5,139,2
46,T42,T42,Tyrone Van Aswegen,69.5,139,2
47,T42,T42,Jimmy Walker,69.5,139,2
48,T49,T49,Roberto Castro,70.0,70,1
49,T49,T49,Ken Duke,70.0,140,2
50,T49,T49,Zach Johnson,70.0,140,2
51,T49,T49,D.H. Lee,70.0,70,1
52,T49,T49,Patrick Reed,70.0,140,2
53,T49,T49,Vijay Singh,70.0,140,2
54,T49,T49,Brandt Snedeker,70.0,70,1
55,T49,T49,Kevin Streelman,70.0,210,3
56,T49,T49,Charlie Wi,70.0,70,1
57,T58,T58,Steven Bowditch,70.5,141,2
58,T58,T58,Kevin Chappell,70.5,141,2
59,T58,T58,Brice Garnett,70.5,141,2
60,T58,T58,Luke Guthrie,70.5,141,2
61,T58,T58,Billy Hurley III,70.5,141,2
62,T58,T58,John Merrick,70.5,282,4
63,T58,T58,Scott Stallings,70.5,141,2
64,T58,T58,Brendon Todd,70.5,141,2
65,66,66,Seung-Yul Noh,70.67,212,3
66,T67,T67,Michael Putnam,70.75,283,4
67,T67,T67,Cameron Tringale,70.75,283,4
68,T69,T69,Aaron Baddeley,71.0,71,1
69,T69,T69,K.J. Choi,71.0,213,3
70,T69,T69,Stewart Cink,71.0,142,2
