,Back_9_Round_1_Scoring_Average_RANK THIS WEEK,Back_9_Round_1_Scoring_Average_RANK LAST WEEK,Back_9_Round_1_Scoring_Average_PLAYER NAME,Back_9_Round_1_Scoring_Average_AVG,Back_9_Round_1_Scoring_Average_TOTAL STROKES,Back_9_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Rory McIlroy,34.06,545,16
1,2,2,Sergio Garcia,34.53,518,15
2,3,3,Jeff Overton,34.65,797,23
3,4,4,Zach Johnson,34.68,867,25
4,5,5,Matt Kuchar,34.78,800,23
5,T6,T6,Luke Guthrie,34.81,905,26
6,T6,T6,Brooks Koepka,34.81,557,16
7,8,8,Andrew Loupe,34.86,732,21
8,9,9,Jim Furyk,34.9,698,20
9,10,10,Martin Laird,34.95,664,19
10,T11,T11,Ryan Palmer,35.0,805,23
11,T11,T11,Shawn Stefani,35.0,595,17
12,T11,T11,Gary Woodland,35.0,840,24
13,T14,T14,Sangmoon Bae,35.04,841,24
14,T14,T14,Keegan Bradley,35.04,876,25
15,T14,T14,Tim Wilkinson,35.04,841,24
16,17,17,Ian Poulter,35.06,561,16
17,18,18,Harris English,35.07,947,27
18,19,19,Stewart Cink,35.16,879,25
19,T20,T20,Jonathan Byrd,35.17,809,23
20,T20,T20,Charles Howell III,35.17,1020,29
21,T22,T22,Brian Harman,35.19,1126,32
22,T22,T22,Chris Kirk,35.19,950,27
23,24,24,Pat Perez,35.2,880,25
24,T25,T25,William McGirt,35.21,1021,29
25,T25,T25,Michael Putnam,35.21,1021,29
26,T25,T25,Tyrone Van Aswegen,35.21,845,24
27,T28,T28,Bill Haas,35.22,951,27
28,T28,T28,Danny Lee,35.22,951,27
29,30,30,Martin Flores,35.23,916,26
30,31,31,Davis Love III,35.24,740,21
31,32,32,Jim Herman,35.25,705,20
32,33,33,Cameron Tringale,35.26,1093,31
33,34,34,Justin Hicks,35.28,1023,29
34,T35,T35,Kevin Chappell,35.3,953,27
35,T35,T35,Brice Garnett,35.3,953,27
36,T35,T35,Spencer Levin,35.3,706,20
37,T38,T38,Scott Langley,35.32,989,28
38,T38,T38,Brian Stuard,35.32,989,28
39,T38,T38,Jhonattan Vegas,35.32,777,22
40,41,41,Hunter Mahan,35.33,848,24
41,T42,T42,Aaron Baddeley,35.35,813,23
42,T42,T42,Chad Campbell,35.35,601,17
43,T42,T42,Tim Clark,35.35,919,26
44,T42,T42,Hideki Matsuyama,35.35,813,23
45,T46,T46,Retief Goosen,35.36,884,25
46,T46,T46,Charley Hoffman,35.36,884,25
47,T46,T46,Heath Slocum,35.36,778,22
48,49,49,Jason Kokrak,35.37,672,19
49,T50,T50,Ken Duke,35.38,849,24
50,T50,T50,J.B. Holmes,35.38,849,24
51,T52,T52,Stuart Appleby,35.39,991,28
52,T52,T52,Erik Compton,35.39,991,28
53,T52,T52,Carl Pettersson,35.39,991,28
54,55,55,Willy Wilcox,35.4,531,15
55,T56,T56,John Senden,35.41,956,27
56,T56,T56,Michael Thompson,35.41,779,22
57,T58,T58,Ricky Barnes,35.42,921,26
58,T58,T58,Andrew Svoboda,35.42,850,24
59,60,60,Marc Leishman,35.43,815,23
60,61,61,Hudson Swafford,35.44,886,25
61,T62,T62,Greg Chalmers,35.48,887,25
62,T62,T62,Morgan Hoffmann,35.48,1100,31
63,T62,T62,Wes Roach,35.48,745,21
64,T65,T65,Billy Horschel,35.5,923,26
65,T65,T65,Webb Simpson,35.5,852,24
66,T67,T67,Robert Garrigus,35.52,888,25
67,T67,T67,Ryan Moore,35.52,817,23
68,T67,T67,Vijay Singh,35.52,888,25
69,T67,T67,Scott Stallings,35.52,959,27
70,T67,T67,Chris Stroud,35.52,888,25
71,72,72,David Toms,35.53,675,19
72,73,73,Kevin Kisner,35.54,924,26
73,T74,T74,Luke Donald,35.56,569,16
74,T74,T74,Matt Jones,35.56,889,25
75,T74,T74,Patrick Reed,35.56,960,27
76,77,77,Phil Mickelson,35.57,747,21
77,T78,T78,James Hahn,35.58,925,26
78,T78,T78,Russell Knox,35.58,925,26
79,T80,T80,Seung-Yul Noh,35.59,961,27
80,T80,T80,Kyle Stanley,35.59,961,27
81,T80,T80,Camilo Villegas,35.59,1032,29
82,T83,T83,Jordan Spieth,35.62,926,26
83,T83,T83,Brendon Todd,35.62,1033,29
84,T85,T85,Steven Bowditch,35.63,1069,30
85,T85,T85,Trevor Immelman,35.63,962,27
86,T85,T85,Dustin Johnson,35.63,570,16
87,T85,T85,Graeme McDowell,35.63,570,16
88,T85,T85,George McNeill,35.63,855,24
89,T85,T85,Mike Weir,35.63,855,24
90,T85,T85,Charlie Wi,35.63,855,24
91,92,92,Jason Day,35.64,499,14
92,93,93,Bubba Watson,35.65,713,20
