,Front_9_Scoring_Average_RANK THIS WEEK,Front_9_Scoring_Average_RANK LAST WEEK,Front_9_Scoring_Average_PLAYER NAME,Front_9_Scoring_Average_ROUNDS,Front_9_Scoring_Average_AVG,Front_9_Scoring_Average_TOTAL STROKES,Front_9_Scoring_Average_TOTAL HOLES
0,1,1,Charl Schwartzel,64,34.5,2139,62
1,2,2,Adam Scott,68,34.51,2347,68
2,3,3,Sergio Garcia,61,34.53,2003,58
3,4,4,Dustin Johnson,58,34.63,1974,57
4,T5,T5,Charles Howell III,106,34.65,3673,106
5,T5,T5,Jimmy Walker,98,34.65,3326,96
6,7,7,Justin Rose,70,34.66,2357,68
7,8,8,Jason Day,54,34.69,1665,48
8,9,9,Chris Stroud,88,34.7,3054,88
9,T10,T10,Jim Furyk,84,34.73,2778,80
10,T10,T10,Kevin Na,94,34.73,3265,94
11,T12,T12,Keegan Bradley,89,34.75,3058,88
12,T12,T12,Rory McIlroy,66,34.75,2224,64
13,T12,T12,George McNeill,79,34.75,2745,79
14,15,15,Ryan Moore,86,34.77,2921,84
15,16,16,Ryan Palmer,85,34.78,2956,85
16,T17,T17,Bud Cauley,56,34.79,1948,56
17,T17,T17,Daniel Summerhays,98,34.79,3409,98
18,T19,T19,Jordan Spieth,102,34.81,3411,98
19,T19,T19,Bubba Watson,76,34.81,2541,73
20,T21,T21,Graham DeLaet,80,34.85,2753,79
21,T21,T21,Jason Kokrak,65,34.85,2265,65
22,T21,T21,Matt Kuchar,91,34.85,3067,88
23,24,24,Robert Streb,75,34.9,2478,71
24,25,25,Russell Knox,92,34.91,3212,92
25,26,26,Brian Harman,111,34.96,3881,111
26,27,27,Brendon Todd,108,34.97,3777,108
27,28,28,Paul Casey,56,34.98,1959,56
28,29,29,Harris English,95,34.99,3219,92
29,T30,T30,Scott Brown,100,35.0,3500,100
30,T30,T30,Rickie Fowler,91,35.0,2975,85
31,T30,T30,William McGirt,96,35.0,3360,96
32,T33,T33,Ricky Barnes,92,35.01,3081,88
33,T33,T33,Ben Crane,81,35.01,2836,81
34,T33,T33,Marc Leishman,81,35.01,2801,80
35,T33,T33,Camilo Villegas,95,35.01,3326,95
36,T37,T37,Brooks Koepka,56,35.02,1961,56
37,T37,T37,Graeme McDowell,66,35.02,2171,62
38,T39,T39,Chris Kirk,105,35.03,3643,104
39,T39,T39,Hideki Matsuyama,82,35.03,2802,80
40,T39,T39,David Toms,64,35.03,2172,62
41,42,42,Seung-Yul Noh,92,35.05,3225,92
42,43,43,Bill Haas,107,35.07,3682,105
43,T44,T44,Kevin Chappell,100,35.08,3368,96
44,T44,T44,Charley Hoffman,93,35.08,3262,93
45,T44,T44,Troy Merritt,62,35.08,2175,62
46,T44,T44,Bryce Molder,77,35.08,2561,73
47,T48,T48,J.J. Henry,91,35.09,3053,87
48,T48,T48,Kevin Kisner,85,35.09,2983,85
49,T48,T48,Ben Martin,80,35.09,2807,80
50,T51,T51,Brian Stuard,91,35.1,3054,87
51,T51,T51,Andrew Svoboda,77,35.1,2703,77
52,T51,T51,Gary Woodland,93,35.1,3229,92
53,54,54,Zach Johnson,97,35.11,3371,96
54,T55,T55,Ryo Ishikawa,75,35.12,2634,75
55,T55,T55,Carl Pettersson,91,35.12,3196,91
56,T55,T55,Tim Wilkinson,86,35.12,2880,82
57,58,58,Jerry Kelly,80,35.14,2811,80
58,T59,T59,Matt Every,85,35.16,2989,85
59,T59,T59,Will MacKenzie,82,35.16,2883,82
60,T61,T61,Chad Campbell,57,35.17,1864,53
61,T61,T61,Jamie Lovemark,64,35.17,2110,60
62,T61,T61,Vijay Singh,83,35.17,2919,83
63,T61,T61,Henrik Stenson,56,35.17,1899,54
64,T65,T65,Jonas Blixt,64,35.18,2181,62
65,T65,T65,David Hearn,97,35.18,3412,97
66,T65,T65,Patrick Reed,92,35.18,3166,90
67,T68,T68,Jason Bohn,81,35.19,2850,81
68,T68,T68,Webb Simpson,87,35.19,2956,84
69,T70,T70,Scott Langley,95,35.2,3274,93
70,T70,T70,Kevin Stadler,90,35.2,3133,89
71,T70,T70,Charlie Wi,72,35.2,2464,70
72,T73,T73,Luke Guthrie,85,35.21,2993,85
73,T73,T73,Andres Romero,81,35.21,2711,77
74,75,75,Spencer Levin,59,35.22,2078,59
75,T76,T76,Ángel Cabrera,69,35.23,2431,69
76,T76,T76,Bo Van Pelt,83,35.23,2924,83
77,78,78,Willy Wilcox,51,35.24,1727,49
78,T79,T79,Robert Allenby,83,35.25,2855,81
79,T79,T79,Brad Fritsch,50,35.25,1692,48
80,T79,T79,Jeff Overton,80,35.25,2679,76
81,T79,T79,Wes Roach,67,35.25,2221,63
82,83,83,Hunter Mahan,88,35.26,2997,85
83,T84,T84,Phil Mickelson,71,35.27,2504,71
84,T84,T84,John Senden,99,35.27,3492,99
85,86,86,Matt Jones,83,35.29,2929,83
86,87,87,Lee Westwood,57,35.3,1977,56
87,T88,T88,Brandt Snedeker,89,35.31,3072,87
88,T88,T88,Jhonattan Vegas,77,35.31,2648,75
89,T90,T90,Retief Goosen,94,35.32,3179,90
90,T90,T90,Ian Poulter,57,35.32,1978,56
91,T90,T90,Cameron Tringale,111,35.32,3920,111
92,T93,T93,Danny Lee,84,35.33,2826,80
93,T93,T93,David Lingmerth,80,35.33,2685,76
94,T95,T95,Robert Garrigus,80,35.34,2827,80
95,T95,T95,James Hahn,82,35.34,2827,80
96,T97,T97,Morgan Hoffmann,103,35.35,3500,99
97,T97,T97,Louis Oosthuizen,50,35.35,1626,46
98,T97,T97,Pat Perez,84,35.35,2969,84
99,T97,T97,Rory Sabbatini,82,35.35,2757,78
100,T97,T97,Brendan Steele,89,35.35,3005,85
101,T97,T97,Mark Wilson,69,35.35,2298,65
102,T103,T103,Erik Compton,88,35.36,3112,88
103,T103,T103,Heath Slocum,71,35.36,2440,69
104,T105,T105,Brian Davis,93,35.37,3289,93
105,T105,T105,Jason Dufner,57,35.37,1910,54
106,T105,T105,Shawn Stefani,60,35.37,2122,60
107,T108,T108,Stuart Appleby,92,35.38,3184,90
108,T108,T108,"Ted Potter, Jr.",68,35.38,2406,68
109,T108,T108,Michael Putnam,106,35.38,3609,102
110,111,111,Chesson Hadley,84,35.39,2973,84
111,112,112,J.B. Holmes,86,35.4,3044,86
112,T113,T113,Ken Duke,80,35.41,2762,78
113,T113,T113,Billy Hurley III,86,35.41,3045,86
114,T115,T115,Sangmoon Bae,76,35.42,2692,76
115,T115,T115,Martin Kaymer,65,35.42,2267,64
116,117,117,Sean O'Hair,77,35.43,2728,77
117,T118,T118,Charlie Beljan,76,35.44,2552,72
118,T118,T118,Ernie Els,85,35.44,2800,79
119,T118,T118,Freddie Jacobson,91,35.44,3225,91
120,T118,T118,Richard Lee,80,35.44,2764,78
121,T118,T118,Geoff Ogilvy,84,35.44,2835,80
122,T123,T123,Brice Garnett,92,35.45,3120,88
123,T123,T123,Justin Leonard,75,35.45,2659,75
124,T125,T125,K.J. Choi,80,35.46,2837,80
125,T125,T125,James Driscoll,71,35.46,2518,71
126,T125,T125,Martin Flores,85,35.46,3014,85
127,T125,T125,Nicholas Thompson,85,35.46,2872,81
128,T129,T129,Justin Hicks,103,35.47,3512,99
129,T129,T129,Tyrone Van Aswegen,79,35.47,2767,78
130,T131,T131,Steven Bowditch,93,35.48,3300,93
131,T131,T131,Ben Curtis,77,35.48,2590,73
132,133,133,Aaron Baddeley,74,35.49,2555,72
133,134,134,Woody Austin,63,35.51,2095,59
134,T135,T135,Brian Gay,81,35.52,2806,79
135,T135,T135,Billy Horschel,92,35.52,3197,90
136,T135,T135,Nick Watney,80,35.52,2664,75
137,T138,T138,Greg Chalmers,85,35.54,2879,81
138,T138,T138,Brendon de Jonge,109,35.54,3874,109
139,T138,T138,Andrew Loupe,65,35.54,2168,61
140,T138,T138,Jeff Maggert,54,35.54,1919,54
141,T142,T142,Tommy Gainey,73,35.55,2453,69
142,T142,T142,Johnson Wagner,69,35.55,2311,65
143,T144,T144,Tim Clark,75,35.56,2667,75
144,T144,T144,Hudson Swafford,75,35.56,2525,71
145,T146,T146,Josh Teater,90,35.58,3131,88
146,T146,T146,Michael Thompson,74,35.58,2633,74
147,148,148,Gonzalo Fernandez-Castaño,83,35.59,2918,82
148,T149,T149,Stewart Cink,91,35.62,3241,91
149,T149,T149,Jim Herman,62,35.62,2066,58
150,T149,T149,Y.E. Yang,79,35.62,2778,78
151,T152,T152,Jonathan Byrd,76,35.63,2565,72
152,T152,T152,John Merrick,87,35.63,2957,83
153,T154,T154,Russell Henley,92,35.64,3279,92
154,T154,T154,Kevin Streelman,79,35.64,2780,78
155,156,156,Davis Love III,74,35.65,2567,72
156,157,157,Luke Donald,57,35.66,1997,56
157,T158,T158,John Peterson,62,35.67,2140,60
158,T158,T158,Boo Weekley,73,35.67,2568,72
159,160,160,Chad Collins,78,35.69,2641,74
160,161,161,John Huh,87,35.71,2964,83
161,T162,T162,Trevor Immelman,84,35.74,2859,80
162,T162,T162,Bronson La'Cassie,51,35.74,1680,47
163,T164,T164,John Rollins,84,35.75,2860,80
164,T164,T164,Kevin Tway,64,35.75,2145,60
165,166,166,Roberto Castro,76,35.77,2647,74
166,167,167,Troy Matteson,62,35.79,2076,58
167,168,168,Kyle Stanley,87,35.81,2972,83
168,169,169,Martin Laird,66,35.82,2221,62
169,170,170,Mike Weir,69,35.86,2331,65
170,171,171,Scott Stallings,77,35.88,2727,76
171,172,172,D.H. Lee,54,35.92,1796,50
172,173,173,Lucas Glover,68,35.94,2372,66
173,174,174,D.A. Points,75,35.97,2626,73
174,175,175,Briny Baird,50,35.98,1799,50
175,176,176,Jim Renner,61,36.03,2126,59
176,177,177,Derek Ernst,80,36.05,2740,76
