,Scoring_Average_RANK THIS WEEK,Scoring_Average_RANK LAST WEEK,Scoring_Average_PLAYER NAME,Scoring_Average_ROUNDS,Scoring_Average_AVG,Scoring_Average_TOTAL STROKES,Scoring_Average_TOTAL ADJUSTMENT,Scoring_Average_TOTAL ROUNDS
79,80,80,Heath Slocum,71,70.737,4871,9.883,69
80,T81,T81,Tim Clark,75,70.738,5303,2.386,75
81,T81,T81,Lee Westwood,57,70.738,3992,- 30.695,56
82,83,83,Nick Watney,80,70.756,5327,- 20.281,75
83,84,84,Aaron Baddeley,74,70.796,5122,- 24.714,72
84,85,85,Brendan Steele,89,70.798,6015,2.810,85
85,86,86,Brendon de Jonge,109,70.801,7747,- 29.651,109
86,87,87,Danny Lee,84,70.80199999999999,5654,10.181,80
87,88,88,Willy Wilcox,51,70.819,3456,14.153,49
88,89,89,Bo Van Pelt,83,70.827,5882,- 3.347,83
89,90,90,Erik Compton,88,70.829,6251,- 18.025,88
90,91,91,David Hearn,97,70.83,6856,14.477,97
91,92,92,Justin Hicks,103,70.836,7006,6.718,99
92,93,93,Stewart Cink,91,70.847,6471,- 23.887,91
93,T94,T94,Louis Oosthuizen,50,70.852,3292,- 32.804,46
94,T94,T94,Andres Romero,81,70.852,5466,- 10.358,77
95,96,96,K.J. Choi,80,70.87,5701,- 31.396,80
96,97,97,Brad Fritsch,50,70.888,3388,14.612,48
97,98,98,Jason Bohn,81,70.892,5741,1.290,81
98,99,99,Justin Leonard,75,70.895,5335,- 17.872,75
99,100,100,Morgan Hoffmann,103,70.899,7008,11.010,99
100,T101,T101,Jason Dufner,57,70.9,3843,- 14.391,54
101,T101,T101,Troy Merritt,62,70.9,4391,4.790,62
102,103,103,Michael Putnam,106,70.905,7232,.360,102
103,104,104,Robert Allenby,83,70.92,5741,3.554,81
104,105,105,Vijay Singh,83,70.933,5899,- 11.520,83
105,106,106,Scott Brown,100,70.936,7071,22.568,100
106,107,107,Ben Crane,81,70.954,5740,7.304,81
107,108,108,Ryo Ishikawa,75,70.98,5313,10.513,75
108,109,109,Matt Jones,83,71.021,5896,- 1.295,83
109,110,110,Jhonattan Vegas,77,71.02199999999999,5308,18.650,75
110,111,111,Brice Garnett,92,71.039,6234,17.411,88
111,112,112,Bud Cauley,56,71.06,3960,19.363,56
112,113,113,J.J. Henry,91,71.064,6170,12.599,87
113,114,114,Charlie Wi,72,71.067,4973,1.658,70
114,115,115,Tyrone Van Aswegen,79,71.07,5533,10.453,78
115,116,116,Jonathan Byrd,76,71.083,5107,10.986,72
116,117,117,Spencer Levin,59,71.086,4187,7.084,59
117,118,118,"Ted Potter, Jr.",68,71.087,4836,- 2.060,68
118,119,119,Pat Perez,84,71.11,5973,.241,84
119,120,120,Bryce Molder,77,71.112,5182,9.147,73
120,121,121,Ken Duke,80,71.137,5532,16.680,78
121,122,122,Andrew Loupe,65,71.142,4340,- .354,61
122,123,123,Steven Bowditch,93,71.145,6622,- 5.517,93
123,124,124,Hudson Swafford,75,71.167,5049,3.824,71
124,125,125,Sangmoon Bae,76,71.168,5402,6.739,76
125,126,126,James Hahn,82,71.186,5698,- 3.088,80
126,127,127,Michael Thompson,74,71.194,5258,10.336,74
127,128,128,Martin Flores,85,71.199,6046,5.942,85
128,129,129,Wes Roach,67,71.206,4479,6.997,63
129,130,130,Chesson Hadley,84,71.212,5991,- 9.175,84
130,131,131,Brian Davis,93,71.232,6618,6.621,93
131,T132,T132,John Huh,87,71.24,5920,- 7.070,83
132,T132,T132,Sean O'Hair,77,71.24,5480,5.511,77
133,134,134,Greg Chalmers,85,71.251,5767,4.338,81
134,135,135,Charlie Beljan,76,71.28,5127,5.155,72
135,136,136,Gonzalo Fernandez-Castaño,83,71.294,5872,- 25.895,82
136,137,137,Josh Teater,90,71.301,6269,5.507,88
137,138,138,Boo Weekley,73,71.307,5155,- 20.891,72
138,139,139,Chad Collins,78,71.315,5277,.328,74
139,140,140,Jamie Lovemark,64,71.345,4262,18.724,60
140,T141,T141,Ben Curtis,77,71.354,5217,- 8.182,73
141,T141,T141,Kevin Streelman,79,71.354,5581,- 15.385,78
142,143,143,Davis Love III,74,71.36399999999999,5138,.227,72
143,144,144,Russell Henley,92,71.37899999999999,6594,- 27.115,92
144,145,145,Rory Sabbatini,82,71.381,5569,- 1.270,78
145,146,146,Geoff Ogilvy,84,71.422,5723,- 9.201,80
146,147,147,Martin Laird,66,71.436,4417,12.032,62
147,148,148,Johnson Wagner,69,71.444,4635,8.859,65
148,149,149,James Driscoll,71,71.454,5067,6.209,71
149,150,150,David Lingmerth,80,71.469,5430,1.639,76
150,151,151,John Peterson,62,71.47,4289,- .802,60
151,152,152,Trevor Immelman,84,71.471,5723,- 5.293,80
152,153,153,Brian Gay,81,71.493,5639,8.912,79
153,154,154,Tommy Gainey,73,71.51,4926,8.200,69
154,155,155,Richard Lee,80,71.528,5573,6.176,78
155,156,156,Jonas Blixt,64,71.581,4443,- 4.969,62
156,157,157,Jeff Maggert,54,71.612,3867,.063,54
157,158,158,Roberto Castro,76,71.617,5326,- 26.311,74
158,159,159,Jim Herman,62,71.619,4138,15.908,58
159,160,160,Nicholas Thompson,85,71.657,5811,- 6.743,81
160,161,161,Briny Baird,50,71.679,3580,3.966,50
161,162,162,Y.E. Yang,79,71.712,5591,2.546,78
162,163,163,Mark Wilson,69,71.732,4662,.570,65
163,164,164,Woody Austin,63,71.743,4244,- 11.176,59
164,165,165,Kyle Stanley,87,71.745,5956,- 1.161,83
165,166,166,Bronson La'Cassie,51,71.77199999999999,3367,6.301,47
166,167,167,Mike Weir,69,71.789,4674,- 7.718,65
167,168,168,Scott Stallings,77,71.835,5469,- 9.546,76
168,169,169,Jim Renner,61,71.843,4262,- 23.280,59
169,170,170,John Merrick,87,71.852,5948,15.689,83
170,171,171,Kevin Tway,64,71.91199999999999,4317,- 2.280,60
171,172,172,D.H. Lee,54,71.914,3606,- 10.292,50
172,173,173,John Rollins,84,71.932,5751,3.528,80
173,174,174,Lucas Glover,68,72.233,4775,- 7.636,66
174,175,175,Troy Matteson,62,72.237,4179,10.772,58
175,176,176,D.A. Points,75,72.23899999999999,5277,- 3.525,73
176,177,177,Derek Ernst,80,72.593,5492,25.096,76
