,Tenth_Tee_Late_Lowest_Round_RANK THIS WEEK,Tenth_Tee_Late_Lowest_Round_RANK LAST WEEK,Tenth_Tee_Late_Lowest_Round_PLAYER NAME,Tenth_Tee_Late_Lowest_Round_ROUNDS,Tenth_Tee_Late_Lowest_Round_LOW RND
0,T1,T1,Chad Campbell,57,62
1,T1,T1,Morgan Hoffmann,103,62
2,T1,T1,Russell Knox,92,62
3,T1,T1,George McNeill,79,62
4,T5,T5,Tim Clark,75,63
5,T5,T5,Ben Crane,81,63
6,T5,T5,Brad Fritsch,50,63
7,T5,T5,Martin Kaymer,65,63
8,T5,T5,David Lingmerth,80,63
9,T5,T5,Ryan Moore,86,63
10,T5,T5,Ryan Palmer,85,63
11,T5,T5,Patrick Reed,92,63
12,T5,T5,Richard Sterne,24,63
13,T5,T5,Camilo Villegas,95,63
14,T15,T15,Eric Axley,32,64
15,T15,T15,Roberto Castro,76,64
16,T15,T15,John Daly,41,64
17,T15,T15,Jason Day,54,64
18,T15,T15,Brendon de Jonge,109,64
19,T15,T15,Joe Durant,47,64
20,T15,T15,Russell Henley,92,64
21,T15,T15,Billy Horschel,92,64
22,T15,T15,Kevin Kisner,85,64
23,T15,T15,Marc Leishman,81,64
24,T15,T15,Jeff Maggert,54,64
25,T15,T15,Kevin Na,94,64
26,T15,T15,Michael Putnam,106,64
27,T15,T15,Shawn Stefani,60,64
28,T15,T15,Daniel Summerhays,98,64
29,T15,T15,Justin Thomas,21,64
30,T31,T31,Stephen Ames,48,65
31,T31,T31,Mark Anderson,22,65
32,T31,T31,Stuart Appleby,92,65
33,T31,T31,Josh Broadaway,4,65
34,T31,T31,Scott Brown,100,65
35,T31,T31,Chad Collins,78,65
36,T31,T31,Austin Cook,4,65
37,T31,T31,Brian Davis,93,65
38,T31,T31,Jamie Donaldson,39,65
39,T31,T31,Matt Every,85,65
40,T31,T31,Tommy Gainey,73,65
41,T31,T31,Robert Garrigus,80,65
42,T31,T31,Bill Haas,107,65
43,T31,T31,Chesson Hadley,84,65
44,T31,T31,James Hahn,82,65
45,T31,T31,Brian Harman,111,65
46,T31,T31,Justin Hicks,103,65
47,T31,T31,Charley Hoffman,93,65
48,T31,T31,Charles Howell III,106,65
49,T31,T31,Matt Jones,83,65
50,T31,T31,Chris Kirk,105,65
51,T31,T31,Jason Kokrak,65,65
52,T31,T31,Scott Langley,95,65
53,T31,T31,Danny Lee,84,65
54,T31,T31,Justin Leonard,75,65
55,T31,T31,Jamie Lovemark,64,65
56,T31,T31,Will MacKenzie,82,65
57,T31,T31,Hunter Mahan,88,65
58,T31,T31,Steve Marino,40,65
59,T31,T31,Rory McIlroy,66,65
60,T31,T31,John Merrick,87,65
61,T31,T31,Bryce Molder,77,65
62,T31,T31,Seung-Yul Noh,92,65
63,T31,T31,Carl Pettersson,91,65
64,T31,T31,Jim Renner,61,65
65,T31,T31,Heath Slocum,71,65
66,T31,T31,Brandt Snedeker,89,65
67,T31,T31,Henrik Stenson,56,65
68,T31,T31,Brian Stuard,91,65
69,T31,T31,Brendon Todd,108,65
70,T31,T31,Bo Van Pelt,83,65
71,T31,T31,Jhonattan Vegas,77,65
72,T31,T31,Johnson Wagner,69,65
73,T31,T31,Bubba Watson,76,65
74,T31,T31,Gary Woodland,93,65
75,T76,T76,Robert Allenby,83,66
76,T76,T76,Jason Allred,28,66
77,T76,T76,Ricky Barnes,92,66
78,T76,T76,Thomas Bjørn,30,66
79,T76,T76,Jason Bohn,81,66
80,T76,T76,Steven Bowditch,93,66
81,T76,T76,Keegan Bradley,89,66
82,T76,T76,Jonathan Byrd,76,66
83,T76,T76,Paul Casey,56,66
84,T76,T76,Kevin Chappell,100,66
85,T76,T76,Erik Compton,88,66
86,T76,T76,James Driscoll,71,66
87,T76,T76,Ken Duke,80,66
88,T76,T76,David Duval,33,66
89,T76,T76,Harris English,95,66
90,T76,T76,Jim Furyk,84,66
91,T76,T76,Sergio Garcia,61,66
92,T76,T76,Brice Garnett,92,66
93,T76,T76,Fabián Gómez,11,66
94,T76,T76,Jason Gore,24,66
95,T76,T76,Paul Goydos,47,66
96,T76,T76,Tim Herron,48,66
97,T76,T76,Billy Hurley III,86,66
98,T76,T76,Trevor Immelman,84,66
99,T76,T76,Freddie Jacobson,91,66
100,T76,T76,Jerry Kelly,80,66
101,T76,T76,Martin Laird,66,66
102,T76,T76,Peter Malnati,48,66
103,T76,T76,Ben Martin,80,66
104,T76,T76,Hideki Matsuyama,82,66
105,T76,T76,Troy Merritt,62,66
106,T76,T76,Phil Mickelson,71,66
107,T76,T76,Geoff Ogilvy,84,66
108,T76,T76,Pat Perez,84,66
109,T76,T76,"Ted Potter, Jr.",68,66
110,T76,T76,Dicky Pride,32,66
111,T76,T76,Wes Roach,67,66
112,T76,T76,John Rollins,84,66
113,T76,T76,Andres Romero,81,66
114,T76,T76,Rory Sabbatini,82,66
115,T76,T76,Charl Schwartzel,64,66
116,T76,T76,Adam Scott,68,66
117,T76,T76,John Senden,99,66
118,T76,T76,David Skinns,4,66
119,T76,T76,Scott Stallings,77,66
120,T76,T76,Brendan Steele,89,66
121,T76,T76,Kevin Streelman,79,66
122,T76,T76,Chris Stroud,88,66
123,T76,T76,Andrew Svoboda,77,66
124,T76,T76,Michael Thompson,74,66
125,T76,T76,Cameron Tringale,111,66
126,T76,T76,Marc Turnesa,18,66
127,T76,T76,Charlie Wi,72,66
128,T76,T76,Chris Wood,12,66
129,T76,T76,Y.E. Yang,79,66
130,T131,T131,Blake Adams,25,67
131,T131,T131,Kiradech Aphibarnrat,27,67
132,T131,T131,Woody Austin,63,67
133,T131,T131,Sangmoon Bae,76,67
134,T131,T131,Cameron Beckman,33,67
135,T131,T131,Charlie Beljan,76,67
136,T131,T131,Matt Bettencourt,37,67
137,T131,T131,Rafael Campos,4,67
138,T131,T131,Bud Cauley,56,67
139,T131,T131,Alex Cejka,19,67
140,T131,T131,Will Claxton,25,67
141,T131,T131,José Coceres,17,67
142,T131,T131,Ben Curtis,77,67
143,T131,T131,Graham DeLaet,80,67
144,T131,T131,Derek Fathauer,4,67
145,T131,T131,Gonzalo Fernandez-Castaño,83,67
146,T131,T131,Scott Gardiner,46,67
147,T131,T131,Brian Gay,81,67
148,T131,T131,Retief Goosen,94,67
149,T131,T131,Branden Grace,32,67
150,T131,T131,Luke Guthrie,85,67
151,T131,T131,David Hearn,97,67
152,T131,T131,J.J. Henry,91,67
153,T131,T131,John Huh,87,67
154,T131,T131,D.H. Lee,54,67
155,T131,T131,HaoTong Li,4,67
156,T131,T131,Edward Loar,46,67
157,T131,T131,Andrew Loupe,65,67
158,T131,T131,Matteo Manassero,30,67
159,T131,T131,Billy Mayfair,12,67
160,T131,T131,William McGirt,96,67
161,T131,T131,Jay McLuen,6,67
162,T131,T131,Louis Oosthuizen,50,67
163,T131,T131,Greg Owen,28,67
164,T131,T131,D.A. Points,75,67
165,T131,T131,Alex Prugh,40,67
166,T131,T131,Vijay Singh,83,67
167,T131,T131,Jordan Spieth,102,67
168,T131,T131,Kevin Stadler,90,67
169,T131,T131,Kyle Stanley,87,67
170,T131,T131,Robert Streb,75,67
171,T131,T131,Hudson Swafford,75,67
172,T131,T131,Josh Teater,90,67
173,T131,T131,Tyrone Van Aswegen,79,67
174,T131,T131,Nick Watney,80,67
175,T131,T131,Boo Weekley,73,67
176,T131,T131,Lee Williams,37,67
177,T131,T131,Bobby Wyatt,14,67
178,T179,T179,Benjamín Alvarado,14,68
179,T179,T179,Aaron Baddeley,74,68
180,T179,T179,Seuk-hyun Baek,8,68
181,T179,T179,Mark Brown,4,68
182,T179,T179,Ángel Cabrera,69,68
183,T179,T179,Patrick Cantlay,14,68
184,T179,T179,Greg Chalmers,85,68
185,T179,T179,Stewart Cink,91,68
186,T179,T179,Nicolas Colsaerts,32,68
187,T179,T179,Victor Dubuisson,40,68
188,T179,T179,Jason Dufner,57,68
189,T179,T179,Eric Dugas,3,68
190,T179,T179,Ernie Els,85,68
191,T179,T179,Derek Ernst,80,68
192,T179,T179,Bob Estes,6,68
193,T179,T179,Martin Flores,85,68
194,T179,T179,Rickie Fowler,91,68
195,T179,T179,Oscar Fraustro,4,68
196,T179,T179,Harrison Frazar,38,68
197,T179,T179,Lucas Glover,68,68
198,T179,T179,Padraig Harrington,46,68
199,T179,T179,Mike Hendry,4,68
200,T179,T179,Jim Herman,62,68
201,T179,T179,J.B. Holmes,86,68
202,T179,T179,Ryuji Imada,28,68
203,T179,T179,Ryo Ishikawa,75,68
204,T179,T179,Zach Johnson,97,68
205,T179,T179,Robert Karlsson,24,68
206,T179,T179,Brooks Koepka,56,68
207,T179,T179,Anirban Lahiri,8,68
208,T179,T179,Davis Love III,74,68
209,T179,T179,Shane Lowry,10,68
210,T179,T179,Joost Luiten,26,68
211,T179,T179,Troy Matteson,62,68
212,T179,T179,Len Mattiace,12,68
213,T179,T179,Jordan Niebrugge,6,68
214,T179,T179,Joe Ogilvie,35,68
215,T179,T179,Jeff Overton,80,68
216,T179,T179,John Peterson,62,68
217,T179,T179,Tim Petrovic,28,68
218,T179,T179,Fran Quinn,4,68
219,T179,T179,Justin Rose,70,68
220,T179,T179,Nicholas Thompson,85,68
221,T179,T179,David Toms,64,68
222,T179,T179,Jimmy Walker,98,68
223,T179,T179,Mike Weir,69,68
224,T179,T179,Willy Wilcox,51,68
225,T179,T179,Tim Wilkinson,86,68
226,T179,T179,Danny Willett,10,68
227,T179,T179,Mark Wilson,69,68
228,T229,T229,Alex Aragon,41,69
229,T229,T229,Jonas Blixt,64,69
230,T229,T229,Mark Calcavecchia,24,69
231,T229,T229,Miguel Angel Carballo,40,69
232,T229,T229,K.J. Choi,80,69
233,T229,T229,Gary Christian,6,69
234,T229,T229,Jon Curran,4,69
235,T229,T229,Luke Donald,57,69
236,T229,T229,Darren Fichardt,8,69
237,T229,T229,Fred Funk,21,69
238,T229,T229,Nathan Green,10,69
239,T229,T229,Todd Hamilton,10,69
240,T229,T229,Peter Hanson,37,69
241,T229,T229,Max Homa,25,69
242,T229,T229,Miguel Angel Jiménez,23,69
243,T229,T229,Bronson La'Cassie,51,69
244,T229,T229,Pablo Larrazabal,11,69
245,T229,T229,Richard Lee,80,69
246,T229,T229,Spencer Levin,59,69
247,T229,T229,Alexander Levy,8,69
248,T229,T229,John Mallinger,42,69
249,T229,T229,Scott McCarron,27,69
250,T229,T229,Graeme McDowell,66,69
251,T229,T229,Sean O'Hair,77,69
252,T229,T229,Thorbjørn Olesen,37,69
253,T229,T229,Jesper Parnevik,9,69
254,T229,T229,Rod Perry,15,69
255,T229,T229,Scott Piercy,35,69
256,T229,T229,Daniel Popovic,4,69
257,T229,T229,Chez Reavie,6,69
258,T229,T229,Tag Ridings,32,69
259,T229,T229,Sam Saunders,4,69
260,T229,T229,Webb Simpson,87,69
261,T229,T229,Chris Thompson,6,69
