,Front_9_Round_3_Scoring_Average_RANK THIS WEEK,Front_9_Round_3_Scoring_Average_RANK LAST WEEK,Front_9_Round_3_Scoring_Average_PLAYER NAME,Front_9_Round_3_Scoring_Average_AVG,Front_9_Round_3_Scoring_Average_TOTAL STROKES,Front_9_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Spencer Levin,33.8,338,10
1,2,2,Woody Austin,34.11,307,9
2,3,3,Willy Wilcox,34.18,376,11
3,4,4,George McNeill,34.19,547,16
4,T5,T5,Sergio Garcia,34.21,479,14
5,T5,T5,Charles Howell III,34.21,821,24
6,7,7,Gary Woodland,34.23,753,22
7,8,8,Jimmy Walker,34.27,754,22
8,9,9,Jason Kokrak,34.29,480,14
9,10,10,Bryce Molder,34.31,446,13
10,11,11,Troy Merritt,34.33,412,12
11,12,12,Sean O'Hair,34.36,481,14
12,T13,T13,Chad Campbell,34.4,344,10
13,T13,T13,Andres Romero,34.4,516,15
14,15,15,Rickie Fowler,34.44,620,18
15,16,16,David Toms,34.46,448,13
16,17,17,Vijay Singh,34.47,586,17
17,T18,T18,Chesson Hadley,34.5,483,14
18,T18,T18,Will MacKenzie,34.5,483,14
19,20,20,David Lingmerth,34.54,449,13
20,T21,T21,Kevin Na,34.55,691,20
21,T21,T21,Chris Stroud,34.55,691,20
22,23,23,Tim Clark,34.57,484,14
23,24,24,Jonas Blixt,34.58,415,12
24,T25,T25,Justin Rose,34.63,554,16
25,T25,T25,Brian Stuard,34.63,554,16
26,T27,T27,James Driscoll,34.64,381,11
27,T27,T27,Charl Schwartzel,34.64,485,14
28,T27,T27,Daniel Summerhays,34.64,762,22
29,30,30,Ángel Cabrera,34.67,416,12
30,T31,T31,Robert Allenby,34.69,451,13
31,T31,T31,Ben Crane,34.69,555,16
32,33,33,Bud Cauley,34.7,347,10
33,T34,T34,John Rollins,34.71,486,14
34,T34,T34,Bo Van Pelt,34.71,590,17
35,36,36,Ben Martin,34.73,521,15
36,T37,T37,Brad Fritsch,34.75,278,8
37,T37,T37,Robert Garrigus,34.75,556,16
38,T37,T37,Charlie Wi,34.75,417,12
39,40,40,Graham DeLaet,34.76,591,17
40,41,41,J.J. Henry,34.78,626,18
41,42,42,Morgan Hoffmann,34.79,661,19
42,T43,T43,Ricky Barnes,34.8,696,20
43,T43,T43,Brendon Todd,34.8,870,25
44,T45,T45,Jason Day,34.82,383,11
45,T45,T45,Wes Roach,34.82,383,11
46,47,47,Jerry Kelly,34.83,627,18
47,48,48,Andrew Svoboda,34.87,523,15
48,T49,T49,Kevin Kisner,34.88,593,17
49,T49,T49,Bubba Watson,34.88,593,17
50,T51,T51,Keegan Bradley,34.89,663,19
51,T51,T51,Carl Pettersson,34.89,628,18
52,53,53,David Hearn,34.9,733,21
53,54,54,Charlie Beljan,34.92,419,12
54,T55,T55,Matt Jones,34.94,594,17
55,T55,T55,Hideki Matsuyama,34.94,629,18
56,T57,T57,Jim Furyk,34.95,699,20
57,T57,T57,William McGirt,34.95,699,20
58,T57,T57,Ryan Palmer,34.95,699,20
59,60,60,John Senden,34.96,804,23
60,T61,T61,Matt Kuchar,35.0,735,21
61,T61,T61,Bronson La'Cassie,35.0,245,7
62,T61,T61,Phil Mickelson,35.0,525,15
63,T61,T61,Ryan Moore,35.0,665,19
64,T61,T61,Webb Simpson,35.0,630,18
65,T61,T61,Kevin Stadler,35.0,700,20
66,T61,T61,Jhonattan Vegas,35.0,560,16
67,T61,T61,Lee Westwood,35.0,385,11
68,69,69,Kevin Chappell,35.05,736,21
69,T70,T70,Rory McIlroy,35.06,561,16
70,T70,T70,Jeff Overton,35.06,561,16
71,T72,T72,Paul Casey,35.08,421,12
72,T72,T72,Ian Poulter,35.08,421,12
73,T72,T72,Cameron Tringale,35.08,877,25
74,T75,T75,Retief Goosen,35.1,737,21
75,T75,T75,Russell Knox,35.1,702,20
76,T77,T77,Briny Baird,35.11,316,9
77,T77,T77,J.B. Holmes,35.11,667,19
78,79,79,Y.E. Yang,35.15,457,13
79,80,80,Hunter Mahan,35.16,668,19
80,T81,T81,Matt Every,35.17,633,18
81,T81,T81,Brooks Koepka,35.17,422,12
82,T81,T81,Nicholas Thompson,35.17,422,12
83,T84,T84,Roberto Castro,35.18,387,11
84,T84,T84,Ernie Els,35.18,598,17
85,T84,T84,Gonzalo Fernandez-Castaño,35.18,598,17
86,87,87,Nick Watney,35.19,563,16
87,88,88,Mark Wilson,35.2,352,10
88,89,89,Ryo Ishikawa,35.21,493,14
89,T90,T90,Louis Oosthuizen,35.22,317,9
90,T90,T90,Tim Wilkinson,35.22,634,18
91,92,92,Adam Scott,35.24,599,17
92,93,93,Jason Dufner,35.25,423,12
93,T94,T94,Brian Davis,35.26,670,19
94,T94,T94,Harris English,35.26,670,19
95,T94,T94,Scott Langley,35.26,670,19
96,T97,T97,Trevor Immelman,35.29,494,14
97,T97,T97,Danny Lee,35.29,494,14
98,99,99,Andrew Loupe,35.3,353,10
99,T100,T100,Jason Bohn,35.31,565,16
100,T100,T100,Jamie Lovemark,35.31,459,13
101,T100,T100,Robert Streb,35.31,565,16
102,103,103,Stuart Appleby,35.32,671,19
103,T104,T104,Derek Ernst,35.33,424,12
104,T104,T104,Graeme McDowell,35.33,530,15
105,106,106,Seung-Yul Noh,35.35,707,20
106,107,107,Martin Kaymer,35.36,495,14
107,108,108,Patrick Reed,35.37,672,19
108,T109,T109,Brian Gay,35.38,566,16
109,T109,T109,Brian Harman,35.38,849,24
110,T109,T109,Justin Leonard,35.38,566,16
111,112,112,K.J. Choi,35.39,637,18
112,T113,T113,Sangmoon Bae,35.4,531,15
113,T113,T113,James Hahn,35.4,531,15
114,T113,T113,Kyle Stanley,35.4,531,15
115,T116,T116,Geoff Ogilvy,35.41,602,17
116,T116,T116,Michael Putnam,35.41,779,22
117,118,118,D.A. Points,35.42,425,12
118,T119,T119,Zach Johnson,35.43,815,23
119,T119,T119,Jordan Spieth,35.43,815,23
120,121,121,Luke Guthrie,35.44,638,18
121,T122,T122,Charley Hoffman,35.45,780,22
122,T122,T122,Brandt Snedeker,35.45,709,20
123,124,124,Marc Leishman,35.47,603,17
124,125,125,Justin Hicks,35.48,745,21
125,T126,T126,Steven Bowditch,35.5,639,18
126,T126,T126,Luke Donald,35.5,426,12
127,T126,T126,Billy Hurley III,35.5,639,18
128,T126,T126,Jeff Maggert,35.5,355,10
129,T126,T126,Troy Matteson,35.5,284,8
130,T131,T131,Jonathan Byrd,35.54,462,13
131,T131,T131,Shawn Stefani,35.54,462,13
132,T133,T133,Hudson Swafford,35.55,391,11
133,T133,T133,Camilo Villegas,35.55,711,20
134,135,135,Richard Lee,35.57,498,14
135,T136,T136,Brendon de Jonge,35.58,854,24
136,T136,T136,Tommy Gainey,35.58,427,12
137,T136,T136,Bill Haas,35.58,925,26
138,139,139,Mike Weir,35.6,356,10
139,140,140,Pat Perez,35.61,641,18
140,T141,T141,Davis Love III,35.63,570,16
141,T141,T141,John Merrick,35.63,677,19
142,T143,T143,Chad Collins,35.64,392,11
143,T143,T143,Heath Slocum,35.64,499,14
144,T145,T145,Jim Renner,35.67,214,6
145,T145,T145,Rory Sabbatini,35.67,535,15
146,147,147,Billy Horschel,35.68,678,19
147,T148,T148,Freddie Jacobson,35.7,714,20
148,T148,T148,Johnson Wagner,35.7,357,10
149,150,150,Ken Duke,35.71,607,17
150,151,151,Martin Flores,35.78,644,18
151,T152,T152,Ben Curtis,35.79,501,14
152,T152,T152,Brice Garnett,35.79,680,19
153,T152,T152,Brendan Steele,35.79,680,19
154,155,155,Michael Thompson,35.8,537,15
155,T156,T156,Scott Brown,35.82,788,22
156,T156,T156,Russell Henley,35.82,609,17
157,158,158,Stewart Cink,35.86,753,21
158,T159,T159,John Huh,35.88,574,16
159,T159,T159,Tyrone Van Aswegen,35.88,574,16
160,T161,T161,"Ted Potter, Jr.",35.91,395,11
161,T161,T161,Scott Stallings,35.91,395,11
162,163,163,Dustin Johnson,35.92,467,13
163,164,164,Aaron Baddeley,35.93,503,14
164,165,165,Greg Chalmers,35.94,611,17
165,166,166,Chris Kirk,35.96,899,25
166,T167,T167,John Peterson,36.0,288,8
167,T167,T167,Henrik Stenson,36.0,468,13
168,T167,T167,Kevin Streelman,36.0,576,16
169,170,170,Martin Laird,36.08,433,12
170,171,171,Erik Compton,36.12,614,17
171,T172,T172,D.H. Lee,36.13,289,8
172,T172,T172,Boo Weekley,36.13,542,15
173,174,174,Lucas Glover,36.22,326,9
174,175,175,Josh Teater,36.5,657,18
175,176,176,Jim Herman,36.6,366,10
176,177,177,Kevin Tway,37.67,339,9
