,First_Tee_Late_Par_5_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Par_5_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Par_5_Scoring_Average_PLAYER NAME,First_Tee_Late_Par_5_Scoring_Average_ROUNDS,First_Tee_Late_Par_5_Scoring_Average_AVG,First_Tee_Late_Par_5_Scoring_Average_TOTAL STROKES,First_Tee_Late_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Sangmoon Bae,76,4.41,216,49
1,2,2,Adam Scott,68,4.46,629,141
2,T3,T3,Charles Howell III,106,4.5,351,78
3,T3,T3,Wes Roach,67,4.5,234,52
4,T3,T3,Willy Wilcox,51,4.5,189,42
5,6,6,Robert Streb,75,4.51,365,81
6,7,7,John Senden,99,4.52,475,105
7,T8,T8,Jason Dufner,57,4.53,344,76
8,T8,T8,Zach Johnson,97,4.53,675,149
9,T8,T8,Chris Kirk,105,4.53,530,117
10,T8,T8,Henrik Stenson,56,4.53,399,88
11,12,12,Charl Schwartzel,64,4.54,368,81
12,T13,T13,John Rollins,84,4.55,182,40
13,T13,T13,Webb Simpson,87,4.55,441,97
14,T13,T13,Vijay Singh,83,4.55,273,60
15,T13,T13,Jhonattan Vegas,77,4.55,250,55
16,T17,T17,Rickie Fowler,91,4.56,502,110
17,T17,T17,Brice Garnett,92,4.56,283,62
18,T17,T17,Dustin Johnson,58,4.56,488,107
19,T20,T20,Jason Bohn,81,4.57,352,77
20,T20,T20,Ángel Cabrera,69,4.57,315,69
21,T20,T20,Rory McIlroy,66,4.57,580,127
22,T20,T20,Jim Renner,61,4.57,247,54
23,T24,T24,Ken Duke,80,4.58,238,52
24,T24,T24,Bryce Molder,77,4.58,316,69
25,T24,T24,Justin Rose,70,4.58,582,127
26,T27,T27,Ricky Barnes,92,4.59,317,69
27,T27,T27,Martin Flores,85,4.59,294,64
28,T27,T27,Kevin Na,94,4.59,487,106
29,T27,T27,Jimmy Walker,98,4.59,675,147
30,T31,T31,Graham DeLaet,80,4.6,442,96
31,T31,T31,Jim Furyk,84,4.6,695,151
32,T31,T31,Geoff Ogilvy,84,4.6,253,55
33,T31,T31,Brian Stuard,91,4.6,377,82
34,T35,T35,Robert Garrigus,80,4.61,341,74
35,T35,T35,Ryan Palmer,85,4.61,433,94
36,T35,T35,Kevin Tway,64,4.61,235,51
37,T35,T35,Bubba Watson,76,4.61,539,117
38,T39,T39,Scott Brown,100,4.62,314,68
39,T39,T39,Paul Casey,56,4.62,217,47
40,T39,T39,Luke Donald,57,4.62,254,55
41,T39,T39,Matt Every,85,4.62,356,77
42,T39,T39,Sergio Garcia,61,4.62,453,98
43,T39,T39,John Peterson,62,4.62,231,50
44,T39,T39,Michael Putnam,106,4.62,434,94
45,T39,T39,Shawn Stefani,60,4.62,217,47
46,T39,T39,Tim Wilkinson,86,4.62,374,81
47,T48,T48,James Driscoll,71,4.63,287,62
48,T48,T48,Harris English,95,4.63,528,114
49,T48,T48,Kevin Kisner,85,4.63,333,72
50,T48,T48,Brooks Koepka,56,4.63,222,48
51,T48,T48,Jamie Lovemark,64,4.63,236,51
52,T48,T48,Hideki Matsuyama,82,4.63,477,103
53,T48,T48,Carl Pettersson,91,4.63,329,71
54,T48,T48,Brendan Steele,89,4.63,338,73
55,T48,T48,Cameron Tringale,111,4.63,454,98
56,T48,T48,Nick Watney,80,4.63,296,64
57,T58,T58,Jonas Blixt,64,4.64,232,50
58,T58,T58,Jason Day,54,4.64,394,85
59,T58,T58,Brian Harman,111,4.64,473,102
60,T58,T58,Richard Lee,80,4.64,306,66
61,T58,T58,Ryan Moore,86,4.64,580,125
62,T58,T58,Andres Romero,81,4.64,255,55
63,T58,T58,Rory Sabbatini,82,4.64,353,76
64,T58,T58,Daniel Summerhays,98,4.64,413,89
65,T58,T58,Andrew Svoboda,77,4.64,343,74
66,T58,T58,Josh Teater,90,4.64,334,72
67,T58,T58,Brendon Todd,108,4.64,543,117
68,T69,T69,Roberto Castro,76,4.65,237,51
69,T69,T69,Bud Cauley,56,4.65,293,63
70,T69,T69,Brian Davis,93,4.65,242,52
71,T69,T69,Derek Ernst,80,4.65,242,52
72,T69,T69,Retief Goosen,94,4.65,391,84
73,T69,T69,Jim Herman,62,4.65,228,49
74,T69,T69,Charley Hoffman,93,4.65,363,78
75,T69,T69,Marc Leishman,81,4.65,377,81
76,T69,T69,Graeme McDowell,66,4.65,400,86
77,T69,T69,William McGirt,96,4.65,428,92
78,T69,T69,Pat Perez,84,4.65,414,89
79,T69,T69,Ian Poulter,57,4.65,307,66
80,T69,T69,Jordan Spieth,102,4.65,889,191
81,T69,T69,Kevin Stadler,90,4.65,316,68
82,T69,T69,Scott Stallings,77,4.65,265,57
83,T69,T69,Chris Stroud,88,4.65,456,98
84,T85,T85,Charlie Beljan,76,4.66,326,70
85,T85,T85,James Hahn,82,4.66,340,73
86,T85,T85,Matt Jones,83,4.66,340,73
87,T85,T85,Davis Love III,74,4.66,284,61
88,T85,T85,John Merrick,87,4.66,233,50
89,T85,T85,Louis Oosthuizen,50,4.66,233,50
90,T85,T85,Heath Slocum,71,4.66,191,41
91,T85,T85,Kevin Streelman,79,4.66,410,88
92,T85,T85,Nicholas Thompson,85,4.66,340,73
93,T94,T94,Steven Bowditch,93,4.67,285,61
94,T94,T94,Keegan Bradley,89,4.67,658,141
95,T94,T94,Jerry Kelly,80,4.67,322,69
96,T94,T94,Matt Kuchar,91,4.67,776,166
97,T94,T94,Martin Laird,66,4.67,238,51
98,T94,T94,Danny Lee,84,4.67,322,69
99,T94,T94,Ben Martin,80,4.67,434,93
100,T94,T94,Troy Merritt,62,4.67,215,46
101,T94,T94,Hudson Swafford,75,4.67,224,48
102,T103,T103,Luke Guthrie,85,4.68,356,76
103,T103,T103,Lee Westwood,57,4.68,304,65
104,T105,T105,Aaron Baddeley,74,4.69,305,65
105,T105,T105,Stewart Cink,91,4.69,413,88
106,T105,T105,Tim Clark,75,4.69,225,48
107,T105,T105,Chesson Hadley,84,4.69,436,93
108,T105,T105,Freddie Jacobson,91,4.69,455,97
109,T105,T105,Hunter Mahan,88,4.69,408,87
110,T105,T105,Kyle Stanley,87,4.69,253,54
111,T105,T105,Bo Van Pelt,83,4.69,375,80
112,T113,T113,Woody Austin,63,4.7,188,40
113,T113,T113,Jonathan Byrd,76,4.7,357,76
114,T113,T113,Chad Campbell,57,4.7,207,44
115,T113,T113,Tommy Gainey,73,4.7,301,64
116,T113,T113,Billy Horschel,92,4.7,479,102
117,T113,T113,D.H. Lee,54,4.7,108,23
118,T113,T113,Troy Matteson,62,4.7,127,27
119,T113,T113,D.A. Points,75,4.7,207,44
120,T113,T113,Brandt Snedeker,89,4.7,592,126
121,T113,T113,Johnson Wagner,69,4.7,216,46
122,T123,T123,Bill Haas,107,4.71,608,129
123,T123,T123,Billy Hurley III,86,4.71,363,77
124,T123,T123,Spencer Levin,59,4.71,198,42
125,T123,T123,George McNeill,79,4.71,386,82
126,T123,T123,Mike Weir,69,4.71,231,49
127,T123,T123,Gary Woodland,93,4.71,513,109
