,25_Final_Round_Performance_RANK THIS WEEK,25_Final_Round_Performance_RANK LAST WEEK,25_Final_Round_Performance_PLAYER NAME,25_Final_Round_Performance_EVENTS,25_Final_Round_Performance_% TIMES IMPROVED,25_Final_Round_Performance_# OF TIMES IMPROVED
67,T68,T68,David Hearn,28,62.5,10.0
68,T68,T68,Danny Lee,28,62.5,5.0
69,T68,T68,Will MacKenzie,27,62.5,5.0
70,T68,T68,Johnson Wagner,24,62.5,5.0
71,T68,T68,Tim Wilkinson,25,62.5,5.0
72,73,73,Josh Teater,28,61.5,8.0
73,74,74,Michael Putnam,30,61.1,11.0
74,T75,T75,Erik Compton,28,60.0,6.0
75,T75,T75,Jim Furyk,21,60.0,3.0
76,T75,T75,Tommy Gainey,26,60.0,3.0
77,T75,T75,Trevor Immelman,28,60.0,6.0
78,T75,T75,William McGirt,29,60.0,6.0
79,T75,T75,Webb Simpson,25,60.0,6.0
80,T75,T75,Cameron Tringale,31,60.0,9.0
81,T75,T75,Jimmy Walker,27,60.0,3.0
82,T83,T83,Stuart Appleby,29,58.3,7.0
83,T83,T83,Bill Haas,28,58.3,7.0
84,T83,T83,Brendon Todd,29,58.3,7.0
85,T83,T83,Tyrone Van Aswegen,25,58.3,7.0
86,T87,T87,Chad Collins,28,57.1,4.0
87,T87,T87,Luke Donald,17,57.1,4.0
88,T87,T87,Ryo Ishikawa,24,57.1,4.0
89,T87,T87,Bo Van Pelt,25,57.1,4.0
90,91,91,Stewart Cink,25,56.3,9.0
91,T92,T92,Greg Chalmers,27,55.6,5.0
92,T92,T92,Derek Ernst,28,55.6,5.0
93,T92,T92,Russell Knox,26,55.6,5.0
94,T92,T92,Geoff Ogilvy,26,55.6,5.0
95,T92,T92,Rory Sabbatini,26,55.6,5.0
96,T92,T92,Scott Stallings,28,55.6,5.0
97,T92,T92,Gary Woodland,25,55.6,5.0
98,T99,T99,Ricky Barnes,27,54.5,6.0
99,T99,T99,Ken Duke,25,54.5,6.0
100,T99,T99,Gonzalo Fernandez-Castaño,25,54.5,6.0
101,T99,T99,Zach Johnson,26,54.5,6.0
102,T99,T99,Jerry Kelly,23,54.5,6.0
103,T99,T99,Scott Langley,29,54.5,6.0
104,105,105,Brendon de Jonge,31,52.9,9.0
105,T106,T106,Aaron Baddeley,24,50.0,2.0
106,T106,T106,Charlie Beljan,26,50.0,5.0
107,T106,T106,Jonathan Byrd,24,50.0,4.0
108,T106,T106,Ben Curtis,24,50.0,6.0
109,T106,T106,Robert Garrigus,25,50.0,4.0
110,T106,T106,J.B. Holmes,24,50.0,5.0
111,T106,T106,Dustin Johnson,17,50.0,2.0
112,T106,T106,Chris Kirk,28,50.0,7.0
113,T106,T106,Jeff Maggert,19,50.0,2.0
114,T106,T106,Troy Matteson,23,50.0,2.0
115,T106,T106,John Merrick,25,50.0,8.0
116,T106,T106,Ryan Moore,24,50.0,3.0
117,T106,T106,Kevin Na,27,50.0,5.0
118,T106,T106,John Peterson,25,50.0,2.0
119,T106,T106,Wes Roach,22,50.0,3.0
120,T106,T106,Shawn Stefani,17,50.0,5.0
121,T106,T106,Brian Stuard,29,50.0,3.0
122,T106,T106,Boo Weekley,24,50.0,6.0
123,T106,T106,Willy Wilcox,16,50.0,1.0
124,T125,T125,J.J. Henry,28,46.7,7.0
125,T125,T125,Justin Hicks,30,46.7,7.0
126,127,127,Retief Goosen,26,46.2,6.0
127,T128,T128,Martin Flores,26,45.5,5.0
128,T128,T128,Y.E. Yang,28,45.5,5.0
129,130,130,Justin Leonard,22,44.4,4.0
130,T131,T131,Ángel Cabrera,23,42.9,3.0
131,T131,T131,Lucas Glover,26,42.9,3.0
132,T131,T131,Brian Harman,32,42.9,6.0
133,T131,T131,Bronson La'Cassie,18,42.9,3.0
134,T131,T131,Ian Poulter,17,42.9,3.0
135,T131,T131,Vijay Singh,25,42.9,6.0
136,T131,T131,Heath Slocum,23,42.9,3.0
137,T131,T131,Andrew Svoboda,24,42.9,3.0
138,T131,T131,Nick Watney,25,42.9,3.0
139,T131,T131,Mark Wilson,25,42.9,3.0
140,T141,T141,Woody Austin,22,40.0,2.0
141,T141,T141,Graham DeLaet,24,40.0,2.0
142,T141,T141,Jason Dufner,17,40.0,2.0
143,T141,T141,Matt Every,26,40.0,2.0
144,T141,T141,Brice Garnett,28,40.0,4.0
145,T141,T141,Freddie Jacobson,27,40.0,4.0
146,T141,T141,Matt Jones,25,40.0,4.0
147,T141,T141,Martin Kaymer,19,40.0,2.0
148,T141,T141,Spencer Levin,20,40.0,2.0
149,T141,T141,David Lingmerth,26,40.0,4.0
150,T141,T141,Davis Love III,22,40.0,4.0
151,T141,T141,Michael Thompson,22,40.0,4.0
152,T153,T153,Jamie Lovemark,20,37.5,3.0
153,T153,T153,Mike Weir,25,37.5,3.0
154,T155,T155,Sean O'Hair,25,36.4,4.0
155,T155,T155,Kevin Stadler,26,36.4,4.0
156,T155,T155,Kyle Stanley,28,36.4,4.0
157,T158,T158,Keegan Bradley,26,33.3,2.0
158,T158,T158,Bud Cauley,19,33.3,2.0
159,T158,T158,James Driscoll,25,33.3,2.0
160,T158,T158,D.H. Lee,20,33.3,2.0
161,T158,T158,Bryce Molder,25,33.3,3.0
162,T158,T158,Jhonattan Vegas,23,33.3,3.0
163,T164,T164,Ben Crane,25,30.0,3.0
164,T164,T164,Brian Gay,26,30.0,3.0
165,T164,T164,Morgan Hoffmann,32,30.0,3.0
166,T164,T164,D.A. Points,27,30.0,3.0
167,168,168,Ryan Palmer,23,28.6,2.0
168,169,169,John Rollins,28,27.3,3.0
169,T170,T170,Martin Laird,20,25.0,2.0
170,T170,T170,Louis Oosthuizen,16,25.0,1.0
171,T170,T170,Justin Rose,19,25.0,1.0
172,T170,T170,Robert Streb,21,25.0,2.0
173,174,174,Scott Brown,30,20.0,2.0
174,175,175,Jim Herman,21,16.7,1.0
175,T176,T176,Briny Baird,17,0.0,
176,T176,T176,Jim Renner,25,0.0,
