,First_Tee_Late_Round_2_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_2_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_2_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_2_Scoring_Average_AVG,First_Tee_Late_Round_2_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Robert Streb,67.0,201,3
1,2,2,Andrew Svoboda,67.67,203,3
2,T3,T3,James Driscoll,68.2,341,5
3,T3,T3,Sergio Garcia,68.2,341,5
4,T3,T3,Billy Horschel,68.2,341,5
5,T3,T3,Seung-Yul Noh,68.2,341,5
6,7,7,Nick Watney,68.25,273,4
7,T8,T8,Scott Brown,68.5,274,4
8,T8,T8,Adam Scott,68.5,548,8
9,10,10,Chris Stroud,68.57,480,7
10,11,11,Retief Goosen,68.6,343,5
11,12,12,Ben Crane,68.71,481,7
12,13,13,Brice Garnett,68.8,344,5
13,T14,T14,Graham DeLaet,69.0,276,4
14,T14,T14,Dustin Johnson,69.0,483,7
15,T14,T14,John Senden,69.0,414,6
16,T14,T14,Willy Wilcox,69.0,276,4
17,18,18,Chris Kirk,69.17,415,6
18,19,19,Jim Furyk,69.3,693,10
19,20,20,Hudson Swafford,69.33,208,3
20,21,21,Ryan Moore,69.38,555,8
21,T22,T22,Paul Casey,69.5,139,2
22,T22,T22,Stewart Cink,69.5,556,8
23,T22,T22,Charles Howell III,69.5,278,4
24,T22,T22,Kevin Na,69.5,417,6
25,26,26,Carl Pettersson,69.6,348,5
26,T27,T27,Stuart Appleby,69.67,418,6
27,T27,T27,Kevin Streelman,69.67,209,3
28,29,29,Ryan Palmer,69.71,488,7
29,30,30,Bryce Molder,69.86,489,7
30,31,31,Robert Garrigus,69.88,559,8
31,T32,T32,Brian Davis,70.0,350,5
32,T32,T32,Davis Love III,70.0,420,6
33,T32,T32,Pat Perez,70.0,280,4
34,T32,T32,Kyle Stanley,70.0,420,6
35,T36,T36,Ryo Ishikawa,70.11,631,9
36,T36,T36,Brendon Todd,70.11,631,9
37,T38,T38,Jason Bohn,70.17,421,6
38,T38,T38,Jamie Lovemark,70.17,421,6
39,40,40,Matt Kuchar,70.18,772,11
40,T41,T41,Ernie Els,70.2,351,5
41,T41,T41,Tommy Gainey,70.2,351,5
42,T41,T41,Chesson Hadley,70.2,351,5
43,44,44,Rory McIlroy,70.22,632,9
44,T45,T45,Charlie Beljan,70.25,562,8
45,T45,T45,John Peterson,70.25,281,4
46,T47,T47,Ricky Barnes,70.29,492,7
47,T47,T47,Jason Day,70.29,492,7
48,T49,T49,Greg Chalmers,70.33,633,9
49,T49,T49,Luke Guthrie,70.33,422,6
50,T49,T49,Freddie Jacobson,70.33,422,6
51,T49,T49,Michael Thompson,70.33,211,3
52,53,53,Zach Johnson,70.36,774,11
53,54,54,Billy Hurley III,70.43,493,7
