,First_Tee_Late_Lowest_Round_RANK THIS WEEK,First_Tee_Late_Lowest_Round_RANK LAST WEEK,First_Tee_Late_Lowest_Round_PLAYER NAME,First_Tee_Late_Lowest_Round_ROUNDS,First_Tee_Late_Lowest_Round_LOW RND
0,T1,T1,Sergio Garcia,61,61
1,T1,T1,George McNeill,79,61
2,T3,T3,Tim Clark,75,62
3,T3,T3,Ryo Ishikawa,75,62
4,T3,T3,Zach Johnson,97,62
5,T3,T3,Ben Martin,80,62
6,T7,T7,Kevin Chappell,100,63
7,T7,T7,Stewart Cink,91,63
8,T7,T7,James Driscoll,71,63
9,T7,T7,Morgan Hoffmann,103,63
10,T7,T7,Billy Horschel,92,63
11,T7,T7,Dustin Johnson,58,63
12,T7,T7,Jamie Lovemark,64,63
13,T7,T7,Rory McIlroy,66,63
14,T7,T7,Phil Mickelson,71,63
15,T7,T7,Bryce Molder,77,63
16,T7,T7,Ryan Moore,86,63
17,T7,T7,Jeff Overton,80,63
18,T7,T7,Ryan Palmer,85,63
19,T7,T7,Ian Poulter,57,63
20,T7,T7,Brendon Todd,108,63
21,T7,T7,Camilo Villegas,95,63
22,T7,T7,Jimmy Walker,98,63
23,T24,T24,Charlie Beljan,76,64
24,T24,T24,Jason Bohn,81,64
25,T24,T24,Ángel Cabrera,69,64
26,T24,T24,Chad Campbell,57,64
27,T24,T24,Paul Goydos,47,64
28,T24,T24,Luke Guthrie,85,64
29,T24,T24,Bill Haas,107,64
30,T24,T24,Justin Hicks,103,64
31,T24,T24,Charley Hoffman,93,64
32,T24,T24,Freddie Jacobson,91,64
33,T24,T24,Martin Kaymer,65,64
34,T24,T24,Chris Kirk,105,64
35,T24,T24,Matt Kuchar,91,64
36,T24,T24,Scott Langley,95,64
37,T24,T24,Troy Matteson,62,64
38,T24,T24,Graeme McDowell,66,64
39,T24,T24,William McGirt,96,64
40,T24,T24,Kevin Na,94,64
41,T24,T24,Louis Oosthuizen,50,64
42,T24,T24,Tim Petrovic,28,64
43,T24,T24,Charl Schwartzel,64,64
44,T24,T24,John Senden,99,64
45,T24,T24,Webb Simpson,87,64
46,T24,T24,Kevin Streelman,79,64
47,T24,T24,Steve Stricker,41,64
48,T24,T24,Andrew Svoboda,77,64
49,T24,T24,Cameron Tringale,111,64
50,T24,T24,Nick Watney,80,64
51,T24,T24,Bubba Watson,76,64
52,T24,T24,Willy Wilcox,51,64
53,T54,T54,Stuart Appleby,92,65
54,T54,T54,Aaron Baddeley,74,65
55,T54,T54,Keegan Bradley,89,65
56,T54,T54,Jonathan Byrd,76,65
57,T54,T54,Paul Casey,56,65
58,T54,T54,Greg Chalmers,85,65
59,T54,T54,K.J. Choi,80,65
60,T54,T54,Will Claxton,25,65
61,T54,T54,Chad Collins,78,65
62,T54,T54,Glen Day,12,65
63,T54,T54,Jason Day,54,65
64,T54,T54,Graham DeLaet,80,65
65,T54,T54,Ken Duke,80,65
66,T54,T54,Ernie Els,85,65
67,T54,T54,Harris English,95,65
68,T54,T54,Martin Flores,85,65
69,T54,T54,Brad Fritsch,50,65
70,T54,T54,Jim Furyk,84,65
71,T54,T54,Scott Gardiner,46,65
72,T54,T54,Retief Goosen,94,65
73,T54,T54,Chesson Hadley,84,65
74,T54,T54,James Hahn,82,65
75,T54,T54,Peter Hanson,37,65
76,T54,T54,Brian Harman,111,65
77,T54,T54,Russell Henley,92,65
78,T54,T54,J.J. Henry,91,65
79,T54,T54,Charles Howell III,106,65
80,T54,T54,Matt Jones,83,65
81,T54,T54,Jerry Kelly,80,65
82,T54,T54,Kevin Kisner,85,65
83,T54,T54,Brooks Koepka,56,65
84,T54,T54,Danny Lee,84,65
85,T54,T54,Richard Lee,80,65
86,T54,T54,Marc Leishman,81,65
87,T54,T54,Justin Leonard,75,65
88,T54,T54,Andrew Loupe,65,65
89,T54,T54,Davis Love III,74,65
90,T54,T54,Shane Lowry,10,65
91,T54,T54,Hunter Mahan,88,65
92,T54,T54,Seung-Yul Noh,92,65
93,T54,T54,Geoff Ogilvy,84,65
94,T54,T54,Taylor Pendrith,4,65
95,T54,T54,Scott Piercy,35,65
96,T54,T54,Patrick Reed,92,65
