,Par_3_Performance_RANK THIS WEEK,Par_3_Performance_RANK LAST WEEK,Par_3_Performance_PLAYER NAME,Par_3_Performance_ROUNDS,Par_3_Performance_STATUS,Par_3_Performance_PAR 3 AVG,Par_3_Performance_TOTAL PAR
0,1,1,Scott Brown,100,-15,2.96,1203
1,T2,T2,Troy Merritt,62,-13,2.95,750
2,T2,T2,Tyrone Van Aswegen,79,-13,2.96,945
3,4,4,Sergio Garcia,61,-11,2.95,696
4,5,5,Russell Knox,92,-9,2.98,1125
5,T6,T6,Keegan Bradley,89,-3,2.99,1062
6,T6,T6,Will MacKenzie,82,-3,2.99,1005
7,T6,T6,Ryan Moore,86,-3,2.99,996
8,9,9,Dustin Johnson,58,-2,2.99,675
9,T10,T10,Tim Clark,75,E,3.0,909
10,T10,T10,Ryo Ishikawa,75,E,3.0,918
11,T10,T10,Charl Schwartzel,64,E,3.0,744
12,13,13,Justin Leonard,75,+1,3.0,918
13,14,14,Chris Stroud,88,+2,3.01,1059
14,T15,T15,Jim Furyk,84,+3,3.01,975
15,T15,T15,Scott Langley,95,+3,3.01,1137
16,T15,T15,Jimmy Walker,98,+3,3.01,1143
17,T18,T18,Jason Day,54,+4,3.02,579
18,T18,T18,Harris English,95,+4,3.01,1110
19,T18,T18,Brian Harman,111,+4,3.01,1353
20,T21,T21,Robert Allenby,83,+5,3.02,987
21,T21,T21,Chad Campbell,57,+5,3.02,645
22,T21,T21,D.H. Lee,54,+5,3.02,615
23,T21,T21,Kevin Stadler,90,+5,3.01,1077
24,T21,T21,Brendon Todd,108,+5,3.01,1317
25,T21,T21,David Toms,64,+5,3.02,753
26,T27,T27,John Senden,99,+6,3.01,1209
27,T27,T27,Jordan Spieth,102,+6,3.02,1179
28,T29,T29,Ben Crane,81,+7,3.02,990
29,T29,T29,David Hearn,97,+7,3.02,1179
30,T29,T29,John Huh,87,+7,3.02,1005
31,T29,T29,Rory McIlroy,66,+7,3.03,768
32,T33,T33,Ricky Barnes,92,+8,3.02,1071
33,T33,T33,Graham DeLaet,80,+8,3.03,960
34,T33,T33,Bill Haas,107,+8,3.02,1266
35,T33,T33,Billy Hurley III,86,+8,3.02,1041
36,T33,T33,Richard Lee,80,+8,3.03,948
37,T33,T33,Louis Oosthuizen,50,+8,3.04,558
