,Early_Round_2_Scoring_Average_RANK THIS WEEK,Early_Round_2_Scoring_Average_RANK LAST WEEK,Early_Round_2_Scoring_Average_PLAYER NAME,Early_Round_2_Scoring_Average_AVG,Early_Round_2_Scoring_Average_TOTAL STROKES,Early_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Dustin Johnson,68.57,480,7
1,2,2,Jim Furyk,68.78,619,9
2,3,3,Brooks Koepka,68.88,551,8
3,4,4,Justin Rose,68.91,758,11
4,5,5,Jordan Spieth,69.1,691,10
5,6,6,Matt Kuchar,69.18,761,11
6,7,7,Ryan Palmer,69.21,969,14
7,8,8,Jamie Lovemark,69.4,694,10
8,9,9,Russell Knox,69.43,972,14
9,10,10,Harris English,69.5,973,14
10,11,11,Camilo Villegas,69.53,1321,19
11,12,12,Daniel Summerhays,69.56,1113,16
12,13,13,Kevin Chappell,69.62,905,13
13,14,14,Adam Scott,69.63,557,8
14,T15,T15,Chad Campbell,69.67,627,9
15,T15,T15,Jason Kokrak,69.67,627,9
16,17,17,Bubba Watson,69.69,906,13
17,18,18,Graeme McDowell,69.71,488,7
18,19,19,Sergio Garcia,69.78,628,9
19,20,20,David Toms,69.8,698,10
20,21,21,Rory McIlroy,69.83,419,6
21,T22,T22,Chris Stroud,69.85,908,13
22,T22,T22,Michael Thompson,69.85,908,13
23,24,24,Martin Kaymer,69.88,559,8
24,25,25,Robert Streb,69.91,769,11
25,26,26,Kevin Stadler,69.92,909,13
26,T27,T27,Ben Crane,70.0,840,12
27,T27,T27,Bronson La'Cassie,70.0,560,8
28,T27,T27,John Senden,70.0,980,14
29,T27,T27,Bo Van Pelt,70.0,1050,15
30,31,31,Matt Jones,70.08,841,12
31,32,32,Henrik Stenson,70.13,561,8
32,33,33,Cameron Tringale,70.17,1263,18
33,34,34,Morgan Hoffmann,70.18,1193,17
34,35,35,Jerry Kelly,70.2,1053,15
35,T36,T36,Erik Compton,70.23,913,13
36,T36,T36,Marc Leishman,70.23,913,13
37,T38,T38,Patrick Reed,70.27,773,11
38,T38,T38,Brendon Todd,70.27,1054,15
39,40,40,Brian Stuard,70.29,984,14
40,41,41,Kevin Kisner,70.3,703,10
41,T42,T42,Justin Leonard,70.31,914,13
42,T42,T42,Brandt Snedeker,70.31,914,13
43,44,44,George McNeill,70.33,844,12
44,T45,T45,Paul Casey,70.38,563,8
45,T45,T45,Brendon de Jonge,70.38,1126,16
46,T47,T47,Ken Duke,70.42,845,12
47,T47,T47,Martin Flores,70.42,845,12
48,T47,T47,Jimmy Walker,70.42,845,12
49,T50,T50,Briny Baird,70.43,493,7
50,T50,T50,Steven Bowditch,70.43,986,14
51,52,52,Andrew Loupe,70.45,775,11
52,T53,T53,Billy Hurley III,70.46,916,13
53,T53,T53,Freddie Jacobson,70.46,916,13
54,T53,T53,Vijay Singh,70.46,916,13
55,T56,T56,David Hearn,70.47,1198,17
56,T56,T56,William McGirt,70.47,1057,15
57,T58,T58,Graham DeLaet,70.5,987,14
58,T58,T58,Rickie Fowler,70.5,987,14
59,T58,T58,Gary Woodland,70.5,846,12
60,T61,T61,John Rollins,70.53,1058,15
61,T61,T61,Josh Teater,70.53,1058,15
62,T63,T63,K.J. Choi,70.55,776,11
63,T63,T63,Scott Langley,70.55,776,11
64,T63,T63,Tim Wilkinson,70.55,776,11
65,T66,T66,Aaron Baddeley,70.58,847,12
66,T66,T66,Michael Putnam,70.58,847,12
67,T68,T68,Stewart Cink,70.6,706,10
68,T68,T68,Jhonattan Vegas,70.6,706,10
69,70,70,Chad Collins,70.62,918,13
70,71,71,Brendan Steele,70.63,1130,16
71,72,72,Robert Garrigus,70.67,848,12
72,T73,T73,Retief Goosen,70.69,919,13
73,T73,T73,Chesson Hadley,70.69,1131,16
74,T75,T75,J.J. Henry,70.7,707,10
75,T75,T75,Phil Mickelson,70.7,707,10
76,T77,T77,Brian Harman,70.71,1202,17
77,T77,T77,Kevin Streelman,70.71,990,14
78,T77,T77,Willy Wilcox,70.71,495,7
79,T80,T80,Ben Curtis,70.73,778,11
80,T80,T80,Bill Haas,70.73,1061,15
81,82,82,Jeff Overton,70.75,849,12
82,83,83,Danny Lee,70.76,1203,17
83,84,84,Shawn Stefani,70.8,708,10
84,T85,T85,Stuart Appleby,70.82,779,11
85,T85,T85,James Hahn,70.82,779,11
86,T87,T87,Ricky Barnes,70.83,850,12
87,T87,T87,Billy Horschel,70.83,850,12
88,89,89,Chris Kirk,70.85,921,13
89,90,90,Hideki Matsuyama,70.86,496,7
90,91,91,Justin Hicks,70.88,1134,16
91,92,92,Ryo Ishikawa,70.93,993,14
92,T93,T93,Bud Cauley,71.0,639,9
93,T93,T93,Matt Every,71.0,852,12
94,T93,T93,Luke Guthrie,71.0,1136,16
95,T93,T93,Ian Poulter,71.0,497,7
96,T93,T93,Charl Schwartzel,71.0,426,6
97,T98,T98,Keegan Bradley,71.08,853,12
98,T98,T98,Mike Weir,71.08,853,12
99,T100,T100,Brad Fritsch,71.11,640,9
100,T100,T100,Mark Wilson,71.11,640,9
101,102,102,Luke Donald,71.13,569,8
102,103,103,Y.E. Yang,71.15,925,13
103,104,104,"Ted Potter, Jr.",71.17,854,12
104,105,105,Carl Pettersson,71.18,783,11
105,106,106,Kyle Stanley,71.2,1068,15
106,107,107,Charley Hoffman,71.21,1353,19
107,T108,T108,Jonas Blixt,71.25,855,12
108,T108,T108,Kevin Na,71.25,855,12
109,T108,T108,Sean O'Hair,71.25,855,12
110,T111,T111,Tim Clark,71.29,998,14
111,T111,T111,J.B. Holmes,71.29,998,14
112,113,113,Brian Gay,71.33,1070,15
113,T114,T114,John Huh,71.4,714,10
114,T114,T114,Spencer Levin,71.4,714,10
115,T116,T116,Geoff Ogilvy,71.43,1000,14
116,T116,T116,Heath Slocum,71.43,1000,14
117,T118,T118,Charlie Beljan,71.45,786,11
118,T118,T118,Greg Chalmers,71.45,786,11
119,120,120,Zach Johnson,71.46,929,13
120,T121,T121,Brian Davis,71.5,1001,14
121,T121,T121,Jason Day,71.5,286,4
122,T121,T121,Martin Laird,71.5,858,12
123,T121,T121,Rory Sabbatini,71.5,715,10
124,T121,T121,Boo Weekley,71.5,715,10
125,126,126,Andres Romero,71.56,644,9
126,127,127,Ben Martin,71.57,1002,14
127,128,128,Seung-Yul Noh,71.58,859,12
128,129,129,Scott Brown,71.59,1217,17
129,T130,T130,John Merrick,71.6,1074,15
130,T130,T130,Nicholas Thompson,71.6,1074,15
131,132,132,Kevin Tway,71.62,931,13
132,133,133,Johnson Wagner,71.63,573,8
133,T134,T134,Jim Herman,71.64,788,11
134,T134,T134,Webb Simpson,71.64,1003,14
135,T136,T136,David Lingmerth,71.67,1075,15
136,T136,T136,Troy Merritt,71.67,645,9
137,138,138,Russell Henley,71.69,932,13
138,T139,T139,D.A. Points,71.71,1004,14
139,T139,T139,Hudson Swafford,71.71,1004,14
140,T141,T141,Ángel Cabrera,71.8,718,10
141,T141,T141,Tyrone Van Aswegen,71.8,1077,15
142,T143,T143,Pat Perez,71.82,790,11
143,T143,T143,Andrew Svoboda,71.82,790,11
144,T145,T145,Ernie Els,71.85,934,13
145,T145,T145,Charlie Wi,71.85,934,13
146,147,147,Will MacKenzie,71.86,1006,14
147,148,148,Jonathan Byrd,71.9,719,10
148,149,149,Robert Allenby,71.91,791,11
149,T150,T150,Jason Bohn,71.92,935,13
150,T150,T150,Nick Watney,71.92,935,13
151,152,152,Gonzalo Fernandez-Castaño,71.93,1079,15
152,153,153,Trevor Immelman,71.94,1223,17
153,T154,T154,Richard Lee,72.0,1008,14
154,T154,T154,Wes Roach,72.0,576,8
155,156,156,Tommy Gainey,72.09,793,11
156,157,157,Jeff Maggert,72.1,721,10
157,158,158,Jason Dufner,72.13,577,8
158,T159,T159,Derek Ernst,72.15,938,13
159,T159,T159,Brice Garnett,72.15,938,13
160,161,161,John Peterson,72.17,866,12
161,162,162,D.H. Lee,72.22,650,9
162,163,163,Roberto Castro,72.23,939,13
163,164,164,Charles Howell III,72.31,940,13
164,165,165,Sangmoon Bae,72.33,868,12
165,T166,T166,Davis Love III,72.36,796,11
166,T166,T166,Ryan Moore,72.36,796,11
167,168,168,Lucas Glover,72.45,797,11
168,169,169,Louis Oosthuizen,72.5,435,6
169,170,170,Troy Matteson,72.58,871,12
170,171,171,Bryce Molder,72.67,872,12
171,172,172,Woody Austin,72.73,800,11
172,173,173,Jim Renner,72.83,874,12
173,174,174,Hunter Mahan,72.89,656,9
174,175,175,James Driscoll,73.0,730,10
175,176,176,Scott Stallings,73.64,810,11
176,177,177,Lee Westwood,73.67,663,9
