,Total_Eagles_RANK THIS WEEK,Total_Eagles_RANK LAST WEEK,Total_Eagles_PLAYER NAME,Total_Eagles_ROUNDS,Total_Eagles_TOTAL
121,T109,T109,J.J. Henry,91,4.0
122,T109,T109,Justin Hicks,103,4.0
123,T109,T109,John Huh,87,4.0
124,T109,T109,Billy Hurley III,86,4.0
125,T109,T109,Scott Langley,95,4.0
126,T109,T109,Andrew Loupe,65,4.0
127,T109,T109,Phil Mickelson,71,4.0
128,T109,T109,Bryce Molder,77,4.0
129,T109,T109,Ian Poulter,57,4.0
130,T109,T109,Vijay Singh,83,4.0
131,T109,T109,Jordan Spieth,102,4.0
132,T109,T109,Jhonattan Vegas,77,4.0
133,T109,T109,Nick Watney,80,4.0
134,T109,T109,Mark Wilson,69,4.0
135,T136,T136,Robert Allenby,83,3.0
136,T136,T136,Ben Curtis,77,3.0
137,T136,T136,Chesson Hadley,84,3.0
138,T136,T136,Jerry Kelly,80,3.0
139,T136,T136,Kevin Kisner,85,3.0
140,T136,T136,D.H. Lee,54,3.0
141,T136,T136,Danny Lee,84,3.0
142,T136,T136,Richard Lee,80,3.0
143,T136,T136,Jamie Lovemark,64,3.0
144,T136,T136,Hunter Mahan,88,3.0
145,T136,T136,Jim Renner,61,3.0
146,T136,T136,Wes Roach,67,3.0
147,T136,T136,Henrik Stenson,56,3.0
148,T136,T136,Josh Teater,90,3.0
149,T136,T136,Michael Thompson,74,3.0
150,T136,T136,David Toms,64,3.0
151,T136,T136,Kevin Tway,64,3.0
152,T136,T136,Tyrone Van Aswegen,79,3.0
153,T136,T136,Mike Weir,69,3.0
154,T155,T155,Aaron Baddeley,74,2.0
155,T155,T155,Briny Baird,50,2.0
156,T155,T155,Greg Chalmers,85,2.0
157,T155,T155,Luke Donald,57,2.0
158,T155,T155,Brad Fritsch,50,2.0
159,T155,T155,Retief Goosen,94,2.0
160,T155,T155,David Hearn,97,2.0
161,T155,T155,J.B. Holmes,86,2.0
162,T155,T155,Bronson La'Cassie,51,2.0
163,T155,T155,Justin Leonard,75,2.0
164,T155,T155,Louis Oosthuizen,50,2.0
165,T155,T155,John Peterson,62,2.0
166,T155,T155,"Ted Potter, Jr.",68,2.0
167,T155,T155,John Rollins,84,2.0
168,T155,T155,Heath Slocum,71,2.0
169,T155,T155,Chris Stroud,88,2.0
170,T155,T155,Boo Weekley,73,2.0
171,T172,T172,Woody Austin,63,1.0
172,T172,T172,Jason Day,54,1.0
173,T172,T172,Spencer Levin,59,1.0
174,T172,T172,Jeff Maggert,54,1.0
175,T172,T172,D.A. Points,75,1.0
176,177,177,Troy Matteson,62,
