,Total_Eagles_RANK THIS WEEK,Total_Eagles_RANK LAST WEEK,Total_Eagles_PLAYER NAME,Total_Eagles_ROUNDS,Total_Eagles_TOTAL
0,T1,T1,Steven Bowditch,93,16.0
1,T1,T1,Matt Jones,83,16.0
2,T3,T3,Brian Harman,111,14.0
3,T3,T3,Billy Horschel,92,14.0
4,T3,T3,Charles Howell III,106,14.0
5,T3,T3,Will MacKenzie,82,14.0
6,T3,T3,Patrick Reed,92,14.0
7,T8,T8,Stewart Cink,91,13.0
8,T8,T8,Ryan Palmer,85,13.0
9,T10,T10,Marc Leishman,81,12.0
10,T10,T10,Justin Rose,70,12.0
11,T10,T10,Daniel Summerhays,98,12.0
12,T13,T13,Kevin Stadler,90,11.0
13,T13,T13,Nicholas Thompson,85,11.0
14,T13,T13,Bubba Watson,76,11.0
15,T16,T16,Charlie Beljan,76,10.0
16,T16,T16,Harris English,95,10.0
17,T16,T16,Robert Garrigus,80,10.0
18,T16,T16,Kevin Na,94,10.0
19,T16,T16,Andres Romero,81,10.0
20,T16,T16,Brendan Steele,89,10.0
21,T16,T16,Cameron Tringale,111,10.0
22,T23,T23,Erik Compton,88,9.0
23,T23,T23,Brian Davis,93,9.0
24,T23,T23,Bill Haas,107,9.0
25,T23,T23,James Hahn,82,9.0
26,T23,T23,Morgan Hoffmann,103,9.0
27,T23,T23,Dustin Johnson,58,9.0
28,T23,T23,Chris Kirk,105,9.0
29,T23,T23,Russell Knox,92,9.0
30,T23,T23,Martin Laird,66,9.0
31,T23,T23,Rory McIlroy,66,9.0
32,T23,T23,John Merrick,87,9.0
33,T23,T23,Ryan Moore,86,9.0
34,T23,T23,John Senden,99,9.0
35,T23,T23,Bo Van Pelt,83,9.0
36,T37,T37,Ernie Els,85,8.0
37,T37,T37,Luke Guthrie,85,8.0
38,T37,T37,Trevor Immelman,84,8.0
39,T37,T37,Jason Kokrak,65,8.0
40,T37,T37,Ben Martin,80,8.0
41,T37,T37,Hideki Matsuyama,82,8.0
42,T37,T37,George McNeill,79,8.0
43,T37,T37,Seung-Yul Noh,92,8.0
44,T37,T37,Geoff Ogilvy,84,8.0
45,T37,T37,Jeff Overton,80,8.0
46,T37,T37,Carl Pettersson,91,8.0
47,T37,T37,Michael Putnam,106,8.0
48,T37,T37,Rory Sabbatini,82,8.0
49,T37,T37,Adam Scott,68,8.0
50,T37,T37,Scott Stallings,77,8.0
51,T37,T37,Shawn Stefani,60,8.0
52,T37,T37,Johnson Wagner,69,8.0
53,T37,T37,Gary Woodland,93,8.0
54,T55,T55,Sangmoon Bae,76,7.0
55,T55,T55,Scott Brown,100,7.0
56,T55,T55,Paul Casey,56,7.0
57,T55,T55,Roberto Castro,76,7.0
58,T55,T55,Kevin Chappell,100,7.0
59,T55,T55,Brendon de Jonge,109,7.0
60,T55,T55,James Driscoll,71,7.0
61,T55,T55,Martin Flores,85,7.0
62,T55,T55,Ryo Ishikawa,75,7.0
63,T55,T55,Brooks Koepka,56,7.0
64,T55,T55,Pat Perez,84,7.0
65,T55,T55,Brandt Snedeker,89,7.0
66,T55,T55,Kevin Streelman,79,7.0
67,T55,T55,Charlie Wi,72,7.0
68,T69,T69,Ricky Barnes,92,6.0
69,T69,T69,Jason Bohn,81,6.0
70,T69,T69,Keegan Bradley,89,6.0
71,T69,T69,K.J. Choi,80,6.0
72,T69,T69,Graham DeLaet,80,6.0
73,T69,T69,Jason Dufner,57,6.0
74,T69,T69,Matt Every,85,6.0
75,T69,T69,Brice Garnett,92,6.0
76,T69,T69,Russell Henley,92,6.0
77,T69,T69,Jim Herman,62,6.0
78,T69,T69,Charley Hoffman,93,6.0
79,T69,T69,Zach Johnson,97,6.0
80,T69,T69,Martin Kaymer,65,6.0
81,T69,T69,Matt Kuchar,91,6.0
82,T69,T69,David Lingmerth,80,6.0
83,T69,T69,Davis Love III,74,6.0
84,T69,T69,Graeme McDowell,66,6.0
85,T69,T69,William McGirt,96,6.0
86,T69,T69,Sean O'Hair,77,6.0
87,T69,T69,Charl Schwartzel,64,6.0
88,T69,T69,Webb Simpson,87,6.0
89,T69,T69,Robert Streb,75,6.0
90,T69,T69,Hudson Swafford,75,6.0
91,T69,T69,Brendon Todd,108,6.0
92,T93,T93,Jonathan Byrd,76,5.0
93,T93,T93,Derek Ernst,80,5.0
94,T93,T93,Jim Furyk,84,5.0
95,T93,T93,Sergio Garcia,61,5.0
96,T93,T93,Lucas Glover,68,5.0
97,T93,T93,Freddie Jacobson,91,5.0
98,T93,T93,Troy Merritt,62,5.0
99,T93,T93,Kyle Stanley,87,5.0
100,T93,T93,Brian Stuard,91,5.0
101,T93,T93,Andrew Svoboda,77,5.0
102,T93,T93,Camilo Villegas,95,5.0
103,T93,T93,Jimmy Walker,98,5.0
104,T93,T93,Lee Westwood,57,5.0
105,T93,T93,Willy Wilcox,51,5.0
106,T93,T93,Tim Wilkinson,86,5.0
107,T93,T93,Y.E. Yang,79,5.0
108,T109,T109,Stuart Appleby,92,4.0
109,T109,T109,Jonas Blixt,64,4.0
110,T109,T109,Ángel Cabrera,69,4.0
111,T109,T109,Chad Campbell,57,4.0
112,T109,T109,Bud Cauley,56,4.0
113,T109,T109,Tim Clark,75,4.0
114,T109,T109,Chad Collins,78,4.0
115,T109,T109,Ben Crane,81,4.0
116,T109,T109,Ken Duke,80,4.0
117,T109,T109,Gonzalo Fernandez-Castaño,83,4.0
118,T109,T109,Rickie Fowler,91,4.0
119,T109,T109,Tommy Gainey,73,4.0
120,T109,T109,Brian Gay,81,4.0
