,First_Tee_Late_Par_3_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Par_3_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Par_3_Scoring_Average_PLAYER NAME,First_Tee_Late_Par_3_Scoring_Average_ROUNDS,First_Tee_Late_Par_3_Scoring_Average_AVG,First_Tee_Late_Par_3_Scoring_Average_TOTAL STROKES,First_Tee_Late_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Scott Brown,100,2.92,257,88
1,2,2,Sergio Garcia,61,2.93,375,128
2,3,3,Tyrone Van Aswegen,79,2.94,200,68
3,4,4,Ben Crane,81,2.95,280,95
4,T5,T5,Tim Clark,75,2.96,225,76
5,T5,T5,Jim Furyk,84,2.96,592,200
6,T5,T5,Justin Hicks,103,2.96,249,84
7,T5,T5,Charl Schwartzel,64,2.96,308,104
8,T9,T9,Jeff Maggert,54,2.97,178,60
9,T9,T9,Troy Merritt,62,2.97,202,68
10,T11,T11,Dustin Johnson,58,2.98,396,133
11,T11,T11,Jordan Spieth,102,2.98,689,231
12,T11,T11,Willy Wilcox,51,2.98,191,64
13,T14,T14,Bill Haas,107,2.99,497,166
14,T14,T14,Brian Harman,111,2.99,427,143
15,T14,T14,Jerry Kelly,80,2.99,278,93
16,T14,T14,Richard Lee,80,2.99,254,85
17,T14,T14,Will MacKenzie,82,2.99,248,83
18,T14,T14,Kyle Stanley,87,2.99,218,73
19,T14,T14,Chris Stroud,88,2.99,406,136
20,T21,T21,Graham DeLaet,80,3.0,375,125
21,T21,T21,Robert Garrigus,80,3.0,285,95
22,T21,T21,David Hearn,97,3.0,309,103
23,T21,T21,Charley Hoffman,93,3.0,285,95
24,T21,T21,Ryo Ishikawa,75,3.0,375,125
25,T21,T21,Kevin Stadler,90,3.0,264,88
26,T27,T27,Ernie Els,85,3.01,289,96
27,T27,T27,Russell Knox,92,3.01,346,115
28,T27,T27,David Toms,64,3.01,253,84
29,T27,T27,Nick Watney,80,3.01,265,88
30,T31,T31,Tommy Gainey,73,3.02,263,87
31,T31,T31,Billy Hurley III,86,3.02,338,112
32,T31,T31,Zach Johnson,97,3.02,562,186
33,T31,T31,George McNeill,79,3.02,317,105
34,T31,T31,Jeff Overton,80,3.02,193,64
35,T31,T31,Wes Roach,67,3.02,193,64
36,T31,T31,Brian Stuard,91,3.02,317,105
37,T31,T31,Daniel Summerhays,98,3.02,350,116
38,T31,T31,Bo Van Pelt,83,3.02,308,102
39,T40,T40,Chad Collins,78,3.03,242,80
40,T40,T40,Jason Day,54,3.03,339,112
41,T40,T40,Rickie Fowler,91,3.03,451,149
42,T40,T40,J.J. Henry,91,3.03,282,93
43,T40,T40,Morgan Hoffmann,103,3.03,464,153
44,T40,T40,John Huh,87,3.03,197,65
45,T40,T40,D.H. Lee,54,3.03,88,29
46,T40,T40,Sean O'Hair,77,3.03,197,65
47,T40,T40,Jimmy Walker,98,3.03,585,193
48,T40,T40,Mike Weir,69,3.03,197,65
49,T50,T50,Marc Leishman,81,3.04,316,104
50,T50,T50,Spencer Levin,59,3.04,173,57
51,T50,T50,David Lingmerth,80,3.04,222,73
52,T50,T50,Phil Mickelson,71,3.04,365,120
53,T50,T50,Brendon Todd,108,3.04,495,163
54,T50,T50,Charlie Wi,72,3.04,246,81
55,T56,T56,Jonas Blixt,64,3.05,183,60
