,Approach_250-275_yards_RTP_RANK THIS WEEK,Approach_250-275_yards_RTP_RANK LAST WEEK,Approach_250-275_yards_RTP_PLAYER NAME,Approach_250-275_yards_RTP_ROUNDS,Approach_250-275_yards_RTP_AVG RTP
0,1,1,Carlos Ortiz,100,-0.929
1,2,2,Jim Furyk,71,-0.846
2,3,3,Derek Ernst,75,-0.8420000000000001
3,4,4,Johnson Wagner,68,-0.8240000000000001
4,5,5,J.B. Holmes,89,-0.8079999999999999
5,6,6,Seung-Yul Noh,65,-0.8
6,T7,T7,Luke Donald,71,-0.778
7,T7,T7,Heath Slocum,57,-0.778
8,9,9,Mark Wilson,89,-0.76
9,T10,T10,Martin Laird,77,-0.75
10,T10,T10,Justin Leonard,61,-0.75
11,12,12,Keegan Bradley,87,-0.743
12,13,13,Morgan Hoffmann,85,-0.742
13,14,14,Ian Poulter,68,-0.733
14,T15,T15,Roberto Castro,54,-0.727
15,T15,T15,Matt Jones,89,-0.727
16,17,17,Bryce Molder,91,-0.722
17,T18,T18,Charlie Beljan,76,-0.7140000000000001
18,T18,T18,Chris Kirk,76,-0.7140000000000001
19,20,20,Mark Hubbard,79,-0.708
20,21,21,K.J. Choi,66,-0.706
21,22,22,Zach Johnson,90,-0.7040000000000001
22,23,23,Scott Pinckney,88,-0.6970000000000001
23,24,24,Michael Thompson,83,-0.696
24,T25,T25,Jamie Donaldson,50,-0.6920000000000001
25,T25,T25,Luke Guthrie,84,-0.6920000000000001
26,27,27,D.A. Points,72,-0.688
27,28,28,Blayne Barber,76,-0.684
28,29,29,Hideki Matsuyama,95,-0.6829999999999999
29,30,30,Kevin Na,98,-0.682
30,31,31,Chad Campbell,97,-0.6759999999999999
31,T32,T32,Graham DeLaet,65,-0.667
32,T32,T32,Davis Love III,51,-0.667
33,T32,T32,Jonathan Randolph,72,-0.667
34,35,35,Billy Horschel,99,-0.655
35,36,36,Scott Stallings,60,-0.654
36,37,37,Jimmy Walker,89,-0.652
37,T38,T38,Matt Every,73,-0.65
38,T38,T38,Jim Renner,68,-0.65
39,40,40,Charley Hoffman,97,-0.649
40,T41,T41,Phil Mickelson,70,-0.647
41,T41,T41,Tim Wilkinson,73,-0.647
42,43,43,Pat Perez,96,-0.645
43,44,44,Vijay Singh,78,-0.643
44,T45,T45,Jason Dufner,76,-0.636
45,T45,T45,Oscar Fraustro,58,-0.636
46,T45,T45,Padraig Harrington,60,-0.636
47,T45,T45,Cameron Tringale,96,-0.636
48,T45,T45,Boo Weekley,79,-0.636
49,T50,T50,Brian Harman,90,-0.632
50,T50,T50,Shawn Stefani,94,-0.632
51,T52,T52,Adam Hadwin,95,-0.63
52,T52,T52,Nick Watney,91,-0.63
53,54,54,Matt Kuchar,97,-0.625
54,55,55,Alex Prugh,84,-0.619
55,T56,T56,Derek Fathauer,81,-0.615
56,T56,T56,Charles Howell III,105,-0.615
57,T56,T56,Charl Schwartzel,67,-0.615
58,59,59,Jason Bohn,95,-0.613
59,60,60,Robert Garrigus,70,-0.611
60,61,61,David Hearn,97,-0.607
